Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, August 24, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4376.5 at 2012-08-24T17:06:36. Report at Friday, August 24, 2012. Processed Saturday at 2012-08-25T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
103.00,99.50,101.12,101.12,BZBHA,Brookfield Bonds B,101.12,,,101.33,101.88,100.00,8.790q,14/10/12,23/11/12,100.00,+14.6,,
111.00,106.00,109.00,109.00,HBSHA,Heritage Bank,109.00,.168,18.312,108.50,109.00,100.00,10.000q,17/11/12,27/10/14i,100.00,5.7,,
104.35,101.75,103.90,103.40,HBSHB,  bondjun17,103.80,12.939,1340.17,103.80,103.90,100.00,7.250q,20/09/12,20/06/17h,100.00,6.7,,
5697.365,5697.365,5697.365,5697.365,LSBHB,Pentagon Capital,5697.365,,,,,2005,n/a,4/10/12,1/10/14m,,n/a,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,2066,n/a,4/10/12,1/10/14m,,n/a,,
Floating Rate Notes,,
101.89,98.50,101.60,101.00,AGKHA,AGL Energy,101.00,39.176,3970.96,101.00,101.60,100.00,7.340q,8/09/12,8/06/19i,100.00,+3.9,,
103.50,97.50,101.00,100.50,LEPHC,ALE Prop Grp,100.62,2.422,243.757,100.62,101.00,100.00,8.357q,17/11/12,15/05/14i,100.00,+3.8,,
110.00,103.00,104.987,104.50,AQNHA,AMP Grp Finance,104.987,7.881,825.034,104.60,104.987,100.00,8.382q,15/11/12,15/05/14i,100.00,+1.8,,
101.60,99.50,101.50,101.10,ANZHA,ANZ Banking Grp,101.15,101.559,10281.5,101.15,101.24,100.00,6.258q,20/09/12,20/6/17i,100.00,+2.8,,
105.00,99.05,101.75,101.00,AYUHA,Aust Unity,101.00,2.597,263.373,101.00,101.70,100.00,7.090q,14/10/12,14/04/16i,100.00,+3.5,,
102.30,97.50,99.50,99.05,BENHA,Bendigo And Adelaide,99.50,.300,29.760,99.00,99.80,100.00,5.007q,15/09/12,17/03/14h,100.00,+2.7,,
78.50,66.00,74.50,74.50,BENHB,  cap. note,74.50,,,73.50,75.20,100.00,.00q,30/11/12,undated,100.00,+2.6,,
101.80,97.80,100.80,100.20,CNGHA,Colonial Hldgs,100.20,56.024,5631.15,100.16,100.40,100.00,6.797q,29/09/12,31/3/17i,100.00,+3.3,,
100.00,97.15,98.40,98.10,CBAHA,Commonwealth Bank,98.20,19.509,1915.82,98.20,98.30,100.00,4.555q,15/10/12,24/12/15h,100.00,+1.8,,
71.50,57.15,65.199,64.30,MBLHB,Macq Bank,65.00,10.983,712.192,64.55,65.199,100.00,5.26q,15/10/12,undated,100.00,+5.0,,
80.15,68.00,70.20,69.75,NABHA,National Aust Bank,69.90,42.750,2992.59,69.812,70.10,100.00,4.882q,15/11/12,undated,100.00,+3.7,,
102.00,99.85,102.00,101.00,NABHB,  notejun22,101.50,78.417,7949.51,101.50,101.60,100.00,6.243q,18/09/12,18/6/17i,100.00,+2.7,,
85.00,69.17,82.001,82.001,NXBHD,Nexus Bonds,82.001,,,82.501,85.00,100.00,6.00q,20/11/12,23/06/15m,100.00,n/a,,
103.80,98.15,101.49,100.10,ORGHA,Origin Energy,100.80,40.422,4066.17,100.46,100.80,100.00,7.525q,22/09/12,22/12/16i,100.00,+4.1,,
100.00,90.00,99.00,97.771,PRYHA,Primary Health Care,98.25,15.591,1531.57,98.01,98.25,100.00,7.540q,29/09/12,28/09/15i,100.00,+5.1,,
70.50,54.00,58.00,56.65,SBKHB,Suncorp-Metway,58.00,6.113,348.394,56.82,57.80,100.00,4.38q,15/11/12,undated,100.00,+4.4,,
108.00,101.90,102.88,102.20,TAHHA,Tabcorp Hldgs,102.55,22.999,2351.49,102.25,102.55,100.00,7.882q,17/11/12,1/05/14i,100.00,+2.8,,
100.29,97.05,99.74,99.20,TAHHB,  notemar37,99.50,14.816,1474.12,99.40,99.50,100.00,7.525q,22/09/12,22/3/17i,100.00,+4.2,,
101.50,99.75,101.30,100.81,TTSHA,Tatts Grp,101.20,10.252,1036.31,101.05,101.20,100.00,6.585q,5/10/12,5/06/19h,100.00,+3.0,,
100.40,99.94,100.40,99.94,WBCHA,Westpac Banking,99.94,56.737,5682.02,99.86,99.94,100,6.37,,23/8/2022,,,,
106.55,102.50,105.00,103.50,WOWHC,Woolworths,104.10,29.661,3091.75,104.10,104.48,100.00,6.788q,24/11/12,24/11/16i,100.00,+2.9,,
Convertible Notes,,
.90,.69,.75,.75,AYIG,A1 Invest & Res,.75,,,.71,.87,1.00,12.0q,30/09/12,30/09/12m,1.00,n/a,,
1.07,1.07,1.07,1.07,AVDG,Advance Energy,1.07,,,,1.07,1,.10,,4/1/2015,,,,
2.05,2.00,2.02,2.00,AZZG,Antares Energy,2.02,5.000,10.100,2.02,2.04,2.00,10.0q,31/10/12,31/10/13h,2.00,9.8,,
108.50,101.15,105.30,104.75,AFIG,Aust Foundat,105.00,10.177,1069.83,105.00,105.17,100.00,6.25sa,31/08/12,28/02/17h,100.00,5.0,,
.15,.15,.15,.15,DVAG,Diversa,.15,,,,.08,.11,.11,,30/9/2014,,,,
