Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4325.8 at 16:34 21/5/2010  Report at 19:07 Friday 21/5/2010. Processed 13:33 Sunday 23/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,91.00,102.50,102.00,LEPHB,ALE Prop Grp 7.265un11,102.00,1.285,131.662,100.05,103.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.3
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,18.0
105.00,100.00,102.50,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,1,100,100.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,103.00,101.39,BZBHA,Brookfield Bonds B 8.79%3m12,101.50,0.717,72.731,100.30,101.50,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,970.00,970.00,CBHGA,CBH Res Ltd 7.25%cn12,970.00,0.02,19.4,970.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,9.8
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,106.25,105.40,HBSHA,Heritage Bld Soc 10%3mth19,106.00,2.915,308.767,106.00,106.25,100.00,10.000q,17/08/10,27/10/14i,100,3.1
0.80,0.28,0.29,0.29,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,0.22,0.29,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1350.00,n/a,1/07/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3790.00,n/a,1/07/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4020.00,n/a,1/07/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,102.90,100.50,LEPHC,ALE Prop Grp frn3mth14,100.50,2.04,205.967,100.50,101.00,100.00,8.64,-,20/8/2014,-,-
34.15,5.25,34.15,34.00,AFPHA,Alpha Financial Prod ser1frn12,34.00,1.12,38.1,33.50,50.00,100.00,7.14sa,20/09/10,20/03/12m,100,75.0
114.00,103.00,110.20,109.10,AQNHA,AMP Grp Finance frn apr19,109.90,7.693,844.068,109.50,109.90,100.00,9.600q,17/08/10,15/05/14i,100,3.2
72.00,57.00,64.20,64.00,BENHB,Bendigo & Adelaide cap. note,64.10,1.384,88.621,64.10,67.20,100.00,.00q,30/08/10,undated,100,4.5
80.00,24.01,70.25,68.00,GINHA,Generator Income gennote2,68.00,2.05,142.171,65.00,69.50,100.00,6.468q,8/07/10,8/10/11m,100,34.0
99.00,92.75,99.00,98.601,HLCHA,Halcyon Sec hlcnte10,98.601,1.132,111.791,98.66,99.00,100.00,8.03q,3/08/10,3/08/10m,100,13.8
83.00,61.50,73.90,70.00,MBLHB,Macq Bank Ltd inc sec,70.00,8.586,622.548,70.00,70.96,100.00,6.24q,15/07/10,undated,100,5.1
0.231,0.07,0.19,0.15,MFNHA,Macq Fortress frn aug35,0.15,550.749,103.173,0.15,0.18,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,68.20,76.90,73.801,NABHA,National Aust Bank natincsec,74.25,73.187,5541.37,74.20,74.80,100.00,6.10q,16/08/10,undated,100,3.8
97.00,47.00,92.00,92.00,NXBHC,Nexus Bonds Ltd nexus3,92.00,-,-,92.50,94.95,100.00,7.18q,14/06/10,14/12/10m,100,21.7
62.50,45.50,60.55,60.55,NXBHD,  nexus4,60.55,-,-,60.80,67.00,100.00,6.70q,20/11/10,23/06/15m,100,n/a
95.00,71.05,93.00,91.50,SAKHA,Sthn Cross Air skies,92.00,27.567,2542.51,92.00,92.45,100.00,6.218q,27/07/10,1/01/12i,100,8.0
72.00,53.00,66.00,65.30,SUNHB,Suncorp-Metway cap. note,65.60,2.437,160.377,65.60,67.00,100.00,5.56q,15/08/10,undated,100,4.3
107.95,102.20,104.70,102.20,TAHHA,Tabcorp Hldgs Ltd bondmay14,102.601,12.016,1242.86,102.60,103.00,100.00,8.477q,17/08/10,1/05/14i,100,3.5
98.80,92.00,98.15,97.00,WOWHB,Woolworths Ltd perp.frn,97.20,43.08,4205.8,97.15,97.80,100.00,5.530q,15/06/10,15/09/11i,100,4.3
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.90,0.86,AGIG,Ainsworth Game Tech 10% cn11,0.90,6.955,6.078,0.865,0.93,1.30,8.0sa,30/06/10,31/12/11m,1.3,38.3
2.07,1.25,2.05,2.04,AZZG,Antares Energy 10% cn13,2.05,6.9,14.095,2.01,2.05,2.00,10.0q,31/07/10,31/10/13h,-,n/a
0.975,0.40,0.96,0.945,AXOG,Aurox Res 7%cnjun10,0.955,155,147.049,0.945,0.96,0.95,7.0sa,30/06/10,30/06/10m,0.95,n/a
0.58,0.36,0.40,0.36,BECG,Becton Prop Grp 9.5% cn10,0.40,9.823,3.924,0.34,0.409,0.65,9.5sa,30/06/10,30/06/10m,0.65,n/a
0.23,0.12,0.12,0.12,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.16,0.16,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,-,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,0.92,0.92,CCYG,China Century Capitl 12%  cn10,0.92,19,17.48,0.75,0.92,1.00,12.0q,30/09/10,30/09/10m,1,45.2
1.048,0.83,1.03,1.03,DRAG,Dragon Min Ltd 10% cn11,1.03,-,-,0.973,1.048,1.05,10.0q,30/06/10,10/02/11m,1.05,15.2
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,0.36,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.261,2.20,HSKG,Heemskirk Cons 8% cn11,2.26,10,22.6,2.26,2.45,3.00,12.0q,30/09/10,29/04/11m,3,45.2
103.00,68.85,101.60,99.00,IANG,IAG Finance (Nz) exch.note,100.50,28.05,2821.55,100.50,100.60,100.00,5.901q,15/06/10,15/12/19h,100,4.2
0.14,0.06,0.14,0.14,MSTG,Metal Storm Ltd 10% cn11,0.14,-,-,0.10,0.13,0.14,12.0q,22/06/10,1/09/11m,0.14,8.5
0.15,0.12,0.15,0.15,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,71.25,76.50,74.50,NFNG,Nufarm Finance (Nz) exc.nov11,74.50,13.558,1028.73,71.26,74.50,100.00,6.710sa,15/10/10,24/11/11i,100,24.8
0.12,0.04,0.10,0.10,RSNG,Renison Cons 12% cn12,0.10,6.273,-,0.06,0.125,0.33,0.12,-,31/3/2012,-,-
