Interest Rate Securities Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,
109.00,104.60,105.95,104.99,HBSHB,BND 7.25% 06-17 3M,105.001,4.584,481.556,105.00,105.002,100.00,7.250q,20/09/15,20/06/17h,100.00,+1.2,
106.00,101.00,102.10,102.10,URFHA,BND 7.75% 12-24 3M T,102.10,-,-,100.08,-,100.00,7.750q,30/09/15,27/10/14i,100.00,7.5,
Floating Rate Notes,
107.99,100.00,103.98,103.05,AGLHA,HY 3M 06-39 Q SU T,103.101,11.404,1180.36,103.10,104.00,100.00,5.980q,8/12/15,8/06/19i,100.00,+2.9,
105.25,99.80,101.49,100.60,AMPHA,HY 3M 12-23 Q RD T,101.48,8.124,819.766,101.30,101.49,100.00,4.825q,16/12/15,18/12/18i,100.00,+2.2,
105.00,101.40,102.10,101.40,ANZHA,BND 3M 06-22 Q RD T,101.88,59.668,6067.17,101.88,102.10,100.00,4.893q,20/09/15,20/6/17i,100.00,+1.7,
108.50,102.00,106.849,103.70,AQHHA,HY 3M 09-72 Q RD T,103.70,9.651,1017.47,103.70,103.98,100.00,6.640q,30/09/15,31/03/18i,100.00,+2.9,
104.00,100.00,102.22,101.601,AYUHA,BND 3M 04-16 RD,102.22,2.595,263.908,101.75,102.22,100.00,5.700q,14/10/15,14/04/16i,100.00,+1.6,
82.00,74.00,74.00,74.00,BENHB,HY 3M PER Q SU RD,74.00,.063,4.662,73.00,76.00,100.00,3.14q,30/11/15,undated,100.00,+2.6,
108.25,102.50,105.38,104.20,CTXHA,HY 3M 09-37 Q RD T,104.69,13.847,1447.02,104.33,104.80,100.00,6.680q,17/12/15,15/06/17i,100.00,+2.1,
104.40,100.25,102.80,100.61,CNGHA,HY 3M 03-37 Q RD T,100.751,18.970,1934.94,100.75,101.25,100.00,5.385q,29/09/15,31/3/17i,100.00,+2.7,
101.20,99.15,100.70,100.40,CBAHA,BND 3M 12-15,100.55,49.168,4939.54,100.50,101.03,100.00,3.200q,15/10/15,24/12/15h,100.00,+1.3,
110.00,97.26,99.50,98.00,CWNHA,HY 3M 09-72 Q RD T,98.95,24.323,2397.67,98.95,99.75,100.00,7.180q,14/12/15,14/09/18i,100.00,+5.5,
100.25,87.50,90.70,87.55,CWNHB,HY 3M 04-75 Q RD T,90.70,29.177,2583.84,90.11,90.70,100.00,6.180q,15/12/15,23/07/21i,100.00,+6.1,
106.00,102.00,102.40,102.40,IMFHA,BND 3M 06-19 E,102.40,-,-,102.40,103.20,100,6.39,8/10/15,30/06/19,-,-,
87.75,71.00,72.86,71.51,MBLHB,HY 3M PER Q ST,72.50,8.977,646.611,72.50,74.00,100.00,3.85q,15/10/15,undated,100.00,+3.7,
82.85,70.06,71.73,70.25,NABHA,HY 3M PER Q X ST,71.49,29.573,2094.90,71.20,71.50,100.00,3.39q,16/11/15,undated,100.00,+3.1,
105.00,101.271,102.05,101.45,NABHB,BND 3M 06-22 Q RD T,101.601,31.171,3171.53,101.60,101.70,100.00,4.925q,18/12/15,18/6/17i,100.00,+1.8,
104.10,93.32,96.90,93.32,ORGHA,HY 3M 12-71 Q RD T,94.00,37.484,3556.61,93.88,94.90,100.00,6.143q,22/09/15,22/12/16i,100.00,+9.2,
104.10,100.00,101.23,101.20,PRYHA,BND 3M 09-15 Q,101.23,1.870,189.275,-,-,100.00,6.140q,28/09/15,28/09/15i,100.00,n/a,
80.00,75.01,76.71,76.41,SBKHB,CN 3M PER Q,76.71,1.504,115.323,76.70,77.20,100.00,2.89q,15/11/15,undated,100.00,+2.0,
106.72,98.00,102.50,100.55,TAHHB,HY 3M 03-37 Q RD T,102.50,10.798,1095.24,101.85,105.50,100.00,6.143q,22/09/15,22/3/17i,100.00,+2.3,
110.00,102.00,104.80,103.90,TTSHA,BND 3M 07-19,104.80,.587,61.235,104.40,104.80,100.00,5.280q,5/10/15,5/06/19h,100.00,+2.0,
104.85,101.01,102.34,101.80,WBCHA,BND 3M 08-22 Q RD T,102.00,27.797,2833.61,102.00,102.15,100.00,4.860q,23/11/15,23/8/17i,100.00,+1.9,
103.40,99.70,100.52,100.00,WBCHB,TR BND 3M 08-23 Q T,100.35,41.605,4170.56,100.25,100.35,100.00,4.410q,22/11/15,22/8/18i,100.00,+2.3,
105.668,100.70,101.99,101.55,WOWHC,HY 3M 11-36 Q RD T,101.70,25.373,2579.40,101.60,101.70,100.00,5.360q,24/11/15,24/11/16i,100.00,+2.1,
Convertible Notes,
2.08,1.60,1.92,1.92,AZZG,CBND 10.00% 10-23 3M,1.92,-,-,-,-,2.00,10.0q,31/10/15,31/10/13h,2.00,11.0,
123.301,110.00,112.00,111.50,AFIG,CBND 6.25% 02-17 6M,112.00,.635,70.888,112.00,114.90,100.00,6.25sa,29/02/16,28/02/17h,-,n/a,
1.03,.985,.99,.99,CGRG,CBND 9.00% 01-20 6M,.99,-,-,.95,.99,1,9.00,-,29/01/20,-,-,
103.20,99.90,101.50,101.50,CTNG,CBND 5.50% 03-20 6M,101.50,-,-,98.75,102.00,100,5.50,30/09/15,31/03/20,-,-,
25.25,23.50,25.00,25.00,CGNG,CBND 10.00% 08-17 6M,25.00,-,-,-,32.00,25,10.00,6/07/15,21/08/17,-,-,
105.20,99.22,102.40,100.70,IANG,CBND 3M PER X,101.80,12.469,1267.24,101.75,101.96,100.00,4.326q,15/12/15,15/12/19h,100.00,+3.5,
.339,.145,.339,.33,KBLGA,CBND 12.00% 02-17 6M,.339,2.000,-,.32,.335,.38,12.00,30/06/15,16/02/17,-,-,
10.30,7.80,7.85,7.85,LKOGA,10% CN 31-MAR-17,7.85,-,-,8.25,10.00,10,10.00,8/10/15,31/03/17,-,-,
91.00,77.90,83.90,83.20,NFNG,CBND 6M PER Q X,83.48,2.945,245.837,83.20,83.90,100.00,6.160sa,15/10/15,undated,100.00,+5.7,
107.50,102.00,102.90,102.90,PPCG,CBND 9.50% 06-16 6M,102.90,.148,15.229,102.55,102.90,100.00,9.5sa,16/12/15,16/06/16h,100.00,9.0,
1.00,1.00,1.00,1.00,RSGG,CBND 10.00% 12-17 3M,-,-,-,-,-,1,10.00,22/09/15,15/12/17,-,-,
.50,.40,.45,.45,SKSG,CBND 10.00% 06-17 3M,.45,-,-,.40,.45,.35,10.00,2/07/15,30/06/17,-,-,
Hybrid Securities,
103.10,98.051,100.25,99.26,ANZPA,CTG PRE 3M PER T,99.97,50.275,5021.39,99.28,99.99,100.00,3.696q,15/12/15,15/12/16i,100.00,+3.2,
102.60,96.80,99.90,98.351,ANZPC,CTG PRE 6M PER T,99.74,25.380,2516.79,99.50,99.85,100.00,3.703sa,1/03/16,1/09/17i,100.00,+3.4,
102.68,91.10,94.20,93.15,ANZPD,CN 6M PER Q RD T-21,93.65,24.354,2282.87,93.40,93.65,100.00,3.920sa,1/03/16,1/09/21i,100.00,+4.7,
101.00,90.80,93.49,90.80,ANZPE,CN 6M PER Q RD T-22,91.76,44.630,4092.07,91.50,91.85,100.00,3.815sa,24/09/15,24/03/22i,100.00,+4.8,
101.27,92.101,93.999,92.101,ANZPF,CN 6M PER Q RD T-23,93.15,30.281,2816.32,93.15,93.799,100.00,4.074sa,24/09/15,24/03/23i,100.00,+4.7,
108.80,101.30,105.00,103.75,BOQPD,CTG PRE 6M PER RD T,104.30,7.602,794.127,104.30,104.60,100.00,5.159sa,15/10/15,15/04/18i,100.00,+4.6,
107.35,100.00,103.47,102.801,BENPD,CTG PRE 6M PER RD T,103.00,5.816,598.961,102.85,103.20,100.00,5.084sa,13/12/15,13/12/17i,100.00,+4.4,
100.00,92.18,93.80,92.54,BENPE,CTG PRE 6M PER RD T,93.50,10.381,966.547,93.05,93.50,100.00,3.836sa,30/11/15,30/11/20i,100.00,+5.1,
100.32,95.00,97.90,96.50,BENPF,CTG PRE 6M PER RD T,97.90,4.757,461.414,97.60,97.99,100.00,4.384sa,15/12/15,15/06/21i,100.00,+4.8,
99.98,93.00,94.90,93.30,CGFPA,CTG PRE 3M PER Q T,94.25,4.337,409.118,93.80,94.25,100.00,3.864q,25/11/15,25/05/20i,100.00,+5.0,
2.08,1.35,1.42,1.41,CAMPA,CTG PRE 7.50% PER 3M,1.42,29.500,41.606,1.415,1.43,2.40,5.570q,6/10/15,30/04/17i,1.22,n/a,
104.94,98.11,99.70,98.65,CBAPC,CN 3M PER Q RD T-20,99.69,56.460,5605.74,99.32,99.69,100.00,4.186q,17/12/15,15/12/18i,100.00,+3.9,
98.49,88.01,89.99,88.711,CBAPD,CN 3M PER Q RD T-24,89.83,111.753,10008.9,89.10,89.83,100.00,3.486q,15/12/15,15/12/22i,100.00,+4.7,
80.50,53.00,75.50,75.05,ELDPA,CTG PRE 3M PER Q T,75.50,3.265,246.463,75.70,78.00,100.00,3.035q,30/09/15,undated,100.00,n/a,
105.30,99.00,101.80,100.15,GMPPA,HY 3M PER Q T SD,100.50,5.648,569.677,100.20,100.50,100.00,6.040q,30/09/15,31/12/17i,100.00,+4.3,
105.54,100.70,102.39,101.95,IAGPC,CTG PRE 6M PER Q T,102.39,3.892,397.262,102.10,102.39,100.00,4.396sa,1/11/15,1/05/17i,100.00,+4.0,
1.02,.97,.99,.97,KBCPA,CBND 7% 07-20 3M RD,.97,243.054,240.562,.97,1.00,-,-,-,-,-,-,
100.99,92.16,93.95,92.373,MBLPA,CN 6M PER Q RD T-23,93.39,12.607,1170.60,92.86,93.39,100.00,4.781sa,24/09/15,24/03/20i,100.00,+4.8,
104.25,96.00,100.00,99.07,MQGPA,TR PRE 6M PER Q T,99.85,18.126,1805.20,99.85,100.00,100.00,5.349sa,9/12/15,7/06/18i,100.00,+4.5,
94.50,77.50,80.00,78.61,MXUPA,TR PRE 3M PER Q RD,79.95,9.912,787.581,79.50,79.95,100.00,6.040q,18/10/15,undated,100.00,+5.9,
101.30,93.30,96.85,95.701,NABPA,CTG PRE 3M PER RD T-,96.20,36.399,3495.05,96.00,96.20,100.00,3.740q,20/09/15,20/03/19i,100.00,+4.4,
100.15,92.15,94.00,92.421,NABPB,CTG PRE 3M PER RD T-,94.00,53.734,4999.01,93.68,94.00,100.00,3.801q,17/12/15,17/12/20i,100.00,+4.7,
100.80,94.00,96.62,95.50,NABPC,CN 3M PER Q RD T-23,96.62,72.773,6982.63,96.51,97.00,100.00,3.950q,23/09/15,23/03/20i,100.00,+4.4,
16.50,6.25,13.80,13.00,PXUPA,TR PRE 6M PER Q RD,13.00,2.320,30.416,13.00,14.00,100.00,6.910sa,31/12/15,undated,100.00,n/a,
198.55,192.26,198.30,197.61,PCAPA,TR PRE 3M PER Q SU,198.00,31.665,6267.67,197.82,198.00,200.00,2.240q,6/10/15,6/04/16i,200.00,+4.3,
107.50,100.00,103.00,101.90,RHCPA,TR PRE 6M PER Q RD T,103.00,8.682,889.724,102.601,103.00,100.00,4.984sa,20/10/15,undated,100.00,+4.9,
90.299,62.00,68.11,67.26,SVWPA,TR PRE 3M PER Q RD,67.70,12.883,873.205,67.70,67.80,100.00,4.886sa,30/11/15,undated,100.00,+9.3,
106.003,99.30,102.50,100.88,SUNPC,CTG PRE 3M PER RD T,101.999,10.539,1071.65,101.40,101.989,100.00,4.781q,17/12/15,17/12/17i,100.00,+3.7,
105.01,100.45,101.50,100.61,SUNPD,CN 3M 11-23 Q RD,101.44,18.900,1912.44,101.20,101.45,100.00,4.960q,22/11/15,22/11/18i,100.00,+2.5,
101.71,92.15,94.75,93.23,SUNPE,CTG PRE 3M PER RD T,94.10,9.232,869.750,93.75,94.10,100.00,3.906q,17/12/15,17/06/20i,100.00,+4.9,
103.81,97.652,100.40,98.45,WBCPC,CTG PRE 6M PER RD T,98.98,29.429,2933.96,98.70,98.98,100.00,3.836sa,30/09/15,31/03/18i,100.00,+3.6,
100.70,94.50,96.91,95.45,WBCPD,CN 3M PER Q RD T-19,96.87,27.102,2606.20,96.64,96.88,100.00,3.766q,8/12/15,8/03/19i,100.00,+4.3,
99.949,90.00,91.20,90.11,WBCPE,CN 3M PER Q RD T-22,90.75,25.477,2308.24,90.65,91.00,100.00,3.635q,23/09/15,23/09/22i,100.00,+4.8,
99.00,96.51,98.00,97.20,WBCPF,CN 3M PER Q RD T-21,98.00,41.451,4045.19,97.70,98.40,100.00,4.312q,22/12/15,22/03/21i,100.00,+4.5,
99.95,95.50,98.29,97.70,WCTPA,TR BND 3M PER Q T-16,98.15,23.819,2335.92,97.73,98.30,100.00,2.198q,30/09/15,30/06/16i,100.00,+3.4,
117.00,112.00,114.00,114.00,WHFPB,CON PRE 7.00% PER Q,114.00,.150,17.100,112.12,114.20,100.00,7.000q,12/12/15,15/12/19h,100.00,n/a,
Australian Government Bonds,
-,-,-,-,GSBA18,TB 5.50% 01-18 6M,109.031,-,-,109.00,109.195,100.00,5.500sa,22/10/15,21/01/18h,100.00,1.9,
-,-,-,-,GSBG20,TB 4.50% 04-20 6M,112.423,-,-,112.237,112.423,100.00,4.500sa,15/10/15,15/04/20h,100.00,2.1,
-,-,-,-,GSBK16,TB 4.75% 06-16 6M,103.383,-,-,103.00,104.94,100.00,4.750sa,17/12/15,15/04/16h,100.00,1.8,
-,-,-,-,GSIO20,TIB +4.00% 08-20 3M,192.822,-,-,192.494,192.844,161.82,4.000q,20/11/15,20/08/20h,161.82,.2,
-,-,-,-,GSIO35,TIB +2.00% 08-15 3M,122.715,-,-,122.818,123.318,104.39,2.000q,21/09/15,21/08/35h,104.39,1.0,

