Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, February 18, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 5026.1 at 2011-02-18T16:38:24. Report at Friday, February 18, 2011. Processed Saturday at 2011-02-19T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
104.50,100.10,104.00,104.00,LEPHB,ALE Prop Grp,104.00,,,104.00,,100.00,7.265sa,31/03/11,30/09/11m,102.50,9.5,,
102.50,99.00,101.01,101.01,BZAHA,Brookfield Bonds A,101.01,,,100.30,101.95,100.00,7.820q,14/04/11,41099,100.00,+4.0,,
105.25,100.00,103.95,100.50,BZBHA,Brookfield Bonds B,103.00,.468,48.297,101.25,102.80,100.00,8.790q,14/04/11,41236,100.00,+3.6,,
109.00,104.00,107.30,105.00,HBSHA,Heritage Bldg Society,107.30,1.388,147.086,105.50,107.30,100.00,10.000q,17/05/11,27/10/14i,100.00,+2.1,,
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital,3905.657,,,,,570.90,n/a,1/04/11,1/10/11m,,n/a,,
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,,,,,3226,n/a,1/04/11,1/10/14m,,n/a,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,3390,n/a,1/04/11,1/10/14m,,n/a,,
Floating Rate Notes,,
103.25,100.00,100.95,100.00,LEPHC,ALE Prop Grp,100.95,.480,48.095,99.95,100.80,100.00,9.750q,17/05/11,15/05/14i,100.00,+3.7,,
77.50,18.80,73.00,71.75,AFPHA,Alpha Financial Prod,72.01,7.846,565.333,72.25,73.00,100.00,7.48sa,20/03/11,20/03/12m,100.00,+40.5,,
113.10,106.10,109.40,108.05,AQNHA,AMP Grp Finance,109.00,5.336,580.017,109.00,109.95,100.00,9.660q,17/05/11,15/05/14i,100.00,+1.7,,
78.00,62.00,75.30,75.25,BENHB,Bendigo & Adelaide,75.25,.660,49.675,75.00,77.00,100.00,.00q,30/05/11,undated,100.00,+3.1,,
101.00,99.85,100.90,100.30,CBAHA,C'wlth Bank  of Aust,100.45,123.991,12433.9,100.45,100.60,100.00,6.017q,15/04/11,24/12/15h,100.00,+1.2,,
93.50,61.00,93.50,93.00,GINHA,Generator Income,93.25,1.233,114.938,93.00,94.50,100.00,6.982q,8/04/11,8/10/11m,100.00,+15.3,,
82.00,67.10,79.20,78.231,MBLHB,Macquarie Bank,78.72,10.533,831.589,78.256,78.72,100.00,6.64q,15/04/11,undated,100.00,+3.9,,
.319,.15,.315,.30,MFNHA,Macq Fortress,.306,276.040,84.544,.307,.315,1.00,n/a,31/03/11,31/08/35m,1.00,n/a,,
84.50,73.20,82.55,82.00,NABHA,National Aust Bank,82.299,72.114,5926.58,82.15,82.30,100.00,6.16q,16/05/11,undated,100.00,+2.8,,
67.52,59.00,66.50,66.30,NXBHD,Nexus Bonds,66.50,2.223,147.725,66.36,67.92,100.00,7.37q,20/05/11,23/06/15m,100.00,n/a,,
