Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4913.5 at 16:37 23/4/2010  Report at 19:07 Friday 23/4/2010. Processed 20:04 Friday 23/4/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,90.00,103.00,103.00,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,100.10,102.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.1
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,12.5
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,95.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,101.75,100.10,BZBHA,Brookfield Bonds B 8.79%3m12,100.10,1.257,126.214,100.10,101.75,100.00,8.79,-,23/11/2012,-,-
900.00,240.00,900.00,900.00,CBHGA,CBH Res Ltd 7.25%cn12,900.00,0.11,99,861.00,950.00,1000.00,7.25sa,15/09/10,3/05/12m,-,13.6
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,108.00,105.11,HBSHA,Heritage Bld Soc 10%3mth19,106.00,2.145,227.445,105.40,106.00,100.00,10.000q,17/05/10,27/10/14i,100,3.1
0.80,0.41,0.45,0.41,MSCHF,Minerals Corp 10.5%db11,0.41,67.2,29.072,0.39,0.41,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1426.00,n/a,3/06/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3851.00,n/a,3/06/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4089.00,n/a,3/06/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
31.00,5.25,31.00,28.75,AFPHA,Alpha Financial Prod ser1frn12,30.75,1.448,42.773,29.75,33.00,100.00,7.14sa,20/09/10,20/03/12m,100,78.6
114.00,102.85,112.60,109.50,AQNHA,AMP Grp Finance frn apr19,110.00,14.601,1608.97,110.00,111.00,100.00,8.977q,17/05/10,15/05/14i,100,3.4
72.00,57.00,70.00,66.50,BENHB,Bendigo & Adelaide cap. note,69.00,2.853,194.269,68.00,69.00,100.00,4.98q,31/05/10,undated,100,4.3
80.00,21.21,77.40,74.50,GINHA,Generator Income gennote2,75.00,3.737,280.597,69.05,75.00,100.00,6.468q,8/07/10,8/10/11m,100,24.0
98.75,92.75,98.011,97.001,HLCHA,Halcyon Sec hlcnte10,98.011,0.175,17.05,98.011,98.50,100.00,7.51q,3/05/10,3/08/10m,100,10.7
83.00,57.00,74.49,70.30,MBLHB,Macq Bank Ltd inc sec,73.25,20.737,1484.34,73.00,74.49,100.00,6.24q,15/07/10,undated,100,4.6
0.231,0.06,0.198,0.191,MFNHA,Macq Fortress frn aug35,0.197,106.776,20.971,0.192,0.22,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,65.10,79.00,77.21,NABHA,National Aust Bank natincsec,77.56,98.921,7742.42,77.56,77.69,100.00,5.48q,17/05/10,undated,100,3.4
94.999,47.00,94.999,93.50,NXBHC,Nexus Bonds Ltd nexus3,94.00,1.47,138.044,93.00,94.00,100.00,7.18q,14/06/10,14/12/10m,100,14.7
62.50,44.00,61.501,60.003,NXBHD,  nexus4,60.50,1.4,85.532,60.50,62.50,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,67.00,91.50,90.00,SAKHA,Sthn Cross Air skies,91.50,15.416,1404.2,91.60,91.99,100.00,6.218q,27/04/10,1/01/12i,100,7.8
72.00,51.00,67.00,66.00,SUNHB,Suncorp-Metway cap. note,66.10,3.184,211.254,66.10,67.30,100.00,4.98q,15/05/10,undated,100,4.5
107.95,101.20,107.50,107.00,TAHHA,Tabcorp Hldgs Ltd bondmay14,107.40,5.733,614.748,107.00,107.40,100.00,8.477q,17/05/10,1/05/14i,100,2.6
98.80,90.60,97.60,97.25,WOWHB,Woolworths Ltd perp.frn,97.35,25.87,2519.88,97.50,97.60,100.00,5.530q,15/06/10,15/09/11i,100,3.7
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.845,0.84,AGIG,Ainsworth Game Tech 10% cn11,0.845,1.4,1.183,0.845,0.92,1.30,8.0sa,30/06/10,31/12/11m,1.3,41.1
2.07,1.25,2.05,2.05,AZZG,Antares Energy 10% cn13,2.05,-,-,2.00,2.05,2.00,10.0q,30/04/10,31/10/13h,-,n/a
0.975,0.40,0.975,0.97,AXOG,Aurox Res 7%cnjun10,0.97,6.2,6.014,0.96,0.97,0.95,7.0sa,30/06/10,30/06/10m,0.95,8.0
0.58,0.35,0.46,0.46,BECG,Becton Prop Grp 9.5% cn10,0.46,114.85,52.831,0.445,0.48,0.65,9.5sa,30/06/10,30/06/10m,0.65,422.9
