Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:07 Friday 12/2/2010. Processed 18:09 Sunday 14/2/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,86.00,105.00,102.05,LEPHB,ALE Prop Grp 7.265un11,102.05,10.23,1043.47,102.05,102.50,100.00,7.265sa,31/03/10,30/09/11m,102.5,9.2
99.61,99.50,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,99.80,-,100.00,9.0q,1/04/10,31/07/10i,100,12.9
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,2,200,100.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,103.00,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,102.50,0.7,71.851,102.50,103.00,100.00,8.79,-,23/11/2012,-,-
780.00,200.00,780.00,745.00,CBHGA,CBH Res Ltd 7.25%cn12,780.00,0.634,480.705,780.00,820.00,1000.00,7.25sa,15/03/10,3/05/12m,-,22.2
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,105.20,104.50,HBSHA,Heritage Bld Soc 10%3mth19,104.50,1.51,158.537,105.00,106.00,100.00,10.000q,17/02/10,27/10/14i,100,3.2
0.80,0.675,0.75,0.75,MSCHF,Minerals Corp 10.5%db11,0.75,190,142.5,0.66,0.78,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1576.00,n/a,1/04/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3971.00,n/a,1/04/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4226.00,n/a,1/04/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,19.80,19.60,AFPHA,Alpha Financial Prod ser1frn12,19.70,0.277,5.476,19.70,23.00,100.00,6.18sa,20/03/10,20/03/12m,100,111.9
114.00,100.00,108.76,107.997,AQNHA,AMP Grp Finance frn apr19,108.76,2.928,316.977,108.16,108.75,100.00,8.755q,17/02/10,15/05/14i,100,3.3
72.00,47.20,65.80,63.50,BENHB,Bendigo & Adelaide cap. note,63.50,0.15,9.525,62.00,67.00,100.00,4.80q,2/03/10,undated,100,5.2
65.00,13.00,61.70,60.10,GINHA,Generator Income gennote2,61.00,3.66,224.228,60.80,62.00,100.00,6.130q,8/04/10,8/10/11m,100,36.4
98.00,92.75,97.20,96.50,HLCHA,Halcyon Sec hlcnte10,97.00,1.708,165.816,96.761,98.00,100.00,7.51q,3/05/10,3/08/10m,100,11.1
83.00,29.00,73.00,68.30,MBLHB,Macq Bank Ltd inc sec,68.30,12.118,861.799,68.25,70.00,100.00,5.41q,15/01/10,undated,100,5.7
0.231,0.021,0.21,0.198,MFNHA,Macq Fortress frn aug35,0.198,158.657,31.665,0.199,0.21,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,77.05,75.00,NABHA,National Aust Bank natincsec,76.31,40.629,3103.11,76.31,76.96,100.00,5.255q,15/02/10,undated,100,3.6
93.00,45.00,92.00,90.40,NXBHC,Nexus Bonds Ltd nexus3,92.00,0.735,67.405,92.00,92.90,100.00,7.00q,14/03/10,14/12/10m,100,15.3
60.00,40.00,60.00,60.00,NXBHD,  nexus4,60.00,-,-,60.00,61.00,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,58.00,91.50,90.36,SAKHA,Sthn Cross Air skies,90.36,53.607,4888.95,90.36,91.40,100.00,5.910q,27/04/10,1/01/12i,100,8.2
72.00,35.00,66.50,62.58,SUNHB,Suncorp-Metway cap. note,63.00,5.832,368.893,62.90,63.50,100.00,4.80q,15/02/10,undated,100,4.8
107.95,101.20,105.00,104.00,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.26,9.848,1027.87,104.26,104.50,100.00,8.255q,17/02/10,1/05/14i,100,3.0
98.80,84.20,97.00,96.45,WOWHB,Woolworths Ltd perp.frn,96.90,94.615,9165.32,96.90,97.40,100.00,5.350q,15/03/10,15/09/11i,100,3.9
Convertible Notes ,,,,,,,,,,,,,,,,
1.025,1.025,1.025,1.025,AVDG,Advance Energy 9.5% cn15,1.025,-,-,-,1.02,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.765,0.765,AGIG,Ainsworth Game Tech 10% cn11,0.765,-,-,0.775,1.02,1.30,8.0sa,30/06/10,31/12/11m,1.3,43.1
2.07,1.20,2.00,1.98,AZZG,Antares Energy 10% cn13,2.00,11,21.98,1.98,2.00,2.00,10.0q,30/04/10,31/10/13h,-,n/a
0.86,0.14,0.83,0.79,AXOG,Aurox Res 7%cnjun10,0.80,208.349,167.529,0.80,0.83,0.95,7.0sa,30/06/10,30/06/10m,0.95,65.4
0.58,0.12,0.53,0.50,BECG,Becton Prop Grp 9.5% cn10,0.50,154.875,80.988,0.51,0.53,0.65,9.5sa,30/06/10,30/06/10m,0.65,105.5
0.23,0.13,0.13,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.13,0.13,CBDG,CBD Energy Ltd 12.5% cn,0.13,-,-,0.12,0.30,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.825,0.82,CCYG,China Century Capitl 12%  cn10,0.82,5,4.1,0.82,-,1.00,12.0q,31/03/10,30/09/10m,1,61.0
1.048,0.77,1.039,1.00,DRAG,Dragon Min Ltd 10% cn11,1.039,10,10.39,0.948,1.039,1.05,10.0q,31/03/10,10/02/11m,1.05,12.6
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.22,2.22,HSKG,Heemskirk Cons 8% cn11,2.22,3,6.66,2.25,2.30,3.00,12.0q,31/03/10,29/04/11m,3,41.2
100.10,51.00,100.10,98.70,IANG,IAG Finance (Nz) exch.note,99.70,80.904,8085.24,99.50,99.70,100.00,5.775q,15/03/10,15/12/19h,100,4.3
0.12,0.06,0.102,0.102,MSTG,Metal Storm Ltd 10% cn11,0.102,-,-,0.103,0.14,0.14,12.0q,22/03/10,1/09/11m,0.14,33.4
0.15,0.12,0.15,0.15,MSTGA,  sec cn11,0.15,-,-,0.048,0.14,0.135,-,-,9/01/2011,-,-
95.50,61.00,84.20,81.00,NFNG,Nufarm Finance (Nz) exc.nov11,81.00,7.943,658.89,80.05,82.95,100.00,6.190sa,15/04/10,24/11/11i,100,16.9
0.10,0.04,0.076,0.076,RSNG,Renison Cons 12% cn12,0.076,1.137,-,0.076,0.14,0.33,0.12,-,31/3/2012,-,-
1.25,0.62,1.09,1.09,RSGG,Resolute Min 12% cn12,1.09,-,-,0.985,1.06,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,76.00,98.989,97.63,SKAG,Skycity Invest aces,98.989,0.637,62.486,98.155,98.989,100.00,4.55q,15/03/10,15/12/10h,100,5.1
0.55,0.45,0.45,0.45,SURG,Sun Res NL 12%  cn11,0.45,-,-,-,-,0.55,12.0q,23/04/10,30/6/11m,0.55,30.5
0.18,0.04,0.18,0.17,VHLG,Virax Hldgs cn dec11,0.18,39.996,7.199,0.14,0.20,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
100.24,99.00,100.15,99.77,ANZPA,ANZ Banking Grp pref,100.10,118.682,11868.8,99.97,100.10,100.00,5.023q,15/03/10,15/12/16i,100,3.4
103.00,85.50,99.80,98.35,ANZPB,  pref,99.00,25.634,2540.87,98.41,99.00,100.00,4.725q,15/03/10,15/06/14i,100,3.2
87.49,31.20,87.49,81.30,AAZPB,Australand Assets assets,86.60,36.251,3047.31,86.60,87.48,100.00,8.910q,31/03/10,undated,100,n/a
102.95,96.05,102.00,99.45,BOQPA,Bank of Qld reset prf,100.00,0.441,44.086,99.90,100.00,100.00,5.124sa,15/04/10,15/10/10h,100,11.3
93.50,64.60,91.00,85.50,BOQPC,  pref,85.50,3.289,288.749,85.50,87.80,100.00,4.403sa,15/04/10,17/12/12i,100,8.7
102.60,91.55,99.70,98.00,BENPA,Bendigo & Adelaide pref,99.00,3.135,310.388,98.52,99.00,100.00,6.16sa,1/05/10,1/11/12h,100,10.3
90.00,55.00,90.00,88.00,BENPB,  pref,88.50,1.085,96.697,87.51,89.00,100.00,4.025q,15/03/10,15/06/15h,100,3.0
90.99,55.00,90.00,88.50,BENPC,  pref,90.00,1.527,136.39,90.00,90.99,100.00,4.129q,10/04/10,10/10/14i,100,4.6
1.90,0.95,1.76,1.75,CAMPA,Clime Capital 7.5% pref,1.75,10.614,18.58,1.75,1.765,2.40,5.250q,6/04/10,30/04/17i,2.4,7.0
0.59,0.26,0.44,0.44,CMIPC,CMI Ltd pref.cl.a,0.44,38.969,17.145,0.44,0.48,1.20,11.67q,3/03/08,undated,-,n/a
208.90,202.50,205.25,203.90,CBAPA,C'wlth Bank  of Aust  perls v,204.70,29.599,6054.79,204.70,205.00,200.00,5.446q,1/05/10,31/10/14i,200,2.9
194.80,160.50,189.90,187.00,CBAPB,  perls iv,188.80,11.612,2191.96,188.00,188.50,200.00,3.801q,30/04/10,31/10/12i,200,3.5
86.00,41.00,82.50,81.50,DXRPA,Dexus Rents Tr rents,82.35,2.5,204.527,82.00,82.35,100.00,5.410q,17/04/10,1/07/12i,100,10.7
63.75,19.65,57.19,55.50,ELDPA,Elders Ltd hybrids,56.10,15.408,870.148,56.10,56.50,100.00,4.417q,31/03/10,30/06/11i,100,50.9
90.30,48.001,88.50,88.00,FXJPB,Fairfax Media Ltd pref,88.20,30.896,2728.96,88.00,88.20,100.00,5.930sa,30/04/10,30/04/11i,100,14.7
75.00,12.01,72.19,70.20,GMPPA,Goodman Plus Tr stepup pf,71.00,7.598,539.412,71.25,72.00,100.00,5.940q,21/03/10,21/03/13i,100,15.2
81.00,46.00,79.00,74.00,GNSPA,Gunns Ltd forests,78.80,7.551,569.043,78.55,79.24,100.00,6.456q,14/04/10,undated,100,n/a
102.54,93.00,99.05,98.00,IAGPA,Insurance Aust Grp 5.63%pref,98.00,5.512,543.533,98.00,98.99,100.00,5.63sa,15/06/10,15/06/12h,100,9.7
111.00,78.50,108.60,105.70,MQCPA,Macq Cps Tr pref,106.01,27.88,2972,106.01,106.20,100.00,11.10sa,30/06/10,30/06/13h,100,9.5
0.07,0.023,0.07,0.07,MSCPA,Minerals Corp 7.0% pref,0.07,-,-,-,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,17.20,80.00,77.75,MXUPA,Multiplex Sites sites,79.50,22.975,1805.8,78.90,79.50,100.00,6.010q,18/04/10,1/04/10i,100,n/a
96.25,62.20,94.45,93.25,ORIPB,Orica Ltd pref,94.45,24.274,2269.23,93.55,94.45,100.00,5.358sa,31/05/10,30/11/11i,100,5.5
63.50,17.00,63.50,62.50,PXUPA,PaperlinX Sps Tr pref,63.00,14.197,890.539,63.00,63.20,100.00,6.810sa,30/06/10,30/06/12i,100,26.1
188.00,125.00,172.65,170.30,PCAPA,Preferred Capital perls iii,171.70,4.079,699.463,171.30,171.70,200.00,3.626q,6/04/10,6/04/16i,200,4.3
99.00,79.00,98.00,96.50,RHCPA,Ramsay Health Care cares,97.00,23.175,2256.9,97.00,97.40,100.00,5.019sa,20/04/10,20/10/10i,100,11.5
97.50,77.00,96.50,95.00,SEVPC,Seven Network    pref,96.50,25.653,2447.31,95.09,96.50,100.00,4.844sa,31/05/10,31/05/10i,100,21.2
100.30,90.00,100.00,97.26,SUNPA,Suncorp-Metway 5.068%prf,100.00,1.08,105.45,97.41,99.99,100.00,5.068sa,14/03/10,14/09/11h,100,9.4
99.00,65.00,95.15,93.521,SUNPB,  pref,94.90,30.084,2840.99,94.60,94.90,100.00,5.149q,15/03/10,14/06/13m,100,4.3
99.85,64.00,99.30,98.825,TTXPA,Taps Tr taps,99.30,12.052,1191.79,99.30,99.40,100.00,6.11q,21/04/10,30/06/10h,100,6.0
72.50,32.40,68.50,66.80,TPAPA,Transpacific Sps stepup pf,68.50,9.589,646.154,68.25,69.999,100.00,5.096sa,15/04/10,1/10/11i,100,33.6
103.50,90.30,100.10,98.999,WBCPA,Westpac Banking pref,99.70,35.988,3572.57,99.40,99.85,100.00,4.557q,31/03/10,26/09/13i,100,2.8
