Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, March 9, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4300.5 at 2012-03-09T16:37:55. Report at Friday, March 9, 2012. Processed Saturday at 2012-03-10T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
102.00,98.00,100.90,100.05,BZAHA,Brookfield Bonds A,100.75,10.530,1057.46,100.75,101.50,100.00,7.820q,14/04/12,9/07/12,100.00,+11.4,,
103.90,99.50,101.00,100.75,BZBHA,Brookfield Bonds B,101.00,.200,20.200,101.00,102.50,100.00,8.790q,14/04/12,23/11/12,100.00,+8.3,,
111.00,105.00,108.00,106.00,HBSHA,Heritage Bank,106.00,1.176,125.514,106.00,107.00,100.00,10.000q,17/05/12,27/10/14i,100.00,7.8,,
5697.365,5697.365,5697.365,5697.365,LSBHB,Pentagon Capital,5697.365,,,,,2357,n/a,1/05/12,1/10/14m,,n/a,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,2443,n/a,1/05/12,1/10/14m,,n/a,,
Floating Rate Notes,,
103.50,97.50,101.25,100.40,LEPHC,ALE Prop Grp,100.45,2.834,285.476,100.45,101.00,100.00,9.095q,17/05/12,15/05/14i,100.00,+4.1,,
98.50,76.50,98.35,98.35,AFPHA,Alpha Financial Prod,98.35,,,77.00,,100.00,7.06sa,20/03/12,20/03/12m,100.00,n/a,,
111.00,102.75,104.98,104.00,AQNHA,AMP Grp Finance,104.00,7.127,744.090,104.00,104.70,100.00,9.110q,15/05/12,15/05/14i,100.00,+3.1,,
105.50,100.00,102.00,100.00,AYUHA,Aust Unity,101.70,25.366,2565.97,101.55,103.00,100.00,7.940q,14/04/12,14/04/16i,100.00,+3.4,,
102.30,97.50,99.50,97.50,BENHA,Bendigo And Adelaide,97.50,1.000,98.159,97.80,100.50,100.00,5.945q,15/03/12,17/03/14h,100.00,+2.7,,
79.50,62.50,71.20,71.20,BENHB,  cap. note,71.20,,,68.00,70.00,100.00,.00q,30/05/12,undated,100.00,+3.3,,
101.30,97.01,98.00,97.70,CBAHA,Commonwealth Bank,97.80,50.198,4910.38,97.75,97.95,100.00,5.440q,15/04/12,24/12/15h,100.00,+2.0,,
79.75,62.03,68.50,66.50,MBLHB,Macq Bank,67.30,18.379,1238.47,66.70,67.30,100.00,6.17q,16/04/12,undated,100.00,+5.1,,
84.00,73.10,74.28,73.45,NABHA,National Aust Bank,73.56,65.332,4818.35,73.45,73.56,100.00,5.61q,15/05/12,undated,100.00,+3.6,,
77.00,67.50,77.00,77.00,NXBHD,Nexus Bonds,77.00,,,75.001,77.50,100.00,6.72q,20/05/12,23/06/15m,100.00,n/a,,
103.80,100.00,102.00,100.00,ORGHA,Origin Energy,100.05,48.793,4920.30,100.00,100.05,100.00,8.470q,22/03/12,22/12/16i,100.00,-5.0,,
100.20,90.00,98.80,97.50,PRYHA,Primary Health Care,98.00,2.674,262.181,97.50,98.00,100.00,8.500q,29/03/12,28/09/15i,100.00,+5.3,,
71.00,60.01,62.50,61.20,SBKHB,Suncorp-Metway,62.50,1.284,79.256,62.00,62.50,100.00,5.11q,15/05/12,undated,100.00,+4.3,,
108.00,101.30,104.00,102.75,TAHHA,Tabcorp Hldgs,104.00,7.428,768.978,103.70,104.00,100.00,8.610q,17/05/12,1/05/14i,100.00,+2.5,,
106.55,102.90,104.25,103.20,WOWHC,Woolworths,103.80,35.951,3730.79,103.53,103.80,100.00,7.610q,24/05/12,24/11/16i,100.00,+2.9,,
Convertible Notes,,
.97,.75,.80,.79,AYIG,A1 Invest & Res,.79,5.000,3.980,,.87,1.00,12.0q,31/03/12,30/09/12m,1.00,80.4,,
1.07,1.07,1.07,1.07,AVDG,Advance Energy,1.07,,,,1.07,1,.10,,4/1/2015,,,,
1.35,1.225,1.34,1.34,AGIG,Ainsworth Game Tech,1.34,,,1.05,,1.30,8.0sa,31/12/11,31/12/11m,,n/a,,
2.05,2.00,2.05,2.05,AZZG,Antares Energy,2.05,,,2.05,2.14,2.00,10.0q,30/04/12,31/10/13h,2.00,9.1,,
106.00,101.15,105.00,103.90,AFIG,Aust Foundat,104.90,16.178,1687.55,104.60,104.94,100.00,6.25sa,31/08/12,28/02/17h,100.00,5.2,,
.15,.15,.15,.15,DVAG,Diversa,.15,,,,.144,.11,.11,,30/9/2014,,,,
101.00,91.50,100.25,96.50,HLNG,Healthscope Notes,97.00,19.486,1940.31,96.55,98.00,100.00,11.25q,25/03/12,17/06/16m,100.00,12.1,,
105.25,96.00,101.90,101.00,IANG,IAG Finance (Nz),101.20,11.495,1166.99,101.20,101.35,100.00,5.982q,15/03/12,15/12/19h,100.00,+3.8,,
1.83,1.635,1.745,1.72,IMFG,IMF (Aust),1.73,30.300,52.639,1.73,1.75,1.65,10.25q,31/03/12,30/12/14h,1.65,9.2,,
.43,.35,.36,.35,KBLGA,KBL Min,.35,48.757,17.417,.35,.388,.38,.10,,5/8/2016,,,,
.125,.035,.125,.089,MSTG,Metal Storm,.125,71.578,7.618,.101,.125,.14,12.0q,1/09/11,1/03/12m,,n/a,,
.10,.04,.10,.10,MSTGA,  sec cn15,.10,6.803,,.07,.10,.135,,,1/3/2015,,,,
83.00,69.00,81.40,79.50,NFNG,Nufarm Finance (Nz),79.60,13.525,1080.53,79.52,79.80,100.00,8.610sa,15/04/12,undated,100.00,n/a,,
100.50,88.00,93.00,91.80,PPCG,Peet,91.80,1.918,176.950,91.80,94.00,100.00,9.5sa,16/06/12,16/06/16h,100.00,12.8,,
.16,.045,.08,.08,RSNG,Renison Cons,.08,,,.08,,.33,.12,,31/3/2012,,,,
.05,.04,.05,.05,VHLGA,Virax,.05,,,,,.10,,-,8/12/11m,.12,n/a,,
Hybrid Securities,,
105.50,96.80,99.20,98.42,ANZPA,ANZ Banking Grp,98.55,69.111,6825.10,98.55,98.69,100.00,5.352q,15/03/12,15/12/16i,100.00,+3.5,,
103.35,96.50,98.40,97.65,ANZPB,  pref cps1,97.87,53.307,5220.45,97.80,98.00,100.00,4.932q,15/03/12,15/06/14i,100.00,+3.5,,
104.00,96.00,98.00,96.00,ANZPC,  pref cps3,97.70,59.235,5759.28,96.90,97.70,100.00,5.529sa,1/06/12,1/09/17i,100.00,+3.8,,
