Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4597.2 at 16:47 27/11/2009  Report at 19:06 Friday 27/11/2009. Processed 20:20 Sunday 29/11/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,102.50,101.00,LEPHB,ALE Prop Grp 7.265un11,101.60,2.99,305.073,101.00,101.60,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.3
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,96.40,-,100.00,9.0q,1/01/10,31/07/10i,100,12.3
105.00,100.00,101.00,101.00,BZAHA,Brookfield Bonds A 7.82%3m12,101.00,-,-,102.00,-,100.00,7.82,-,7/09/2012,-,-
101.50,100.50,101.50,100.50,BZBHA,Brookfield Bonds B 8.79%3m12,100.50,2.4,242.25,100.50,101.00,100.00,8.79,-,23/11/2012,-,-
570.00,200.00,570.00,570.00,CBHGA,CBH Res Ltd 7.25%cn12,570.00,-,-,540.00,565.00,1000.00,7.25sa,15/03/10,3/05/12m,-,36.5
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
105.70,102.00,103.55,102.00,HBSHA,Heritage Bld Soc 10%3mth19,103.50,8.067,831.626,103.00,103.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,0.87,0.80,MSCHE,Minerals Corp 10.5%db09,0.87,7,6.09,0.80,0.89,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1798.00,n/a,1/01/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4150.00,n/a,1/01/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4430.00,n/a,1/01/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.00,5.25,13.50,13.00,AFPHA,Alpha Financial Prod ser1frn12,13.00,0.435,5.655,12.50,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,127.7
114.00,100.00,109.00,107.80,AQNHA,AMP Grp Finance frn apr19,108.503,5.797,629.643,108.40,109.00,100.00,8.755q,17/02/10,15/05/14i,100,1.7
72.00,47.20,72.00,70.00,BENHB,Bendigo & Adelaide cap. note,70.00,1.552,110.062,68.75,70.00,100.00,4.80q,2/03/10,undated,100,3.9
53.00,13.00,47.50,45.00,GINHA,Generator Income gennote2,45.00,3.14,148.462,20.00,45.00,100.00,5.670q,8/01/10,8/10/11m,100,53.1
98.00,87.50,95.00,94.40,HLCHA,Halcyon Sec hlcnte10,95.00,0.808,76.373,95.00,95.67,100.00,7.37q,3/02/10,3/08/10m,100,12.5
83.00,29.00,79.00,73.61,MBLHB,Macq Bank Ltd inc sec,75.00,14.341,1089.52,74.01,75.40,100.00,5.41q,15/01/10,undated,100,4.4
0.231,0.021,0.194,0.185,MFNHA,Macq Fortress frn aug35,0.19,84.6,16.085,0.18,0.21,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,58.00,79.20,76.00,NABHA,National Aust Bank natincsec,76.70,71.481,5522.08,76.70,77.00,100.00,5.255q,15/02/10,undated,100,3.5
98.50,60.00,98.50,96.30,NXBHB,Nexus Bonds Ltd frn dec09,97.00,0.792,77.272,96.35,98.50,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,65.00,65.00,NXBHC,  nexus3,65.00,0.1,6.5,65.00,70.00,100.00,6.11q,14/12/09,14/12/10m,100,51.8
59.80,39.00,59.00,57.50,NXBHD,  nexus4,57.50,3.8,220.375,57.50,58.50,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,91.50,90.00,SAKHA,Sthn Cross Air skies,91.00,17.04,1541.32,90.50,91.00,100.00,5.170q,27/01/10,1/01/12i,100,7.2
72.00,35.00,69.00,65.997,SUNHB,Suncorp-Metway cap. note,66.00,0.61,41.119,66.00,67.99,100.00,4.80q,15/02/10,undated,100,4.2
107.85,101.20,105.80,104.00,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.00,55.707,5832.52,105.00,105.25,100.00,8.255q,17/02/10,1/05/14i,100,1.4
98.80,84.20,98.50,97.60,WOWHB,Woolworths Ltd perp.frn,98.00,30.959,3032.27,97.80,98.00,100.00,4.555q,15/12/09,15/09/11i,100,2.9
Convertible Notes ,,,,,,,,,,,,,,,,
0.85,0.50,0.82,0.82,AGIG,Ainsworth Game Tech 8% cn11,0.82,3.524,2.889,0.84,0.95,1.30,8.0sa,31/12/09,31/12/09m,1.3,n/a
2.07,0.945,2.07,2.07,AZZG,Antares Energy 10% cn13,2.07,-,-,2.00,2.08,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.815,0.14,0.81,0.78,AXOG,Aurox Res 7%cnjun10,0.79,240,190.19,0.79,0.85,0.95,7.0sa,31/12/09,30/06/10m,0.95,50.8
0.57,0.11,0.57,0.54,BECG,Becton Prop Grp 9.5% cn10,0.545,107.196,59.187,0.535,0.57,0.65,9.5sa,31/12/09,30/06/10m,0.65,54.8
0.23,0.13,0.23,0.23,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,-,-,1.00,7.0sa,31/12/09,23/12/10m,1,n/a
0.19,0.105,0.19,0.19,CBDG,CBD Energy Ltd 12.5% cn,0.19,-,-,0.17,0.20,0.10,0.13,-,28/1/2011,-,-
