Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:08 Friday 9/4/2010. Processed 19:27 Friday 9/4/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,88.00,103.00,103.00,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,100.05,103.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,6.9
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,10.8
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,-,101.50,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,102.00,102.00,BZBHA,Brookfield Bonds B 8.79%3m12,102.00,-,-,100.11,101.50,100.00,8.79,-,23/11/2012,-,-
855.00,234.00,850.00,850.00,CBHGA,CBH Res Ltd 7.25%cn12,850.00,0.24,204,-,850.00,1000.00,7.25sa,15/09/10,3/05/12m,-,16.5
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,107.50,106.98,HBSHA,Heritage Bld Soc 10%3mth19,107.00,0.578,61.873,107.11,107.90,100.00,10.000q,17/05/10,27/10/14i,100,2.7
0.80,0.64,0.64,0.64,MSCHF,Minerals Corp 10.5%db11,0.64,-,-,0.52,0.65,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1426.00,n/a,1/06/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3851.00,n/a,1/06/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4089.00,n/a,1/06/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.00,5.25,28.00,24.00,AFPHA,Alpha Financial Prod ser1frn12,28.00,1.933,47.493,25.50,28.00,100.00,7.14sa,20/09/10,20/03/12m,100,83.3
114.00,100.75,111.00,109.80,AQNHA,AMP Grp Finance frn apr19,110.50,5.199,573.379,110.50,111.00,100.00,8.977q,17/05/10,15/05/14i,100,3.3
72.00,54.00,67.00,65.497,BENHB,Bendigo & Adelaide cap. note,67.00,1.051,69.496,65.50,67.00,100.00,4.98q,31/05/10,undated,100,4.6
80.00,20.50,78.00,75.00,GINHA,Generator Income gennote2,78.00,2.3,176.854,75.00,77.50,100.00,6.468q,8/07/10,8/10/11m,100,20.2
98.25,92.75,98.25,98.00,HLCHA,Halcyon Sec hlcnte10,98.05,0.575,56.415,98.05,98.50,100.00,7.51q,3/05/10,3/08/10m,100,15.6
83.00,47.52,72.40,71.00,MBLHB,Macq Bank Ltd inc sec,72.40,3.999,287.019,72.00,72.40,100.00,5.97q,15/04/10,undated,100,4.8
0.231,0.05,0.21,0.20,MFNHA,Macq Fortress frn aug35,0.20,107.33,21.465,0.20,0.22,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,64.50,77.80,76.85,NABHA,National Aust Bank natincsec,77.111,84.553,6525.98,77.10,77.30,100.00,5.48q,17/05/10,undated,100,3.6
93.999,45.00,93.999,92.00,NXBHC,Nexus Bonds Ltd nexus3,92.00,0.622,57.937,92.00,94.00,100.00,7.18q,14/06/10,14/12/10m,100,17.0
61.00,44.00,61.00,61.00,NXBHD,  nexus4,61.00,-,-,60.50,62.50,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,59.99,92.40,91.25,SAKHA,Sthn Cross Air skies,91.28,65.98,6069.45,91.28,92.40,100.00,6.218q,27/04/10,1/01/12i,100,7.7
72.00,49.00,65.05,64.00,SUNHB,Suncorp-Metway cap. note,64.70,3.306,213.55,64.70,66.09,100.00,4.98q,15/05/10,undated,100,4.7
107.95,101.20,107.05,106.20,TAHHA,Tabcorp Hldgs Ltd bondmay14,107.00,3.832,407.611,106.20,107.00,100.00,8.477q,17/05/10,1/05/14i,100,2.6
98.80,87.51,97.00,96.10,WOWHB,Woolworths Ltd perp.frn,96.50,5.733,553.755,96.50,97.00,100.00,5.530q,15/06/10,15/09/11i,100,4.1
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.85,0.80,AGIG,Ainsworth Game Tech 10% cn11,0.85,4.367,3.643,0.84,0.92,1.30,8.0sa,30/06/10,31/12/11m,1.3,39.6
2.07,1.25,2.02,2.02,AZZG,Antares Energy 10% cn13,2.02,-,-,2.02,2.05,2.00,10.0q,30/04/10,31/10/13h,-,n/a
0.955,0.34,0.955,0.95,AXOG,Aurox Res 7%cnjun10,0.955,40,38.16,0.951,0.96,0.95,7.0sa,30/06/10,30/06/10m,0.95,14.3
0.58,0.29,0.52,0.48,BECG,Becton Prop Grp 9.5% cn10,0.48,64.5,32.742,0.355,0.51,0.65,9.5sa,30/06/10,30/06/10m,0.65,258.0
0.23,0.12,0.12,0.12,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.135,0.135,CBDG,CBD Energy Ltd 12.5% cn,0.135,-,-,0.12,-,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,0.92,0.92,CCYG,China Century Capitl 12%  cn10,0.92,-,-,-,-,1.00,12.0q,30/09/10,30/09/10m,1,33.1
1.048,0.83,1.01,1.01,DRAG,Dragon Min Ltd 10% cn11,1.01,15,15.15,1.01,1.035,1.05,10.0q,30/06/10,10/02/11m,1.05,15.5
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.32,2.32,HSKG,Heemskirk Cons 8% cn11,2.32,-,-,2.33,2.45,3.00,12.0q,30/09/10,29/04/11m,3,36.5
101.20,62.30,100.65,100.00,IANG,IAG Finance (Nz) exch.note,100.40,33.645,3380.09,100.02,100.40,100.00,5.901q,15/06/10,15/12/19h,100,4.0
0.12,0.06,0.095,0.095,MSTG,Metal Storm Ltd 10% cn11,0.095,-,-,0.096,0.10,0.14,12.0q,22/06/10,1/09/11m,0.14,41.3
0.15,0.12,0.15,0.15,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,66.00,81.00,79.00,NFNG,Nufarm Finance (Nz) exc.nov11,80.00,8.348,668.377,79.00,80.00,100.00,6.190sa,15/04/10,24/11/11i,100,17.4
0.12,0.04,0.116,0.116,RSNG,Renison Cons 12% cn12,0.116,-,-,0.10,0.11,0.33,0.12,-,31/3/2012,-,-
1.25,0.67,1.12,1.11,RSGG,Resolute Min 12% cn12,1.12,55.999,62.278,1.10,1.19,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,85.00,99.01,98.05,SKAG,Skycity Invest aces,98.05,0.75,73.773,98.20,99.30,100.00,4.676q,15/06/10,15/12/10h,100,6.2
0.55,0.45,0.45,0.45,SURG,Sun Res NL 12%  cn11,0.45,-,-,0.55,-,0.55,12.0q,23/04/10,30/6/11m,0.55,35.1
0.27,0.04,0.27,0.27,VHLG,Virax Hldgs cn dec11,0.27,-,-,-,0.26,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
103.15,99.00,103.15,102.02,ANZPA,ANZ Banking Grp pref,102.751,71.944,7387.07,102.75,102.99,100.00,5.271q,15/06/10,15/12/16i,100,2.7
103.00,94.00,100.45,99.90,ANZPB,  pref,100.20,32.831,3286.93,100.15,100.35,100.00,4.851q,15/06/10,15/06/14i,100,2.6
87.503,43.00,87.00,84.60,AAZPB,Australand Assets assets,86.50,9.442,810.817,86.30,90.00,100.00,9.218q,30/06/10,undated,100,n/a
102.95,97.20,99.55,99.55,BOQPA,Bank of Qld reset prf,99.55,0.801,79.739,99.55,100.50,100.00,5.124sa,15/04/10,15/10/10h,100,8.2
93.50,75.00,90.00,88.60,BOQPC,  pref,90.00,4.709,423.441,88.65,90.00,100.00,4.403sa,15/04/10,17/12/12i,100,6.0
102.60,94.20,101.80,101.26,BENPA,Bendigo & Adelaide pref,101.80,1.546,157.048,101.40,102.15,100.00,6.16sa,1/05/10,1/11/12h,100,9.8
90.00,61.05,87.99,87.10,BENPB,  pref,87.11,0.614,53.499,87.10,87.50,100.00,4.151q,15/06/10,15/06/15h,100,3.3
92.50,62.00,90.50,90.50,BENPC,  pref,90.50,1.309,118.464,90.50,90.95,100.00,4.129q,10/04/10,10/10/14i,100,4.9
1.90,1.02,1.755,1.75,CAMPA,Clime Capital 7.5% pref,1.75,7,12.25,1.75,1.80,2.40,5.250q,6/07/10,30/04/17i,2.4,6.5
0.59,0.26,0.465,0.445,CMIPC,CMI Ltd pref.cl.a,0.445,30.76,14.082,0.45,0.46,1.20,11.67q,n/a,undated,-,n/a
209.90,202.50,209.90,208.20,CBAPA,C'wlth Bank  of Aust  perls v,209.35,18.092,3782.91,209.00,209.35,200.00,5.446q,1/05/10,31/10/14i,200,2.6
196.00,176.10,196.00,193.99,CBAPB,  perls iv,195.50,16.334,3182.5,195.00,195.50,200.00,3.801q,30/04/10,31/10/12i,200,2.6
86.00,51.10,82.20,81.01,DXRPA,Dexus Rents Tr rents,81.80,2.879,236.172,81.80,82.20,100.00,5.718q,19/04/10,1/07/12i,100,11.4
63.75,20.00,57.00,56.00,ELDPA,Elders Ltd hybrids,56.00,4.452,252.122,56.00,57.00,100.00,4.708q,30/06/10,30/06/11i,100,56.5
93.70,52.00,93.70,92.50,FXJPB,Fairfax Media Ltd pref,92.55,32.667,3035.13,93.00,93.10,100.00,5.930sa,30/04/10,30/04/11i,100,12.6
75.00,23.50,71.00,69.20,GMPPA,Goodman Plus Tr stepup pf,71.00,11.115,782.891,70.30,71.00,100.00,6.173q,21/06/10,21/03/13i,100,15.5
81.00,52.50,55.25,54.85,GNSPA,Gunns Ltd forests,54.90,33.641,1848.12,54.55,54.90,100.00,6.456q,14/04/10,undated,100,n/a
102.54,94.50,99.80,99.20,IAGPA,Insurance Aust Grp 5.63%pref,99.30,20.152,2006.62,98.761,99.80,100.00,5.63sa,15/06/10,15/06/12h,100,9.8
111.00,94.00,108.90,107.50,MQCPA,Macq Cps Tr pref,107.75,8.896,964.125,107.75,108.85,100.00,11.10sa,30/06/10,30/06/13h,100,9.4
0.07,0.025,0.068,0.068,MSCPA,Minerals Corp 7.0% pref,0.068,-,-,-,0.068,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,33.00,79.00,77.55,MXUPA,Multiplex Sites sites,77.85,13.505,1056.08,77.85,78.00,100.00,8.318q,19/04/10,undated,100,6.8
96.45,64.80,96.45,95.75,ORIPB,Orica Ltd pref,95.80,21.319,2043.74,95.25,95.80,100.00,5.358sa,31/05/10,30/11/11i,100,5.5
