Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:08 Friday 19/3/2010. Processed 20:05 Friday 19/3/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,86.00,103.00,103.00,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,99.05,102.95,100.00,7.265sa,31/03/10,30/09/11m,102.5,6.7
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/04/10,31/07/10i,100,9.0
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,99.00,-,100.00,7.82,-,7/09/2012,-,-
103.50,100.50,103.00,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,102.50,0.539,55.267,102.50,103.00,100.00,8.79,-,23/11/2012,-,-
850.00,219.00,850.00,790.00,CBHGA,CBH Res Ltd 7.25%cn12,840.00,1.289,1073.26,850.00,855.00,1000.00,7.25sa,15/09/10,3/05/12m,-,16.6
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,108.00,105.60,HBSHA,Heritage Bld Soc 10%3mth19,107.80,0.8,86.188,107.00,108.90,100.00,10.000q,17/05/10,27/10/14i,100,2.5
0.80,0.66,0.77,0.66,MSCHF,Minerals Corp 10.5%db11,0.70,89.6,64.992,0.69,0.71,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1501.00,n/a,1/05/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3911.00,n/a,1/05/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4158.00,n/a,1/05/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
