Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:07 Friday 7/5/2010. Processed 15:08 Sunday 9/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,90.51,102.50,102.50,LEPHB,ALE Prop Grp 7.265un11,102.50,2.581,264.552,100.05,103.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.7
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,14.7
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,100.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,100.80,100.25,BZBHA,Brookfield Bonds B 8.79%3m12,100.25,0.754,75.753,100.30,102.99,100.00,8.79,-,23/11/2012,-,-
970.00,255.00,970.00,950.00,CBHGA,CBH Res Ltd 7.25%cn12,970.00,0.263,254.88,940.00,980.00,1000.00,7.25sa,15/09/10,3/05/12m,-,9.6
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,107.75,106.00,HBSHA,Heritage Bld Soc 10%3mth19,106.00,1.013,107.378,106.00,107.40,100.00,10.000q,17/05/10,27/10/14i,100,3.4
0.80,0.35,0.39,0.38,MSCHF,Minerals Corp 10.5%db11,0.38,49,18.7,0.29,0.41,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1350.00,n/a,3/07/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3790.00,n/a,3/07/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4020.00,n/a,3/07/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
101.80,101.00,101.80,101.00,LEPHC,ALE Prop Grp frn3mth14,101.80,5.151,522.285,101.80,102.00,100.00,8.64,-,20/8/2014,-,-
31.00,5.25,30.50,30.00,AFPHA,Alpha Financial Prod ser1frn12,30.00,1.317,39.724,30.00,33.00,100.00,7.14sa,20/09/10,20/03/12m,100,82.5
