Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:08 Friday 30/4/2010. Processed 12:46 Sunday 2/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,90.00,103.00,100.10,LEPHB,ALE Prop Grp 7.265un11,102.50,16.504,1682.44,101.10,103.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.6
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,13.5
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,95.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,100.10,100.10,BZBHA,Brookfield Bonds B 8.79%3m12,100.10,-,-,100.25,101.50,100.00,8.79,-,23/11/2012,-,-
950.00,240.00,950.00,950.00,CBHGA,CBH Res Ltd 7.25%cn12,950.00,0.025,23.75,956.00,970.00,1000.00,7.25sa,15/09/10,3/05/12m,-,10.7
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,107.75,106.00,HBSHA,Heritage Bld Soc 10%3mth19,107.75,0.705,75.085,106.00,107.75,100.00,10.000q,17/05/10,27/10/14i,100,2.7
0.80,0.35,0.391,0.35,MSCHF,Minerals Corp 10.5%db11,0.35,97.8,36.367,0.355,0.45,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1426.00,n/a,3/06/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3851.00,n/a,3/06/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4089.00,n/a,3/06/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
-,-,-,-,LEPHC,ALE Prop Grp def,-,-,-,100.10,101.00,100.00,8.64,-,20/8/2014,-,-
31.00,5.25,31.00,29.75,AFPHA,Alpha Financial Prod ser1frn12,31.00,1.05,31.637,29.15,30.50,100.00,7.14sa,20/09/10,20/03/12m,100,79.2
114.00,103.00,111.00,110.05,AQNHA,AMP Grp Finance frn apr19,110.70,2.424,268.805,110.70,111.00,100.00,8.977q,17/05/10,15/05/14i,100,3.3
72.00,57.00,69.00,68.00,BENHB,Bendigo & Adelaide cap. note,68.02,1.391,94.611,67.90,70.00,100.00,4.98q,31/05/10,undated,100,4.4
80.00,24.00,75.00,69.05,GINHA,Generator Income gennote2,69.05,2.2,159.9,70.25,71.50,100.00,6.468q,8/07/10,8/10/11m,100,31.0
98.75,92.75,98.50,98.05,HLCHA,Halcyon Sec hlcnte10,98.50,0.55,54.045,98.16,99.00,100.00,7.51q,3/05/10,3/08/10m,100,9.8
83.00,58.00,74.39,73.50,MBLHB,Macq Bank Ltd inc sec,73.60,3.859,284.368,73.60,74.40,100.00,6.24q,15/07/10,undated,100,4.6
0.231,0.06,0.195,0.19,MFNHA,Macq Fortress frn aug35,0.191,207.624,39.789,0.191,0.21,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,65.20,78.40,77.35,NABHA,National Aust Bank natincsec,77.369,44.175,3436.6,77.368,77.528,100.00,5.48q,17/05/10,undated,100,3.4
94.999,47.00,94.00,93.00,NXBHC,Nexus Bonds Ltd nexus3,94.00,0.516,48.158,93.00,94.00,100.00,7.18q,14/06/10,14/12/10m,100,15.4
62.50,45.00,60.50,60.50,NXBHD,  nexus4,60.50,0.25,15.125,60.50,62.50,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,68.00,93.50,91.99,SAKHA,Sthn Cross Air skies,93.00,6.037,557.989,93.00,93.50,100.00,6.218q,27/07/10,1/01/12i,100,6.9
72.00,53.00,67.19,66.10,SUNHB,Suncorp-Metway cap. note,67.19,2.141,143.349,66.10,67.19,100.00,4.98q,15/05/10,undated,100,4.3
107.95,101.20,107.20,106.15,TAHHA,Tabcorp Hldgs Ltd bondmay14,107.00,6.8,726.251,106.30,107.00,100.00,8.477q,17/05/10,1/05/14i,100,2.8
98.80,90.60,97.60,97.001,WOWHB,Woolworths Ltd perp.frn,97.42,21.575,2097.03,97.42,97.70,100.00,5.530q,15/06/10,15/09/11i,100,3.7
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.95,0.845,AGIG,Ainsworth Game Tech 10% cn11,0.95,48.34,44.732,0.85,0.95,1.30,8.0sa,30/06/10,31/12/11m,1.3,32.5
2.07,1.25,2.05,2.05,AZZG,Antares Energy 10% cn13,2.05,-,-,2.00,2.05,2.00,10.0q,31/07/10,31/10/13h,-,n/a
0.975,0.40,0.97,0.965,AXOG,Aurox Res 7%cnjun10,0.965,10.05,9.698,0.961,0.965,0.95,7.0sa,30/06/10,30/06/10m,0.95,12.6
0.58,0.39,0.50,0.48,BECG,Becton Prop Grp 9.5% cn10,0.48,150.556,73.586,0.48,0.49,0.65,9.5sa,30/06/10,30/06/10m,0.65,424.9
0.23,0.12,0.12,0.12,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.16,0.16,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,-,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,0.92,0.92,CCYG,China Century Capitl 12%  cn10,0.92,-,-,0.75,0.95,1.00,12.0q,30/09/10,30/09/10m,1,38.2
1.048,0.83,1.03,1.03,DRAG,Dragon Min Ltd 10% cn11,1.03,-,-,0.953,1.03,1.05,10.0q,30/06/10,10/02/11m,1.05,14.0
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,0.451,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.33,2.32,HSKG,Heemskirk Cons 8% cn11,2.32,6.667,15.482,2.32,2.45,3.00,12.0q,30/09/10,29/04/11m,3,38.9
103.00,64.00,103.00,101.88,IANG,IAG Finance (Nz) exch.note,102.45,11.13,1138.97,102.45,102.50,100.00,5.901q,15/06/10,15/12/19h,100,3.8
0.14,0.06,0.14,0.14,MSTG,Metal Storm Ltd 10% cn11,0.14,4,-,0.097,0.14,0.14,12.0q,22/06/10,1/09/11m,0.14,8.1
0.15,0.12,0.15,0.15,MSTGA,  sec cn11,0.15,-,-,0.016,0.15,0.135,-,-,9/01/2011,-,-
95.50,70.50,81.00,78.00,NFNG,Nufarm Finance (Nz) exc.nov11,81.00,8.261,661.443,80.75,83.00,100.00,6.710sa,15/10/10,24/11/11i,100,17.2
0.12,0.04,0.10,0.10,RSNG,Renison Cons 12% cn12,0.10,0.61,-,0.10,-,0.33,0.12,-,31/3/2012,-,-
1.25,0.67,1.20,1.16,RSGG,Resolute Min 12% cn12,1.20,665,797.65,1.11,1.245,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,89.10,99.30,98.75,SKAG,Skycity Invest aces,99.30,10.97,1089.23,98.75,99.30,100.00,4.676q,15/06/10,15/12/10h,100,5.1
0.55,0.45,0.45,0.45,SURG,Sun Res NL 12%  cn11,0.45,-,-,0.55,-,0.55,12.0q,23/07/10,30/6/11m,0.55,33.1
0.27,0.05,0.27,0.27,VHLG,Virax Hldgs cn dec11,0.27,-,-,0.07,0.26,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
103.40,99.00,103.00,102.40,ANZPA,ANZ Banking Grp pref,102.999,55.827,5737.2,102.80,102.999,100.00,5.271q,15/06/10,15/12/16i,100,2.8
103.00,95.50,100.949,100.05,ANZPB,  pref,100.499,26.552,2667.92,100.17,100.55,100.00,4.851q,15/06/10,15/06/14i,100,2.7
90.50,47.40,90.00,89.50,AAZPB,Australand Assets assets,89.70,6.245,561.136,89.70,90.00,100.00,9.218q,30/06/10,undated,100,n/a
102.95,97.20,100.50,99.05,BOQPA,Bank of Qld reset prf,100.50,1.048,103.898,99.07,100.50,100.00,5.124sa,15/10/10,15/10/10h,100,7.1
93.50,75.00,90.50,89.01,BOQPC,  pref,90.50,6.046,544.115,90.05,90.50,100.00,4.767sa,15/10/10,17/12/12i,100,6.0
102.60,94.20,100.50,99.13,BENPA,Bendigo & Adelaide pref,100.50,1.086,108.288,99.70,100.50,100.00,6.16sa,1/05/10,1/11/12h,100,8.6
90.00,65.50,87.00,85.60,BENPB,  pref,87.00,0.602,52.061,85.00,87.00,100.00,4.151q,15/06/10,15/06/15h,100,3.5
92.50,67.90,88.50,87.60,BENPC,  pref,87.60,4.328,380.911,86.50,87.60,100.00,4.401q,10/07/10,10/10/14i,100,5.5
1.90,1.21,1.75,1.75,CAMPA,Clime Capital 7.5% pref,1.75,0.957,1.674,1.75,1.80,2.40,5.250q,6/07/10,30/04/17i,2.4,7.1
0.59,0.26,0.44,0.435,CMIPC,CMI Ltd pref.cl.a,0.435,38.153,16.662,0.43,0.44,1.20,11.67q,n/a,undated,-,n/a
211.20,202.50,207.50,206.001,CBAPA,C'wlth Bank  of Aust  perls v,206.99,21.142,4373.37,206.45,206.98,200.00,5.446q,1/05/10,31/10/14i,200,3.1
196.60,176.10,193.00,192.10,CBAPB,  perls iv,192.20,16.888,3255.66,192.20,192.60,200.00,3.801q,31/07/10,31/10/12i,200,2.8
86.00,61.00,85.90,84.01,DXRPA,Dexus Rents Tr rents,85.00,3.969,337.11,84.30,85.50,100.00,5.718q,17/07/10,1/07/12i,100,9.8
65.003,20.00,65.00,60.50,ELDPA,Elders Ltd hybrids,61.01,14.242,891.567,61.01,61.20,100.00,4.708q,30/06/10,30/06/11i,100,50.9
93.70,52.00,90.40,89.40,FXJPB,Fairfax Media Ltd pref,90.00,21.299,1911.97,90.00,90.30,100.00,5.930sa,31/10/10,30/04/11i,100,12.8
75.00,23.50,73.50,72.40,GMPPA,Goodman Plus Tr stepup pf,73.50,12.645,917.718,72.40,77.00,100.00,6.173q,21/06/10,21/03/13i,100,14.6
81.00,54.70,63.51,62.21,GNSPA,Gunns Ltd forests,62.75,5.746,361.738,62.75,63.00,100.00,6.719q,14/07/10,undated,100,n/a
102.54,94.50,101.45,100.00,IAGPA,Insurance Aust Grp 5.63%pref,101.44,6.338,636.613,101.05,101.45,100.00,5.63sa,15/06/10,15/06/12h,100,8.9
111.00,96.80,107.85,107.00,MQCPA,Macq Cps Tr pref,107.40,16.663,1790.7,107.50,107.85,100.00,11.10sa,30/06/10,30/06/13h,100,9.7
0.07,0.025,0.068,0.068,MSCPA,Minerals Corp 7.0% pref,0.068,-,-,-,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,35.25,81.00,80.50,MXUPA,Multiplex Sites sites,80.60,19.79,1594.01,80.60,80.90,100.00,8.318q,18/07/10,undated,100,6.4
96.45,74.99,96.00,94.20,ORIPB,Orica Ltd pref,95.00,6.121,584.353,95.00,95.49,100.00,5.358sa,31/05/10,30/11/11i,100,6.5
67.50,18.20,66.003,65.00,PXUPA,PaperlinX Sps Tr pref,65.00,28.739,1888.22,65.00,67.00,100.00,6.810sa,30/06/10,30/06/12i,100,27.8
188.00,155.00,175.75,174.50,PCAPA,Preferred Capital perls iii,174.50,11.277,1974.41,174.50,175.74,200.00,3.863q,6/07/10,6/04/16i,200,4.0
99.00,85.50,96.00,95.00,RHCPA,Ramsay Health Care cares,95.50,11.412,1086.71,95.00,96.00,100.00,5.294sa,20/10/10,20/10/10i,100,14.0
-,-,-,-,SVWPA,Seven Grp Hldgs def,86.10,-,-,85.65,89.99,-,-,-,-,-,-
97.50,80.00,90.40,86.30,SEVPC,Seven Network    pref,86.30,64.524,5609.4,-,-,100.00,4.844sa,31/05/10,31/05/10i,100,n/a
