Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:07 Friday 17/9/2010. Processed 18:09 Sunday 19/9/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,103.00,103.00,LEPHB,ALE Prop Grp 7.265un11,103.00,0.2,20.6,-,103.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,6.4
102.50,100.00,102.00,101.00,BZAHA,Brookfield Bonds A 7.82%3m12,101.00,0.716,72.783,101.00,-,100.00,7.82,-,7/09/2012,-,-
105.25,100.00,104.39,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.55,1.743,180.409,102.10,104.00,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
109.00,102.00,108.25,107.50,HBSHA,Heritage Bld Soc 10%3mth19,108.25,0.447,48.309,108.00,108.25,100.00,10.000q,17/11/10,27/10/14i,100,2.6
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,965.66,n/a,1/11/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3543.00,n/a,1/11/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3743.00,n/a,1/11/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,102.01,102.00,LEPHC,ALE Prop Grp frn3mth14,102.00,0.65,66.303,102.00,102.70,100.00,8.7,-,20/8/2014,-,-
38.00,10.196,38.00,38.00,AFPHA,Alpha Financial Prod ser1frn12,38.00,0.23,8.74,36.00,38.00,100.00,7.14sa,20/09/10,20/03/12m,100,78.1
114.00,106.10,110.10,109.00,AQNHA,AMP Grp Finance frn apr19,110.00,3.762,412.119,109.60,110.00,100.00,9.490q,17/11/10,15/05/14i,100,1.9
72.00,62.00,65.50,65.21,BENHB,Bendigo & Adelaide cap. note,65.22,0.601,39.304,65.26,67.95,100.00,.00q,30/11/10,undated,100,4.3
83.00,44.00,83.00,82.05,GINHA,Generator Income gennote2,83.00,4.575,377.428,83.00,84.989,100.00,6.840q,8/10/10,8/10/11m,100,22.9
83.00,67.10,74.25,73.50,MBLHB,Macq Bank Ltd inc sec,74.15,8.397,621.531,74.30,75.00,100.00,6.58q,15/10/10,undated,100,4.4
0.231,0.15,0.163,0.16,MFNHA,Macq Fortress frn aug35,0.163,231.9,37.546,0.163,0.20,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,73.20,79.45,77.261,NABHA,National Aust Bank natincsec,79.00,82.228,6439.74,78.10,79.00,100.00,6.00q,15/11/10,undated,100,3.2
98.00,62.50,97.00,97.00,NXBHC,Nexus Bonds Ltd nexus3,97.00,1,97,97.25,98.50,100.00,7.61q,14/12/10,14/12/10m,100,17.4
66.00,55.00,66.00,65.00,NXBHD,  nexus4,66.00,0.3,19.581,65.50,66.00,100.00,7.00q,20/11/10,23/06/15m,100,n/a
96.00,82.01,95.50,94.50,SAKHA,Sthn Cross Air skies,95.05,18.05,1719.34,95.05,97.50,100.00,6.640q,27/10/10,1/01/12i,100,7.4
72.00,61.05,67.00,66.00,SUNHB,Suncorp-Metway cap. note,66.40,2.149,142.3,67.00,68.24,100.00,5.50q,15/11/10,undated,100,4.0
107.95,102.20,105.00,104.00,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.85,6.474,676.953,104.85,105.20,100.00,8.990q,17/11/10,1/05/14i,100,3.0
99.25,95.00,99.10,98.50,WOWHB,Woolworths Ltd perp.frn,98.70,9.281,918.178,98.50,99.00,100.00,5.920q,15/12/10,15/09/11i,100,2.6
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.07,1.00,0.1,-,1/04/2015,-,-
1.03,0.73,1.02,1.00,AGIG,Ainsworth Game Tech 10% cn11,1.00,56,56.5,1.00,1.03,1.30,8.0sa,31/12/10,31/12/11m,1.3,33.5
2.07,1.90,1.98,1.98,AZZG,Antares Energy 10% cn13,1.98,-,-,1.87,2.03,2.00,10.0q,31/10/10,31/10/13h,-,n/a
0.58,0.195,0.20,0.195,BECG,Becton Prop Grp 9.5% cn12,0.20,47.5,9.412,0.20,0.26,0.65,9.5sa,31/12/10,30/06/12m,0.65,78.9
0.23,0.10,0.13,0.10,BPKG,Bremer Park Ltd 7% cn10,0.13,80,10.4,0.10,0.16,1.00,7.0sa,23/12/10,23/12/10m,1,n/a
0.19,0.12,0.145,0.145,CBDG,CBD Energy Ltd 12.5% cn,0.145,7.192,1.043,0.145,-,0.10,0.13,-,28/1/2011,-,-
