Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:06 Friday 8/1/2010. Processed 12:02 Saturday 9/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,86.00,101.60,101.60,LEPHB,ALE Prop Grp 7.265un11,101.60,-,-,101.60,102.45,100.00,7.265sa,31/03/10,30/09/11m,102.5,9.0
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,94.50,-,100.00,9.0q,1/04/10,31/07/10i,100,10.6
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,0.552,56.304,102.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,103.00,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,0.25,25.75,102.50,103.50,100.00,8.79,-,23/11/2012,-,-
585.00,200.00,585.00,570.00,CBHGA,CBH Res Ltd 7.25%cn12,585.00,0.04,23.4,590.00,1000.00,1000.00,7.25sa,15/03/10,3/05/12m,-,37.2
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,106.00,104.85,HBSHA,Heritage Bld Soc 10%3mth19,106.00,1.021,107.562,105.00,106.00,100.00,10,-,25/10/2019,-,-
-,-,-,-,MSCHF,Minerals Corp 10.5%db11,-,-,-,-,1.00,1.00,10.5,-,30/11/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1650.00,n/a,28/02/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4031.00,n/a,28/02/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4294.00,n/a,28/02/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,14.00,14.00,AFPHA,Alpha Financial Prod ser1frn12,14.00,0.1,1.4,14.50,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,133.8
114.00,100.00,109.01,108.65,AQNHA,AMP Grp Finance frn apr19,109.00,10.803,1176.78,108.65,109.00,100.00,8.755q,17/02/10,15/05/14i,100,1.4
72.00,47.20,67.50,65.25,BENHB,Bendigo & Adelaide cap. note,67.50,0.573,38.184,67.50,68.50,100.00,4.80q,2/03/10,undated,100,4.5
56.00,13.00,56.00,53.00,GINHA,Generator Income gennote2,55.00,1.593,87.189,56.25,65.00,100.00,6.130q,8/04/10,8/10/11m,100,41.0
98.00,92.75,98.00,97.75,HLCHA,Halcyon Sec hlcnte10,97.75,0.884,86.52,97.50,97.75,100.00,7.37q,3/02/10,3/08/10m,100,10.7
83.00,29.00,75.50,74.40,MBLHB,Macq Bank Ltd inc sec,74.50,6.544,491.162,74.50,75.00,100.00,5.41q,15/01/10,undated,100,4.5
0.231,0.021,0.195,0.195,MFNHA,Macq Fortress frn aug35,0.195,314.543,61.335,0.195,0.216,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,79.48,78.30,NABHA,National Aust Bank natincsec,79.26,33.248,2626.31,79.26,79.50,100.00,5.255q,15/02/10,undated,100,3.3
80.00,45.00,80.00,80.00,NXBHC,Nexus Bonds Ltd nexus3,80.00,-,-,77.10,84.00,100.00,7.00q,14/03/10,14/12/10m,100,29.9
59.80,40.00,58.00,58.00,NXBHD,  nexus4,58.00,0.15,8.7,59.60,61.999,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,91.60,90.00,SAKHA,Sthn Cross Air skies,91.60,3.827,346.874,91.05,91.60,100.00,5.910q,27/01/10,1/01/12i,100,6.7
72.00,35.00,67.50,65.00,SUNHB,Suncorp-Metway cap. note,67.00,2.162,144.115,67.20,68.50,100.00,4.80q,15/02/10,undated,100,4.3
107.85,101.20,106.75,105.98,TAHHA,Tabcorp Hldgs Ltd bondmay14,106.75,6.718,714.205,106.50,106.75,100.00,8.255q,17/02/10,1/05/14i,100,1.0
98.80,84.20,98.00,97.20,WOWHB,Woolworths Ltd perp.frn,97.80,26.812,2617.6,97.62,97.99,100.00,5.350q,15/03/10,15/09/11i,100,2.8
Convertible Notes ,,,,,,,,,,,,,,,,
-,-,-,-,AVDG,Advance Energy 9.5% cn15,-,-,-,-,-,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.95,0.80,AGIG,Ainsworth Game Tech 10% cn11,0.80,9.9,8.071,0.79,0.82,1.30,8.0sa,31/12/09,31/12/09m,-,n/a
2.07,1.11,2.04,2.04,AZZG,Antares Energy 10% cn13,2.04,-,-,2.00,2.04,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.86,0.14,0.86,0.805,AXOG,Aurox Res 7%cnjun10,0.86,73.5,60.07,0.817,0.88,0.95,7.0sa,30/06/10,30/06/10m,0.95,31.3
0.58,0.11,0.56,0.507,BECG,Becton Prop Grp 9.5% cn10,0.56,30,16.34,0.55,0.565,0.65,9.5sa,30/06/10,30/06/10m,0.65,47.3
0.23,0.13,0.13,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.18,0.18,CBDG,CBD Energy Ltd 12.5% cn,0.18,-,-,0.13,0.18,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.82,0.82,CCYG,China Century Capitl 12%  cn10,0.82,-,-,0.825,-,1.00,12.0q,31/03/10,30/09/10m,1,51.3
1.048,0.75,1.00,1.00,DRAG,Dragon Min Ltd 10% cn11,1.00,-,-,0.99,1.01,1.05,10.0q,31/03/10,10/02/11m,1.05,15.2
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,0.32,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.43,2.43,HSKG,Heemskirk Cons 8% cn11,2.43,-,-,2.42,2.45,3.00,12.0q,31/03/10,29/04/11m,3,28.9
99.50,51.00,99.50,98.12,IANG,IAG Finance (Nz) exch.note,99.40,18.963,1870.74,99.00,99.80,100.00,5.775q,15/03/10,15/12/19h,100,4.2
0.12,0.06,0.105,0.085,MSTG,Metal Storm Ltd 10% cn11,0.102,250,25.65,0.104,0.14,0.14,12.0q,1/09/09,1/09/09m,-,n/a
0.12,0.12,0.12,0.12,MSTGA,  sec cn11,0.12,-,-,0.012,0.14,0.135,-,-,9/01/2011,-,-
95.50,61.00,87.84,86.00,NFNG,Nufarm Finance (Nz) exc.nov11,87.83,11.448,999.531,86.50,87.76,100.00,6.190sa,15/04/10,24/11/11i,100,10.5
0.10,0.04,0.10,0.072,RSNG,Renison Cons 12% cn12,0.10,321.759,32.175,0.071,0.14,0.33,0.12,-,31/3/2012,-,-
1.25,0.50,1.10,1.00,RSGG,Resolute Min 12% cn12,1.10,37.01,40.26,1.11,1.20,0.50,12.0q,21/06/10,31/12/12m,-,n/a
98.20,71.50,98.00,97.25,SKAG,Skycity Invest aces,98.00,0.925,90.306,97.25,98.20,100.00,4.55q,15/03/10,15/12/10h,100,5.2
0.55,0.50,0.55,0.55,SURG,Sun Res NL 12%  cn11,0.55,-,-,0.40,-,0.55,12.0q,23/01/10,30/6/11m,0.55,14.3
0.16,0.04,0.10,0.10,VHLG,Virax Hldgs cn dec11,0.10,45.937,4.593,0.05,0.14,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
99.98,99.00,99.80,99.50,ANZPA,ANZ Banking Grp pref,99.80,179.312,17866.1,99.65,99.80,100.00,5.023q,15/03/10,15/12/16i,100,1.2
103.00,85.50,99.25,98.20,ANZPB,  pref,99.20,18.344,1813.63,99.00,99.25,100.00,4.725q,15/03/10,15/06/14i,100,1.3
86.50,31.20,85.01,84.85,AAZPB,Australand Assets assets,84.95,8.75,743.725,84.95,85.00,100.00,8.910q,31/03/10,undated,100,n/a
102.95,96.00,100.25,99.65,BOQPA,Bank of Qld reset prf,99.65,0.044,4.384,99.65,100.25,100.00,5.124sa,15/04/10,15/10/10h,100,10.3
93.50,64.60,91.00,88.50,BOQPC,  pref,88.56,3.238,288.864,88.56,90.90,100.00,4.403sa,15/04/10,17/12/12i,100,6.9
102.60,91.55,96.00,95.00,BENPA,Bendigo & Adelaide pref,95.60,2.769,265,95.70,96.50,100.00,6.16sa,1/05/10,1/11/12h,100,11.4
88.50,55.00,85.00,83.00,BENPB,  pref,85.00,0.65,54.25,83.00,85.00,100.00,4.025q,15/03/10,15/06/15h,100,3.5
90.99,55.00,85.60,84.80,BENPC,  pref,84.80,0.965,82.172,85.00,85.99,100.00,3.899q,10/01/10,10/10/14i,100,6.4
1.90,0.95,1.80,1.69,CAMPA,Clime Capital 7.5% pref,1.80,14.108,24.619,1.75,1.80,2.40,5.250q,6/04/10,30/04/17i,2.4,5.8
0.59,0.26,0.465,0.45,CMIPC,CMI Ltd pref.cl.a,0.45,163.669,74.751,0.44,0.47,1.20,11.67q,3/03/08,undated,-,n/a
208.00,202.50,208.00,207.00,CBAPA,C'wlth Bank  of Aust  perls v,207.50,33.709,7003.45,207.50,207.80,200.00,5.086q,1/02/10,31/10/14i,200,1.0
194.80,160.50,192.00,189.71,CBAPB,  perls iv,190.00,10.607,2020.87,190.00,191.00,200.00,3.492q,31/01/10,31/10/12i,200,2.0
86.00,41.00,85.00,83.50,DXRPA,Dexus Rents Tr rents,83.51,14.547,1219.06,83.50,84.00,100.00,5.410q,18/01/10,1/07/12i,100,9.5
63.75,19.65,63.75,58.00,ELDPA,Elders Ltd hybrids,62.25,19.774,1208.91,62.00,63.00,100.00,4.417q,31/03/10,30/06/11i,100,38.6
89.00,48.001,88.50,86.26,FXJPB,Fairfax Media Ltd pref,87.60,3.734,326.208,87.60,88.00,100.00,5.930sa,30/04/10,30/04/11i,100,13.8
