Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4722.6 at 16:47 13/11/2009  Report at 19:05 Friday 13/11/2009. Processed 13:27 Sunday 15/11/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,101.00,100.65,LEPHB,ALE Prop Grp 7.265un11,101.00,0.49,49.49,101.00,102.949,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.5
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,97.20,-,100.00,9.0q,1/01/10,31/07/10i,100,11.6
105.00,100.00,101.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,101.00,2.503,250.463,100.00,101.00,100.00,7.82,-,7/09/2012,-,-
550.00,200.00,550.00,540.00,CBHGA,CBH Res Ltd 7.25%cn12,550.00,0.25,137.5,550.00,570.00,1000.00,7.25sa,15/03/10,3/05/12m,-,37.7
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
105.70,102.95,105.65,104.00,HBSHA,Heritage Bld Soc 10%3mth19,104.00,4.42,462.799,104.00,104.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,0.90,0.80,MSCHE,Minerals Corp 10.5%db09,0.80,16.338,13.07,0.80,0.90,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1798.00,n/a,2/01/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4150.00,n/a,2/01/10,1/10/14m,-,n/a
6406.14,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4430.00,n/a,2/01/10,1/10/14m,-,n/a
30.00,5.25,13.50,13.50,AFPHA,Alpha Financial Prod ser1frn12,13.50,-,-,10.55,19.00,100.00,6.18sa,20/03/10,20/03/12m,100,122.4
114.00,100.00,111.00,110.20,AQNHA,AMP Grp Finance frn apr19,110.26,8.494,939.34,110.26,110.50,100.00,8.030q,17/11/09,15/05/14i,100,0.5
72.00,47.20,71.05,71.00,BENHB,Bendigo & Adelaide cap. note,71.00,0.715,50.765,71.00,72.00,100.00,4.03q,2/03/10,undated,100,3.8
53.00,13.00,48.90,47.10,GINHA,Generator Income gennote2,47.10,5.121,245.906,47.10,48.00,100.00,5.670q,8/01/10,8/10/11m,100,48.8
98.00,86.00,96.00,95.30,HLCHA,Halcyon Sec hlcnte10,95.70,7.945,758.065,95.50,95.70,100.00,7.37q,3/02/10,3/08/10m,100,10.5
83.00,29.00,81.25,79.50,MBLHB,Macq Bank Ltd inc sec,80.71,8.599,693.303,80.71,81.88,100.00,5.41q,15/01/10,undated,100,3.6
0.231,0.021,0.22,0.20,MFNHA,Macq Fortress frn aug35,0.20,160.889,33.372,0.20,0.211,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,56.00,83.00,80.999,NABHA,National Aust Bank natincsec,80.999,42.266,3460.28,80.30,81.00,100.00,4.53q,16/11/09,undated,100,3.0
97.20,60.00,97.20,95.00,NXBHB,Nexus Bonds Ltd frn dec09,96.70,2.953,282.504,96.70,98.40,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,68.10,63.00,NXBHC,  nexus3,65.00,2.15,138.602,64.00,66.00,100.00,6.11q,14/12/09,14/12/10m,100,49.7
59.80,39.00,57.50,57.50,NXBHD,  nexus4,57.50,0.05,2.875,57.501,58.00,100.00,5.79q,20/11/09,23/06/15m,100,n/a
92.00,58.00,91.25,90.00,SAKHA,Sthn Cross Air skies,91.25,19.303,1745.17,91.25,91.50,100.00,5.170q,27/01/10,1/01/12i,100,6.8
72.00,35.00,71.50,69.90,SUNHB,Suncorp-Metway cap. note,71.00,3.36,237.604,71.01,71.45,100.00,4.03q,15/02/10,undated,100,3.6
107.85,101.20,106.00,104.50,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.20,8.557,902.318,105.20,105.40,100.00,7.288q,17/11/09,1/05/14i,100,0.1
98.80,84.20,98.25,97.401,WOWHB,Woolworths Ltd perp.frn,98.25,16.255,1589.2,98.17,98.37,100.00,4.555q,15/12/09,15/09/11i,100,2.5
Convertible Notes ,,,,,,,,,,,,,,,,
0.85,0.50,0.82,0.80,AGIG,Ainsworth Game Tech 8% cn11,0.82,2.989,2.411,0.67,0.82,1.30,8.0sa,31/12/09,31/12/09m,1.3,n/a
2.05,0.945,2.05,2.05,AZZG,Antares Energy 10% cn13,2.05,7.378,15.124,2.00,2.07,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.815,0.14,0.79,0.78,AXOG,Aurox Res 7%cnjun10,0.78,108,84.739,0.765,0.78,0.95,7.0sa,31/12/09,30/06/10m,0.95,49.8
0.55,0.11,0.50,0.48,BECG,Becton Prop Grp 9.5% cn10,0.50,103.755,51.523,0.50,0.526,0.65,9.5sa,31/12/09,30/06/10m,0.65,69.9
0.23,0.13,0.23,0.23,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.13,-,1.00,7.0sa,31/12/09,23/12/10m,1,n/a
72.50,58.00,68.00,68.00,CAAG,Capral Ltd 10% cn 12,68.00,-,-,-,-,100.00,10.0sa,31/03/10,29/03/12m,100,30.9
0.18,0.105,0.165,0.165,CBDG,CBD Energy Ltd 12.5% cn,0.165,-,-,0.165,0.18,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.80,0.80,CCYG,China Century Capitl 12%  cn10,0.80,-,-,0.605,-,1.00,12.0q,31/03/10,30/09/10m,1,44.6
1.048,0.65,1.00,1.00,DRAG,Dragon Min Ltd 10% cn11,1.00,-,-,0.93,1.05,1.05,10.0q,31/12/09,10/02/11m,1.05,15.5
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,0.34,-,0.45,0.15,-,31/1/2012,-,-
