Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, June 28, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 4775.4 at 2013-06-28T16:44:35. Report at Friday, June 28, 2013. Processed Saturday at 2013-06-29T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
112.00,104.00,108.15,106.00,HBSHA,Heritage Bank,107.35,2.007,215.013,107.35,108.15,100.00,10.000q,17/08/13,27/10/14i,100.00,5.2,,
108.50,102.45,106.00,104.65,HBSHB,  bondjun17,105.00,3.321,350.152,105.00,107.00,100.00,7.250q,20/09/13,20/06/17h,100.00,5.9,,
5697.365,5697.365,5697.365,5697.365,LSBHB,Pentagon Capital,5697.365,,,,,1270,n/a,1/08/13,1/10/14m,,n/a,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,1294,n/a,1/08/13,1/10/14m,,n/a,,
Floating Rate Notes,,
105.50,99.20,102.25,101.501,AGKHA,AGL Energy,102.00,26.242,2678.38,101.80,102.00,100.00,6.571q,8/09/13,8/06/19i,100.00,+3.5,,
104.50,100.50,101.75,101.15,LEPHC,ALE Prop Grp,101.74,3.132,318.197,101.30,101.74,100.00,7.530q,17/08/13,15/05/14i,100.00,+3.2,,
108.00,102.05,103.15,102.45,AQNHA,AMP Grp Finance,103.00,4.765,489.888,103.20,103.40,100.00,7.558q,15/08/13,15/05/14i,100.00,+2.3,,
105.20,100.00,102.00,101.00,ANZHA,ANZ Banking Grp,102.00,90.153,9141.86,101.85,102.60,100.00,5.526q,20/09/13,20/6/17i,100.00,+2.2,,
108.00,100.19,105.20,103.30,AQHHA,APT Pipelines,105.20,11.597,1203.60,104.45,105.20,100.00,7.629q,30/06/13,31/03/18i,100.00,+2.8,,
105.00,99.05,105.00,103.50,AYUHA,Aust Unity,103.50,2.280,236.420,103.50,104.00,100.00,6.593q,14/07/13,14/04/16i,100.00,+2.7,,
100.75,98.60,100.00,100.00,BENHA,Bendigo & Adelaide Bk,100.00,.021,2.100,100.10,100.30,100.00,4.220q,15/09/13,17/03/14h,100.00,+1.8,,
76.60,70.20,76.00,75.00,BENHB,  cap. note,75.00,.025,1.885,75.00,85.00,100.00,.00q,30/08/13,undated,100.00,+2.8,,
107.95,99.65,104.60,103.00,CTXHA,Caltex Aust,103.00,19.946,2070.24,103.00,103.80,100.00,7.281q,17/09/13,15/06/17i,100.00,+3.8,,
105.00,99.45,102.00,100.25,CNGHA,Colonial Hldgs,101.80,28.229,2861.92,101.80,102.00,100.00,6.354q,29/06/13,31/3/17i,100.00,+2.7,,
100.65,97.90,100.10,99.15,CBAHA,C'wlth Bank  of Aust,99.20,32.348,3213.99,99.10,100.00,100.00,4.093q,15/07/13,24/12/15h,100.00,+1.8,,
107.60,99.11,104.00,103.02,CWNHA,Crown,104.00,13.033,1349.00,103.76,104.00,100.00,7.820q,14/09/13,14/09/18i,100.00,+4.2,,
75.95,58.60,73.85,72.00,MBLHB,Macquarie Bank,72.50,8.808,637.857,72.50,72.61,100.00,4.76q,15/07/13,undated,100.00,+4.1,,
75.00,67.21,70.999,68.50,NABHA,National Aust Bank,70.00,149.892,10377.5,69.91,70.15,100.00,4.059q,15/08/13,undated,100.00,+3.9,,
