Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, December 24, 2010,,,,,,,,,,,,,,,,,,,,
"XAO 4868.3 at 2010-12-24T14:38:19. Report at Friday, December 24, 2010. Processed Saturday at 2010-12-25T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
105.00,100.10,104.00,104.00,LEPHB,ALE Prop Grp 7.265un11,104.00,,,104.00,104.50,100,7.26,,30/9/2011,,,,
102.50,99.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,,,100.05,101.90,100,7.82,,9/7/2012,,,,
105.25,100.00,103.00,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,.270,27.810,102.00,103.00,100,8.79,,23/11/2012,,,,
109.00,102.50,107.40,105.00,HBSHA,Heritage Bldg Society 10%3mth19,106.00,1.842,194.601,106.00,107.40,100,10.00,,25/10/2019,,,,
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,,,,,809,52.59,,1/10/2011,,,,
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,,,,,3354,234.75,,1/10/2014,,,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,3532,150.10,,1/10/2014,,,,
Floating Rate Notes,,
103.25,100.00,100.50,100.30,LEPHC,ALE Prop Grp frn3mth14,100.50,.500,50.190,100.30,100.75,100,9.00,,20/8/2014,,,,
67.00,14.00,65.00,62.00,AFPHA,Alpha Financial Prod ser1frn12,65.00,.550,35.508,63.50,69.95,100,1.55,,20/3/2012,,,,
113.10,106.10,109.50,108.30,AQNHA,AMP Grp Finance frn apr19,109.50,3.267,356.643,109.15,109.50,100,9.80,,1/4/2019,,,,
78.00,62.00,78.00,75.77,BENHB,Bendigo & Adelaide cap. note,76.00,2.517,192.813,76.25,78.00,100,6.05,,,,,,
100.08,99.90,100.08,99.90,CBAHA,C'wlth Bank  of Aust def,100.00,7.581,758.103,99.90,100.00,100,6.02,,24/12/2015,,,,
90.50,51.50,90.50,89.25,GINHA,Generator Income gennote2,89.50,13.261,1194.29,89.31,89.60,100,,,8/10/2011,,,,
82.00,67.10,79.50,77.55,MBLHB,Macq Bank inc sec,78.20,10.369,812.658,78.10,78.20,100,6.51,,,,,,
.26,.15,.26,.25,MFNHA,Macq Fortress frn aug35,.26,126.076,32.371,.26,.27,1,10.25,,31/8/2035,,,,
84.50,73.20,83.49,81.015,NABHA,National Aust Bank natincsec,83.00,49.530,4095.24,83.00,83.15,100,6.30,,,,,,
67.52,58.00,67.00,66.50,NXBHD,Nexus Bonds nexus4,66.50,4.197,279.608,66.50,67.50,100,,,23/6/2015,,,,
101.50,99.10,100.50,100.00,PRYHA,Primary Health Care bondsep15,100.50,2.070,207.451,100.30,100.50,100,8.93,,28/9/2015,,,,
98.55,88.00,98.35,98.00,SAKHA,Sthn Cross Air skies,98.00,2.792,273.952,98.10,98.60,100,6.68,,20/12/2016,,,,
74.00,61.05,72.85,72.10,SUNHB,Suncorp-Metway cap. note,72.40,3.547,257.623,,,100,5.80,,,,,,
107.95,102.20,106.50,105.00,TAHHA,Tabcorp Hldgs bondmay14,106.50,2.008,211.998,105.30,106.50,100,9.30,,1/5/2014,,,,
100.20,95.00,99.25,98.75,WOWHB,Woolworths perp.frn,98.75,9.253,915.385,98.80,99.25,100,5.96,,,,,,
Convertible Notes,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,,,,1.07,1,.10,,4/1/2015,,,,
1.30,.765,1.25,1.25,AGIG,Ainsworth Game Tech 10% cn11,1.25,,,1.12,1.20,1.30,.10,,31/12/2011,,,,
2.06,1.98,1.98,1.98,AZZG,Antares Energy 10% cn13,1.98,,,2.00,,2,.10,,31/10/2013,,,,
.57,.195,.30,.28,BECG,Becton Prop 9.5% cn12,.28,220.076,65.011,.22,.27,.65,.10,,30/6/2012,,,,
.225,.08,.08,.08,BPKG,Bremer Park 7% cn10,.08,,,,,.75,.07,,23/12/2010,,,,
.18,.13,.145,.145,CBDG,CBD Energy 12.5% cn,.145,,,,,.10,.13,,28/1/2011,,,,
.95,.82,.90,.90,CCYG,China Century Capitl 12%  cn12,.90,,,.65,.90,1,.12,,30/9/2012,,,,
.60,.60,.60,.60,FARGA,First Aust Res 15% cn12,.60,,,,,.45,.15,,31/1/2012,,,,
100.50,99.85,100.50,99.85,HLNG,Healthscope Notes 11.25% cn,100.00,20.116,2012.39,99.99,100.00,100,.11,,17/6/2016,,,,
2.90,2.20,2.90,2.79,HSKG,Heemskirk Cons 8% cn11,2.90,6.328,18.332,2.83,2.84,3,.08,,29/4/2011,,,,
106.00,97.05,104.50,102.76,IANG,IAG Finance (NZ) exch.note,103.70,14.335,1478.93,103.70,104.50,100,.06,,31/12/2036,,,,
1.75,1.70,1.75,1.72,IMFG,IMF (Aust) 10.25% cn,1.735,219.860,382.972,1.74,1.75,1.65,.10,,31/12/2014,,,,
.14,.065,.10,.10,MSTG,Metal Storm 10% cn11,.10,,,.08,.135,.135,.10,,1/9/2011,,,,
.15,.071,.08,.08,MSTGA,  sec cn11,.08,,,.08,.105,.135,,,1/9/2011,,,,
90.00,50.00,71.50,71.00,NFNG,Nufarm Finance (NZ) exc.nov11,71.25,4.901,349.778,71.26,72.00,100,.07,,15/4/2100,,,,
.12,.06,.10,.10,RSNG,Renison Cons 12% cn12,.10,,,.08,.12,.33,.12,,31/3/2012,,,,
1.47,.765,1.32,1.30,RSGG,Resolute Min 12% cn12,1.32,2522.00,3179.04,1.30,1.40,.50,.12,,31/12/2012,,,,
.55,.45,.45,.45,SURG,Sun Res 12%  cn11,.45,,,,,.55,.12,,30/6/2011,,,,
.27,.05,.05,.05,VHLG,Virax Hldgs cn dec11,.05,,,.05,,.10,,,31/12/2011,,,,
Hybrid Securities,,
106.00,99.05,105.40,104.10,ANZPA,ANZ Banking Grp pref,105.00,40.814,4271.18,104.95,105.00,,,,,,,,
103.90,96.75,102.25,100.60,ANZPB,  pref,102.00,28.153,2864.50,101.81,101.90,,,,,,,,
93.00,81.30,92.90,90.00,AAZPB,Australand Assets assets,90.20,18.073,1662.03,90.10,91.00,,,,,,,,
99.90,81.50,99.90,95.20,BOQPC,Bank of Qld pref,96.00,5.663,543.015,96.00,96.80,,,,,,,,
105.25,95.00,102.45,102.40,BENPA,Bendigo & Adelaide pref,102.40,1.055,108.036,102.15,102.80,,,,,,,,
96.00,81.01,96.00,94.01,BENPB,  pref,96.00,4.072,388.540,94.75,96.00,,,,,,,,
97.50,82.00,96.40,95.20,BENPC,  pref,95.50,4.889,466.455,95.26,95.40,,,,,,,,
1.96,1.69,1.96,1.91,CAMPA,Clime Capital 7.5% pref,1.96,10.000,19.535,1.94,1.97,,,,,,,,
.52,.331,.52,.462,CMIPC,CMI pref.cl.a,.52,98.224,48.680,.48,.53,,,,,,,,
214.99,201.75,209.40,207.30,CBAPA,C'wlth Bank  of Aust perls v,209.00,36.680,7629.11,209.00,209.39,,,,,,,,
198.50,187.00,197.74,194.801,CBAPB,  perls iv,197.74,14.461,2838.25,197.00,197.74,,,,,,,,
92.00,79.15,92.00,90.44,DXRPA,DEXUS Rents Tr rents,91.30,.821,74.959,91.30,92.00,,,,,,,,
65.003,37.50,51.00,48.852,ELDPA,Elders hybrids,49.40,8.823,437.273,49.30,49.40,,,,,,,,
99.80,83.00,99.00,98.60,FXJPB,Fairfax Media pref,99.00,3.035,299.838,98.61,99.00,,,,,,,,
79.80,65.00,77.00,73.99,GMPPA,Goodman Plus Tr stepup pf,74.10,16.562,1234.27,73.20,74.00,,,,,,,,
84.00,50.55,81.90,74.00,GNSPA,Gunns forests,76.25,16.227,1251.58,75.11,77.90,,,,,,,,
104.20,96.00,101.10,100.40,IAGPA,Insurance Aust Grp 5.63%pref,100.60,4.887,492.730,100.60,100.99,,,,,,,,
110.65,104.50,106.50,105.50,MQCPA,Macquarie CPS Tr pref,106.00,26.051,2762.46,105.60,106.00,,,,,,,,
86.90,72.50,81.00,78.25,MXUPA,Multiplex Sites sites,78.50,16.281,1304.68,78.42,79.00,,,,,,,,
100.00,89.05,100.00,98.50,ORIPB,Orica pref,100.00,6.660,662.960,99.50,100.00,,,,,,,,
74.50,53.70,61.50,58.50,PXUPA,PaperlinX SPS Tr pref,58.60,14.060,834.126,58.60,58.95,,,,,,,,
189.70,161.50,188.00,185.00,PCAPA,Preferred Capital perls iii,185.50,12.336,2296.94,185.50,186.50,,,,,,,,
101.00,92.16,100.20,99.75,RHCPA,Ramsay Health Care cares,100.20,8.091,808.920,100.00,100.20,,,,,,,,
92.50,75.20,91.50,90.00,SVWPA,Seven Grp Hldgs pref,91.00,11.810,1070.35,91.01,91.49,,,,,,,,
103.00,95.70,102.30,101.70,SUNPA,Suncorp-Metway 5.068%prf,102.30,2.526,257.106,,,,,,,,,,
103.50,92.80,101.55,100.311,SUNPB,  pref,101.018,29.292,2958.87,,,,,,,,,,
101.50,101.00,101.50,101.00,SBKPB,Suncorp-Metway def,101.50,1.720,174.020,101.00,101.50,,,,,,,,
77.00,58.00,70.15,69.302,TPAPA,Transpacific SPS Tr stepup pf,69.35,3.361,234.358,69.35,70.00,,,,,,,,
