Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:06 Friday 30/7/2010. Processed 18:45 Saturday 31/7/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,104.50,104.50,LEPHB,ALE Prop Grp 7.265un11,104.50,0.11,11.495,104.50,-,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.5
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,31/07/10,31/07/10i,100,n/a
105.00,100.00,102.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,0.517,52.2,100.10,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,103.00,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,0.583,60.049,102.10,103.00,100.00,8.79,-,23/11/2012,-,-
970.00,450.00,970.00,970.00,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,990.10,-,1000.00,7.25sa,15/09/10,3/05/12m,-,11.0
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,106.50,106.00,HBSHA,Heritage Bld Soc 10%3mth19,106.00,1.102,117.32,106.01,107.15,100.00,10.000q,17/08/10,27/10/14i,100,3.7
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1198.00,n/a,2/09/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3667.00,n/a,2/09/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3882.00,n/a,2/09/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,103.00,102.00,LEPHC,ALE Prop Grp frn3mth14,103.00,0.201,20.599,101.60,103.00,100.00,8.64,-,20/8/2014,-,-
34.15,10.00,30.001,30.00,AFPHA,Alpha Financial Prod ser1frn12,30.001,0.05,1.5,30.50,34.00,100.00,7.14sa,20/09/10,20/03/12m,100,98.4
114.00,106.10,110.70,109.00,AQNHA,AMP Grp Finance frn apr19,109.25,4.912,539.478,107.75,109.25,100.00,9.600q,17/08/10,15/05/14i,100,-7.9
72.00,62.00,64.50,63.50,BENHB,Bendigo & Adelaide cap. note,64.00,0.419,26.762,64.00,66.00,100.00,5.66q,30/08/10,undated,100,4.8
80.00,34.50,76.50,75.61,GINHA,Generator Income gennote2,76.01,4.194,319.671,76.01,77.95,100.00,6.840q,8/10/10,8/10/11m,100,27.9
100.50,93.15,100.30,100.30,HLCHA,Halcyon Sec hlcnte10,100.30,-,-,-,-,100.00,8.03q,3/08/10,3/08/10m,100,n/a
83.00,67.10,73.10,71.90,MBLHB,Macq Bank Ltd inc sec,73.10,5.588,404.912,73.00,73.59,100.00,6.58q,15/10/10,undated,100,4.5
0.231,0.12,0.17,0.154,MFNHA,Macq Fortress frn aug35,0.154,52,8.093,0.154,0.17,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,73.20,77.20,75.465,NABHA,National Aust Bank natincsec,77.01,50.969,3887.97,77.01,77.20,100.00,6.10q,16/08/10,undated,100,3.3
97.00,49.001,95.20,95.20,NXBHC,Nexus Bonds Ltd nexus3,95.20,-,-,95.36,97.00,100.00,7.66q,14/09/10,14/12/10m,100,20.2
64.999,55.00,64.999,64.999,NXBHD,  nexus4,64.999,0.11,7.149,63.101,64.999,100.00,7.00q,20/11/10,23/06/15m,100,n/a
95.00,76.997,93.95,90.45,SAKHA,Sthn Cross Air skies,93.95,105.149,9631.77,93.00,93.95,100.00,6.640q,27/10/10,1/01/12i,100,7.0
72.00,58.06,64.56,63.00,SUNHB,Suncorp-Metway cap. note,64.56,3.122,198.918,64.65,65.50,100.00,5.56q,15/08/10,undated,100,4.5
107.95,102.20,106.75,104.15,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.80,10.262,1088.61,104.80,105.00,100.00,8.477q,17/08/10,1/05/14i,100,2.7
98.80,95.00,98.50,97.80,WOWHB,Woolworths Ltd perp.frn,98.10,20.884,2049.07,98.05,98.50,100.00,6.008q,15/09/10,15/09/11i,100,3.7
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,1.07,1.07,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.07,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.90,0.87,AGIG,Ainsworth Game Tech 10% cn11,0.87,17.4,15.478,0.90,1.02,1.30,8.0sa,31/12/10,31/12/11m,1.3,42.2
2.07,1.81,2.00,2.00,AZZG,Antares Energy 10% cn13,2.00,-,-,1.81,-,2.00,10.0q,31/07/10,31/10/13h,-,n/a
0.58,0.30,0.36,0.36,BECG,Becton Prop Grp 9.5% cn12,0.36,-,-,0.34,0.395,0.65,9.5sa,31/12/10,30/06/12m,0.65,33.5
0.23,0.12,0.225,0.225,BPKG,Bremer Park Ltd 7% cn10,0.225,-,-,0.12,0.18,1.00,7.0sa,23/12/10,23/12/10m,1,n/a
0.19,0.105,0.16,0.16,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,-,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,0.90,0.90,CCYG,China Century Capitl 12%  cn10,0.90,-,-,0.90,1.00,1.00,12.0q,30/09/10,30/09/10m,1,137.7
1.055,0.86,1.05,1.05,DRAG,Dragon Min Ltd 10% cn11,1.05,-,-,1.05,1.065,1.05,10.0q,30/09/10,10/02/11m,1.05,11.9
0.60,0.60,0.60,0.60,FARGA,FAR Ltd 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.60,2.15,2.60,2.49,HSKG,Heemskirk Cons 8% cn11,2.60,30,76.9,2.61,2.65,3.00,12.0q,30/09/10,29/04/11m,3,34.6
103.00,80.10,101.49,100.85,IANG,IAG Finance (Nz) exch.note,101.49,24.152,2444.43,101.40,101.49,100.00,6.236q,15/09/10,15/12/19h,100,3.9
0.14,0.08,0.14,0.14,MSTG,Metal Storm Ltd 10% cn11,0.14,-,-,0.08,0.13,0.14,12.0q,22/09/10,1/09/11m,0.14,7.6
0.15,0.12,0.15,0.15,MSTGA,  sec cn11,0.15,-,-,0.009,0.145,0.135,-,-,9/01/2011,-,-
95.50,58.00,69.00,66.50,NFNG,Nufarm Finance (Nz) exc.nov11,66.50,80.327,5382.93,65.00,66.50,100.00,6.710sa,15/10/10,24/11/11i,100,40.9
0.12,0.04,0.09,0.09,RSNG,Renison Cons 12% cn12,0.09,-,-,0.023,0.09,0.33,0.12,-,31/3/2012,-,-
1.28,0.67,0.91,0.81,RSGG,Resolute Min 12% cn12,0.82,42.5,34.6,0.795,0.82,0.50,12.0q,21/12/10,31/12/12m,-,n/a
99.75,93.251,99.50,99.45,SKAG,Skycity Invest aces,99.50,0.571,56.811,99.15,99.50,100.00,5.011q,15/09/10,15/12/10h,100,6.4
0.55,0.45,0.45,0.45,SURG,Sun Res NL 12%  cn11,0.45,-,-,-,-,0.55,12.0q,23/10/10,30/6/11m,0.55,38.8
0.27,0.05,0.10,0.10,VHLG,Virax Hldgs cn dec11,0.10,-,-,0.10,0.20,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
104.30,99.00,104.30,102.65,ANZPA,ANZ Banking Grp pref,104.15,56.25,5818.76,104.00,104.15,100.00,5.606q,15/09/10,15/12/16i,100,2.5
103.00,95.50,101.90,100.75,ANZPB,  pref,101.90,30.674,3104.36,101.56,101.90,100.00,5.186q,15/09/10,15/06/14i,100,2.2
90.50,73.00,87.55,83.30,AAZPB,Australand Assets assets,87.00,18.104,1547.56,87.00,87.65,100.00,9.640q,30/09/10,undated,100,n/a
102.95,97.50,100.56,100.00,BOQPA,Bank of Qld reset prf,100.45,1.164,116.875,100.25,101.00,100.00,5.124sa,15/10/10,15/10/10h,100,16.7
93.50,81.50,88.80,86.50,BOQPC,  pref,88.497,4.226,372.216,87.60,88.80,100.00,4.767sa,15/10/10,17/12/12i,100,8.1
102.60,95.00,100.00,99.30,BENPA,Bendigo & Adelaide pref,99.60,2.555,254.849,99.75,101.00,100.00,6.16sa,1/11/10,1/11/12h,100,10.2
90.00,74.00,87.70,87.25,BENPB,  pref,87.50,1.205,105.402,87.50,89.00,100.00,4.486q,15/09/10,15/06/15h,100,4.7
92.50,72.01,92.00,91.00,BENPC,  pref,91.00,1.82,165.85,89.25,90.50,100.00,4.646q,10/10/10,10/10/14i,100,4.5
1.90,1.60,1.76,1.75,CAMPA,Clime Capital 7.5% pref,1.75,2.5,4.375,1.76,1.90,2.40,5.250q,6/10/10,30/04/17i,2.4,7.1
0.59,0.331,0.35,0.331,CMIPC,CMI Ltd pref.cl.a,0.336,33.917,11.403,0.336,0.37,1.20,11.67q,n/a,undated,-,n/a
211.20,201.75,208.00,206.40,CBAPA,C'wlth Bank  of Aust  perls v,207.50,24.389,5052.51,207.30,207.60,200.00,5.621q,1/08/10,31/10/14i,200,3.0
196.60,184.50,194.00,192.55,CBAPB,  perls iv,193.70,20.466,3954.07,193.35,193.70,200.00,3.976q,31/07/10,31/10/12i,200,2.6
86.00,75.50,84.50,83.00,DXRPA,Dexus Rents Tr rents,84.00,2.352,198.024,84.10,84.50,100.00,6.140q,17/10/10,1/07/12i,100,11.6
65.003,37.50,40.50,38.50,ELDPA,Elders Ltd hybrids,39.50,10.552,416.945,39.01,39.45,100.00,5.027q,30/09/10,30/06/11i,100,126.3
93.70,66.75,89.85,86.30,FXJPB,Fairfax Media Ltd pref,88.00,12.782,1122.07,87.60,88.00,100.00,6.450sa,31/10/10,30/04/11i,100,22.9
75.00,51.90,71.50,69.20,GMPPA,Goodman Plus Tr stepup pf,71.50,13.91,978.764,71.01,73.10,100.00,6.800q,21/09/10,21/03/13i,100,16.8
81.00,50.55,70.00,68.00,GNSPA,Gunns Ltd forests,68.00,2.96,205.632,68.00,68.50,100.00,6.916q,14/10/10,undated,100,n/a
102.54,94.50,101.00,100.55,IAGPA,Insurance Aust Grp 5.63%pref,101.00,11.203,1129.09,100.70,101.00,100.00,5.63sa,15/12/10,15/06/12h,100,8.1
111.00,103.51,107.90,106.60,MQCPA,Macq Cps Tr pref,107.50,20.127,2153.79,107.50,107.90,100.00,11.10sa,31/12/10,30/06/13h,100,8.5
86.90,51.99,78.50,75.50,MXUPA,Multiplex Sites sites,77.00,12.31,939.774,77.00,78.40,100.00,8.740q,18/10/10,undated,100,6.9
96.45,89.00,96.00,93.80,ORIPB,Orica Ltd pref,95.90,23.007,2190.82,95.90,96.40,100.00,6.415sa,30/11/10,30/11/11i,100,5.7
74.50,33.50,61.50,59.00,PXUPA,PaperlinX Sps Tr pref,61.10,3.362,201.266,59.66,61.10,100.00,7.365sa,31/12/10,30/06/12i,100,33.4
188.00,160.00,179.90,177.50,PCAPA,Preferred Capital perls iii,179.00,17.047,3046.76,178.80,179.00,200.00,4.109q,6/10/10,6/04/16i,200,3.5
99.00,92.16,94.98,93.01,RHCPA,Ramsay Health Care cares,94.98,11.561,1084.6,93.80,94.89,100.00,5.294sa,20/10/10,20/10/10i,100,39.1
88.99,75.20,84.50,81.00,SVWPA,Seven Grp Hldgs pref,83.75,12.208,1010.96,83.80,84.50,100.00,6.790sa,30/11/10,31/05/10i,100,7.3
