Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:07 Friday 4/6/2010. Processed 13:54 Sunday 6/6/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,91.50,103.70,103.70,LEPHB,ALE Prop Grp 7.265un11,103.70,-,-,103.701,104.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.2
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,23.0
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,1.5,150,98.00,101.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,102.00,101.25,BZBHA,Brookfield Bonds B 8.79%3m12,102.00,0.37,37.658,101.50,102.00,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,970.00,970.00,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,971.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,10.0
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,106.50,105.50,HBSHA,Heritage Bld Soc 10%3mth19,106.50,1.08,114.55,106.51,107.00,100.00,10.000q,17/08/10,27/10/14i,100,2.9
0.80,0.28,0.29,0.29,MSCHF,Minerals Corp 10.5%db11,0.29,25,7.25,0.13,0.32,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1274.00,n/a,1/08/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3729.00,n/a,1/08/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3951.00,n/a,1/08/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.00,100.00,LEPHC,ALE Prop Grp frn3mth14,101.00,15.15,1515.15,99.10,101.90,100.00,8.64,-,20/8/2014,-,-
34.15,6.50,30.00,30.00,AFPHA,Alpha Financial Prod ser1frn12,30.00,0.325,9.75,29.50,35.00,100.00,7.14sa,20/09/10,20/03/12m,100,87.1
114.00,106.00,109.00,106.20,AQNHA,AMP Grp Finance frn apr19,107.00,4.778,514.656,106.80,107.00,100.00,9.600q,17/08/10,15/05/14i,100,2.8
72.00,57.00,64.50,63.00,BENHB,Bendigo & Adelaide cap. note,64.50,0.925,59.568,63.00,64.50,100.00,.00q,30/08/10,undated,100,4.5
80.00,29.20,71.50,70.00,GINHA,Generator Income gennote2,70.00,9.935,696.947,68.50,70.00,100.00,6.468q,8/07/10,8/10/11m,100,32.7
