Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4721.2 at 16:47 4/12/2009  Report at 19:07 Friday 4/12/2009. Processed 20:44 Friday 4/12/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,101.60,101.60,LEPHB,ALE Prop Grp 7.265un11,101.60,-,-,101.10,102.49,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.4
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,96.40,-,100.00,9.0q,1/01/10,31/07/10i,100,12.7
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,0.35,35.7,102.00,-,100.00,7.82,-,7/09/2012,-,-
101.50,100.50,101.00,100.50,BZBHA,Brookfield Bonds B 8.79%3m12,100.99,2.125,214.568,100.50,100.99,100.00,8.79,-,23/11/2012,-,-
570.00,200.00,565.00,560.00,CBHGA,CBH Res Ltd 7.25%cn12,560.00,0.141,79.04,540.00,590.00,1000.00,7.25sa,15/03/10,3/05/12m,-,37.8
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
105.70,102.00,104.25,103.00,HBSHA,Heritage Bld Soc 10%3mth19,103.00,6.151,638.279,102.50,103.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,0.90,0.87,MSCHE,Minerals Corp 10.5%db09,0.90,52.2,46.48,0.83,0.90,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1724.00,n/a,1/02/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4091.00,n/a,1/02/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4362.00,n/a,1/02/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.00,5.25,14.50,13.10,AFPHA,Alpha Financial Prod ser1frn12,13.30,0.779,10.533,13.50,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,127.9
114.00,100.00,109.00,107.50,AQNHA,AMP Grp Finance frn apr19,109.00,6.138,665.478,108.00,109.00,100.00,8.755q,17/02/10,15/05/14i,100,1.5
72.00,47.20,70.00,68.75,BENHB,Bendigo & Adelaide cap. note,68.75,0.36,24.782,68.75,69.00,100.00,4.80q,2/03/10,undated,100,4.1
53.00,13.00,49.50,44.00,GINHA,Generator Income gennote2,46.10,0.635,29.917,46.10,51.50,100.00,5.670q,8/01/10,8/10/11m,100,52.1
98.00,88.49,95.85,94.80,HLCHA,Halcyon Sec hlcnte10,95.85,3.2,305.63,95.10,96.449,100.00,7.37q,3/02/10,3/08/10m,100,11.5
83.00,29.00,77.40,74.20,MBLHB,Macq Bank Ltd inc sec,75.00,22.82,1712.92,74.81,75.25,100.00,5.41q,15/01/10,undated,100,4.4
0.231,0.021,0.181,0.18,MFNHA,Macq Fortress frn aug35,0.181,213.56,38.587,0.18,0.21,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,58.00,79.79,76.25,NABHA,National Aust Bank natincsec,79.48,35.918,2794.18,78.60,79.45,100.00,5.255q,15/02/10,undated,100,3.2
98.50,60.00,98.50,97.00,NXBHB,Nexus Bonds Ltd frn dec09,98.50,0.315,30.577,-,-,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,65.00,62.50,NXBHC,  nexus3,63.00,0.815,51.307,56.00,70.00,100.00,6.11q,14/12/09,14/12/10m,100,53.4
59.80,39.00,57.50,55.00,NXBHD,  nexus4,55.35,2.489,138.452,55.05,57.999,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,91.50,90.25,SAKHA,Sthn Cross Air skies,90.30,34.891,3158.16,90.50,90.70,100.00,5.170q,27/01/10,1/01/12i,100,7.7
72.00,35.00,66.50,64.60,SUNHB,Suncorp-Metway cap. note,65.00,1.902,124.744,64.50,65.00,100.00,4.80q,15/02/10,undated,100,4.4
107.85,101.20,105.95,104.50,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.00,21.092,2215.87,105.00,105.75,100.00,8.255q,17/02/10,1/05/14i,100,1.4
98.80,84.20,98.25,96.75,WOWHB,Woolworths Ltd perp.frn,97.00,30.473,2961.13,96.80,97.47,100.00,4.555q,15/12/09,15/09/11i,100,2.9
Convertible Notes ,,,,,,,,,,,,,,,,
0.85,0.50,0.82,0.82,AGIG,Ainsworth Game Tech 8% cn11,0.82,-,-,0.865,0.95,1.30,8.0sa,31/12/09,31/12/09m,1.3,n/a
2.07,1.05,2.07,2.05,AZZG,Antares Energy 10% cn13,2.05,2.622,5.375,1.72,2.05,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.815,0.14,0.81,0.79,AXOG,Aurox Res 7%cnjun10,0.81,31,25.11,0.81,0.85,0.95,7.0sa,31/12/09,30/06/10m,0.95,47.0
0.57,0.11,0.57,0.54,BECG,Becton Prop Grp 9.5% cn10,0.57,302,168.66,0.55,0.57,0.65,9.5sa,31/12/09,30/06/10m,0.65,46.4
0.23,0.13,0.23,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,8.406,1.092,0.13,-,1.00,7.0sa,31/12/09,23/12/10m,1,n/a
0.19,0.105,0.18,0.18,CBDG,CBD Energy Ltd 12.5% cn,0.18,25,4.5,0.18,0.19,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.80,0.80,CCYG,China Century Capitl 12%  cn10,0.80,-,-,0.70,0.80,1.00,12.0q,31/03/10,30/09/10m,1,48.3
1.048,0.65,1.00,1.00,DRAG,Dragon Min Ltd 10% cn11,1.00,107.5,107.5,1.00,1.048,1.05,10.0q,31/12/09,10/02/11m,1.05,16.4
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.56,2.15,2.49,2.485,HSKG,Heemskirk Cons 8% cn11,2.485,5.199,12.92,2.24,2.485,3.00,12.0q,31/03/10,29/04/11m,3,24.7
98.90,51.00,97.00,94.00,IANG,IAG Finance (Nz) exch.note,95.80,50.57,4826.57,95.70,96.80,100.00,3.259q,15/12/09,15/03/10i,100,17.7
0.12,0.06,0.095,0.085,MSTG,Metal Storm Ltd 10% cn11,0.085,78.22,6.879,0.085,-,0.14,12.0q,1/09/09,1/09/09m,-,n/a
0.12,0.12,0.12,0.12,MSTGA,  sec cn11,0.12,-,-,0.002,0.155,0.135,-,-,9/01/2011,-,-
95.50,60.00,91.00,87.50,NFNG,Nufarm Finance (Nz) exc.nov11,87.90,42.725,3840.06,87.65,87.90,100.00,6.190sa,15/04/10,24/11/11i,100,9.6
0.10,0.04,0.065,0.065,RSNG,Renison Cons 12% cn12,0.065,-,-,0.065,0.099,0.33,0.12,-,31/3/2012,-,-
1.25,0.50,1.25,1.06,RSGG,Resolute Min 12% cn12,1.25,2031.99,2440.69,1.06,1.29,0.50,12.0q,21/12/09,31/12/12m,-,n/a
98.20,70.00,97.50,97.50,SKAG,Skycity Invest aces,97.50,15,1455,96.01,97.50,100.00,3.994q,15/12/09,15/12/10h,100,-2.1
0.55,0.50,0.55,0.55,SURG,Sun Res NL 12%  cn11,0.55,-,-,0.40,-,0.55,12.0q,23/01/10,30/6/11m,0.55,13.3
0.16,0.04,0.14,0.12,VHLG,Virax Hldgs cn dec09,0.14,70,9.8,0.10,0.16,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
103.00,85.50,97.49,95.55,ANZPB,ANZ Banking Grp pref,97.00,77.115,7437.81,96.75,97.00,100.00,4.101q,15/12/09,15/06/14i,100,0.9
86.50,31.20,85.01,83.25,AAZPB,Australand Assets assets,84.30,8.48,714.255,84.75,85.00,100.00,8.170q,31/12/09,undated,100,n/a
102.95,95.00,99.50,99.25,BOQPA,Bank of Qld reset prf,99.50,1.314,130.69,99.50,100.25,100.00,5.124sa,15/04/10,15/10/10h,100,9.3
93.50,64.60,93.50,89.90,BOQPC,  pref,93.50,6.891,624.675,90.00,93.27,100.00,4.403sa,15/04/10,17/12/12i,100,4.7
0.429,0.04,0.38,0.38,BEPPA,BBI Eps Ltd pref,0.38,-,-,-,-,1.00,4.520q,1/01/10,1/07/12h,1.039,45.1
102.60,91.55,97.50,96.20,BENPA,Bendigo & Adelaide pref,97.00,8.066,783.709,96.30,97.00,100.00,6.16sa,1/05/10,1/11/12h,100,10.4
88.50,55.00,85.40,81.25,BENPB,  pref,83.00,2.17,180.324,82.00,83.00,100.00,3.469q,15/12/09,15/06/15h,100,3.1
90.99,55.00,86.50,84.20,BENPC,  pref,86.50,3.43,292.905,84.25,86.00,100.00,3.899q,10/01/10,10/10/14i,100,5.7
1.90,0.95,1.82,1.78,CAMPA,Clime Capital 7.5% pref,1.79,44.65,80.126,1.77,1.79,2.40,5.250q,6/01/10,30/04/17i,2.4,6.5
0.59,0.26,0.47,0.425,CMIPC,CMI Ltd pref.cl.a,0.465,44.5,20.791,0.43,0.465,1.20,11.67q,3/03/08,undated,-,n/a
206.98,202.50,205.45,202.85,CBAPA,C'wlth Bank  of Aust  perls v,205.20,41.586,8494.38,204.55,205.20,200.00,5.086q,1/02/10,31/10/14i,200,1.2
194.80,160.50,190.45,187.26,CBAPB,  perls iv,189.49,18.913,3581.03,188.50,189.49,200.00,3.492q,31/01/10,31/10/12i,200,1.9
86.00,41.00,85.50,83.50,DXRPA,Dexus Rents Tr rents,85.50,1.337,113.152,84.51,85.50,100.00,4.670q,17/01/10,1/07/12i,100,8.5
60.50,19.65,57.00,52.00,ELDPA,Elders Ltd hybrids,55.00,13.552,745.658,55.00,55.50,100.00,3.913q,31/12/09,30/06/11i,100,46.9
89.00,48.001,85.50,84.50,FXJPB,Fairfax Media Ltd pref,85.001,20.833,1767.68,85.001,88.00,100.00,5.930sa,30/04/10,30/04/11i,100,14.9
69.99,12.01,68.95,63.00,GMPPA,Goodman Plus Tr stepup pf,66.50,11.623,782.559,66.80,67.95,100.00,5.210q,21/12/09,21/03/13i,100,17.1
80.40,46.00,75.90,73.80,GNSPA,Gunns Ltd forests,75.20,4.825,362.132,74.20,74.80,100.00,6.181q,14/01/10,undated,100,n/a
102.54,93.00,97.50,95.50,IAGPA,Insurance Aust Grp 5.63%pref,96.55,20.44,1970.15,96.55,97.40,100.00,5.63sa,15/12/09,15/06/12h,100,9.6
111.00,78.50,110.95,106.01,MQCPA,Macq Cps Tr pref,108.70,18.665,2024.24,108.70,108.90,100.00,11.10sa,31/12/09,30/06/13h,100,9.8
107.70,96.60,107.70,107.51,MAZPA,Marest tickets,107.67,17.281,1859.64,107.67,107.849,100.00,6.475sa,18/02/10,1/01/10h,105.26,4.1
0.07,0.023,0.07,0.07,MSCPA,Minerals Corp 7.0% pref,0.07,-,-,-,0.06,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
77.50,17.20,77.50,74.55,MXUPA,Multiplex Sites sites,77.00,22.077,1666.05,76.55,77.00,100.00,5.270q,18/01/10,1/04/10i,100,99.2
96.25,62.00,92.49,91.50,ORIPB,Orica Ltd pref,91.60,30.122,2771.68,91.60,92.35,100.00,4.710sa,31/05/10,30/11/11i,100,6.0
48.00,11.00,44.05,42.55,PXUPA,PaperlinX Sps Tr pref,44.00,28.51,1238.11,44.00,45.50,100.00,5.685sa,31/12/09,30/06/12i,100,45.6
188.00,125.00,175.00,167.00,PCAPA,Preferred Capital perls iii,174.20,8.306,1420.22,172.201,174.20,200.00,3.269q,6/01/10,6/04/16i,200,4.0
99.00,76.00,96.54,94.80,RHCPA,Ramsay Health Care cares,96.40,16.601,1590.15,95.25,96.40,100.00,5.019sa,20/04/10,20/10/10i,100,8.6
97.50,74.00,95.89,94.00,SEVPC,Seven Network    pref,94.15,24.15,2279.43,94.05,94.40,100.00,4.844sa,31/05/10,31/05/10i,100,16.4
103.50,90.00,97.50,94.95,SUNPA,Suncorp-Metway 5.068%prf,94.95,3.7,357.184,93.05,95.40,100.00,5.068sa,14/03/10,14/09/11h,100,11.6
99.00,65.00,94.35,91.56,SUNPB,  pref,93.00,27.922,2601.71,93.00,93.25,100.00,4.591q,15/12/09,14/06/13m,100,3.4
99.10,64.00,99.10,98.21,TTXPA,Taps Tr taps,98.90,4.549,449.209,98.90,99.10,100.00,5.37q,21/01/10,30/06/10h,100,4.9
72.50,27.90,65.00,60.50,TPAPA,Transpacific Sps stepup pf,60.90,8.153,510.104,60.90,61.20,100.00,5.096sa,15/04/10,1/10/11i,100,37.2
103.50,90.30,100.10,98.55,WBCPA,Westpac Banking pref,98.56,47.851,4759.72,98.56,99.10,100.00,4.437q,31/12/09,26/09/13i,100,1.6
108.50,100.00,106.00,102.65,WBCPB,  pref ii,105.90,20.923,2181.93,105.90,106.25,100.00,5.033q,31/12/09,30/09/14i,100,0.4
94.40,60.50,84.95,77.05,WCTPA,Westpac Tps Tr pref,84.00,130.032,10338.1,84.00,84.95,100.00,3.059q,31/12/09,30/06/16i,100,4.6
84.499,50.00,65.00,64.70,WFLPA,Willmott Forests pref,65.00,0.853,55.445,64.00,65.00,100.00,7.0sa,31/03/10,30/09/14h,61.54,15.5
