Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4771.9 at 16:36 22/1/2010  Report at 19:06 Friday 22/1/2010. Processed 20:03 Friday 22/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,86.00,102.49,102.00,LEPHB,ALE Prop Grp 7.265un11,102.00,15.35,1571.86,102.00,105.00,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.9
100.00,98.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,94.50,-,100.00,9.0q,1/04/10,31/07/10i,100,11.4
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,1.224,124.848,102.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,103.00,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,0.502,51.706,102.50,103.00,100.00,8.79,-,23/11/2012,-,-
760.00,200.00,760.00,690.00,CBHGA,CBH Res Ltd 7.25%cn12,750.00,0.753,542.004,750.00,795.00,1000.00,7.25sa,15/03/10,3/05/12m,-,23.7
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,104.60,103.901,HBSHA,Heritage Bld Soc 10%3mth19,104.50,1.54,160.554,104.50,105.00,100.00,10.000q,17/02/10,27/10/14i,100,3.7
0.80,0.80,0.80,0.80,MSCHF,Minerals Corp 10.5%db11,0.80,-,-,0.73,0.79,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1650.00,n/a,1/03/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4031.00,n/a,1/03/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4294.00,n/a,1/03/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,17.50,17.00,AFPHA,Alpha Financial Prod ser1frn12,17.00,0.8,13.75,17.80,19.00,100.00,6.18sa,20/03/10,20/03/12m,100,119.6
114.00,100.00,110.73,109.10,AQNHA,AMP Grp Finance frn apr19,110.00,4.95,546.66,110.00,110.73,100.00,8.755q,17/02/10,15/05/14i,100,3.5
72.00,47.20,68.50,66.80,BENHB,Bendigo & Adelaide cap. note,66.80,1.419,95.65,66.80,68.45,100.00,4.80q,2/03/10,undated,100,4.5
60.00,13.00,60.00,58.00,GINHA,Generator Income gennote2,60.00,1.246,73.176,61.20,65.00,100.00,6.130q,8/04/10,8/10/11m,100,36.0
98.00,92.75,97.75,97.00,HLCHA,Halcyon Sec hlcnte10,97.00,0.264,25.608,97.05,97.50,100.00,7.37q,3/02/10,3/08/10m,100,9.3
83.00,29.00,76.00,74.25,MBLHB,Macq Bank Ltd inc sec,76.00,7.264,543.566,74.85,76.00,100.00,5.41q,15/01/10,undated,100,4.4
0.231,0.021,0.21,0.192,MFNHA,Macq Fortress frn aug35,0.206,237.865,48.546,0.206,0.224,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,81.25,78.70,NABHA,National Aust Bank natincsec,79.10,41.518,3338.29,79.10,79.25,100.00,5.255q,15/02/10,undated,100,3.2
