Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, June 3, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4666.6 at 2011-06-03T16:36:34. Report at Friday, June 3, 2011. Processed Saturday at 2011-06-04T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
104.50,102.00,102.00,102.00,LEPHB,ALE Prop Grp,102.00,,,102.50,103.20,100,7.26,,30/9/2011,,,,
102.00,98.90,99.10,99.10,BZAHA,Brookfield Bonds A,99.10,,,99.75,102.60,100,7.82,,9/7/2012,,,,
105.25,100.00,101.05,101.05,BZBHA,Brookfield Bonds B,101.05,,,101.50,102.90,100,8.79,,23/11/2012,,,,
109.00,104.00,107.10,106.00,HBSHA,Heritage Bldg Society,106.00,3.244,345.480,106.00,115.00,100,10.00,,25/10/2019,,,,
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital,3905.657,,,,,329,21.38,,1/10/2011,,,,
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,,,,,2965,207.58,,1/10/2014,,,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,3103,131.87,,1/10/2014,,,,
Floating Rate Notes,,
103.25,100.00,101.85,101.85,LEPHC,ALE Prop Grp,101.85,.500,50.925,101.10,101.85,100,8.90,,20/8/2014,,,,
82.50,30.00,82.50,81.301,AFPHA,Alpha Financial Prod,82.01,4.925,403.272,82.10,84.25,100,.96,,20/3/2012,,,,
113.10,106.10,108.00,107.10,AQNHA,AMP Grp Finance,107.60,17.093,1837.59,107.60,108.50,100,9.72,,1/4/2019,,,,
104.15,100.50,104.15,103.70,AYUHA,Aust Unity Ltd,104.15,1.963,204.119,103.90,104.15,100,8.47,,14/4/2016,,,,
102.00,100.00,101.50,100.60,BENHA,Bendigo & Adelaide,100.60,1.192,119.915,100.10,100.60,100,6.34,,17/3/2014,,,,
79.50,62.00,75.50,75.20,BENHB,  cap. note,75.50,.451,33.975,75.50,76.00,100,5.97,,,,,,
101.30,98.80,99.95,99.15,CBAHA,C'wlth Bank  of Aust,99.70,14.029,1397.45,99.50,99.70,100,5.97,,24/12/2015,,,,
95.969,69.00,95.55,94.30,GINHA,Generator Income,94.50,9.420,897.762,94.50,95.00,100,,,8/10/2011,,,,
82.00,69.00,79.49,78.01,MBLHB,Macquarie Bank,78.25,11.291,885.753,78.20,78.25,100,6.62,,,,,,
.319,.15,.27,.266,MFNHA,Macq Fortress,.269,784.579,210.743,.269,.295,1,10.25,,31/8/2035,,,,
84.50,73.401,81.30,79.65,NABHA,National Aust Bank,80.50,94.038,7600.39,80.001,80.69,100,6.22,,,,,,
70.999,61.50,69.00,68.52,NXBHD,Nexus Bonds,68.52,.725,49.745,68.55,70.00,100,,,23/6/2015,,,,
101.50,97.40,99.25,98.80,PRYHA,Primary Health Care,98.80,14.394,1423.58,98.66,98.80,100,8.93,,28/9/2015,,,,
101.25,88.60,100.20,99.95,SAKHA,Sthn Cross Air,100.10,10.467,1047.39,99.90,100.10,100,6.69,,20/12/2016,,,,
76.00,66.80,68.30,67.70,SBKHB,Suncorp-Metway,67.70,3.794,257.839,67.20,67.89,100,5.72,,,,,,
107.50,102.20,106.50,105.00,TAHHA,Tabcorp Hldgs,105.15,7.620,806.643,105.20,106.40,100,9.22,,1/5/2014,,,,
101.50,96.06,101.35,99.30,WOWHB,Woolworths,99.65,8.796,877.373,99.36,99.65,100,6.04,,,,,,
Convertible Notes,,
1.07,1.07,1.07,1.07,AVDG,Advance Energy,1.07,,,.001,1.07,1,.10,,4/1/2015,,,,
1.30,.85,1.30,1.30,AGIG,Ainsworth Game Tech,1.30,19.000,24.700,1.30,1.32,1.30,.10,,31/12/2011,,,,
2.04,1.98,2.01,2.01,AZZG,Antares Energy,2.01,,,2.03,,2,.10,,31/10/2013,,,,
.42,.17,.25,.185,BECG,Becton Property,.25,1519.07,332.633,.25,.29,.65,.10,,30/6/2012,,,,
.97,.88,.97,.97,CCYG,China Century Capitl,.97,,,,.95,1,.12,,30/9/2012,,,,
.60,.60,.60,.60,FARGA,FAR,.60,,,,,.45,.15,,31/1/2012,,,,
103.00,97.75,100.30,99.78,HLNG,Healthscope Notes,99.86,20.555,2055.14,99.80,99.99,100,.11,,17/6/2016,,,,
106.00,97.05,105.01,102.75,IANG,IAG Finance (NZ),103.10,17.267,1788.78,102.75,103.10,100,.06,,31/12/2036,,,,
1.83,1.70,1.79,1.78,IMFG,IMF (Aust),1.78,303.650,542.050,1.78,1.805,1.65,.10,,31/12/2014,,,,
.14,.06,.10,.077,MSTG,Metal Storm,.077,3.000,,.077,,.135,.10,,1/9/2011,,,,
.15,.07,.075,.075,MSTGA,  sec cn11,.075,,,.065,.08,.135,,,1/9/2011,,,,
80.00,50.00,77.55,75.20,NFNG,Nufarm Finance (NZ),76.00,10.857,826.347,75.20,76.00,100,.07,,15/4/2100,,,,
.16,.06,.12,.12,RSNG,Renison Cons,.12,8.464,1.016,.12,.18,.33,.12,,31/3/2012,,,,
1.50,.765,1.125,1.03,RSGG,Resolute Min,1.125,40.000,45.000,1.13,1.55,.50,.12,,31/12/2012,,,,
.45,.45,.45,.45,SURG,Sun Resources,.45,,,.45,,.55,.12,,30/6/2011,,,,
.27,.043,.045,.045,VHLG,Virax Hldgs,.045,,,.055,,.10,,,31/12/2011,,,,
Hybrid Securities,,
106.00,100.00,104.24,103.101,ANZPA,ANZ Banking Grp,103.45,54.192,5617.35,103.40,103.50,,,,,,,,
103.90,97.90,102.00,101.00,ANZPB,  pref,101.20,38.485,3915.86,101.20,101.30,,,,,,,,
98.00,81.50,95.50,94.00,AAZPB,Australand Assets,95.00,10.307,974.681,94.55,95.00,,,,,,,,
99.90,85.00,95.40,93.80,BOQPC,Bank of Qld,94.15,4.097,386.843,94.16,94.30,,,,,,,,
105.25,98.50,102.30,101.90,BENPA,Bendigo & Adelaide,102.00,3.603,367.713,102.00,102.20,,,,,,,,
96.50,81.61,92.50,91.15,BENPB,  pref,92.00,1.414,129.455,91.00,93.00,,,,,,,,
97.50,83.75,94.39,93.45,BENPC,  pref,93.45,3.415,321.107,93.45,94.38,,,,,,,,
1.98,1.72,1.90,1.89,CAMPA,Clime Capital,1.89,31.100,58.941,1.88,1.89,,,,,,,,
.73,.331,.44,.425,CMIPC,CMI,.425,44.096,19.011,.405,.435,,,,,,,,
214.99,203.53,208.90,207.25,CBAPA,C'wlth Bank  of Aust,207.60,15.027,3126.56,207.60,208.65,,,,,,,,
198.50,190.00,196.85,196.25,CBAPB,  perls iv,196.83,26.136,5140.04,196.83,196.85,,,,,,,,
97.50,82.25,96.00,94.62,DXRPA,DEXUS Rents Tr,96.00,7.105,679.186,96.00,96.20,,,,,,,,
67.00,37.50,54.50,52.50,ELDPA,Elders,53.00,6.297,335.904,52.15,53.00,,,,,,,,
83.10,67.25,82.53,81.00,GMPPA,Goodman Plus Tr,82.00,14.271,1168.32,81.77,82.95,,,,,,,,
84.00,59.00,69.00,65.15,GNSPA,Gunns,66.70,25.760,1712.88,67.00,69.35,,,,,,,,
104.20,97.50,101.05,100.70,IAGPA,Insurance Aust Grp,100.95,13.560,1369.02,100.90,100.95,,,,,,,,
110.65,104.50,110.00,109.50,MQCPA,Macquarie CPS Tr,109.551,16.190,1777.56,109.64,109.915,,,,,,,,
87.96,72.50,86.00,84.26,MXUPA,Multiplex Sites,86.00,13.951,1189.10,85.50,86.00,,,,,,,,
102.05,89.55,99.90,99.15,ORIPB,Orica,99.50,6.972,693.196,99.45,99.95,,,,,,,,
70.60,35.00,42.50,38.25,PXUPA,PaperlinX SPS Tr,39.00,12.732,510.191,39.00,39.20,,,,,,,,
189.70,161.50,185.75,184.50,PCAPA,Preferred Capital,185.75,13.092,2420.50,185.30,185.75,,,,,,,,
104.00,92.16,102.00,100.10,RHCPA,Ramsay Health Care,100.52,16.024,1617.58,100.80,101.90,,,,,,,,
96.25,75.20,92.00,91.15,SVWPA,Seven Grp Hldgs,91.70,17.117,1568.83,91.70,91.90,,,,,,,,
103.00,99.05,102.00,101.20,SBKPA,Suncorp-Metway,101.30,1.246,126.704,101.30,101.95,,,,,,,,
102.50,94.80,101.50,99.95,SBKPB,  pref,100.20,43.184,4328.12,100.05,100.20,,,,,,,,
76.89,58.00,70.00,67.00,TPAPA,Transpacific SPS Tr,68.98,15.657,1068.74,68.50,68.98,,,,,,,,
104.99,99.201,102.60,101.90,WBCPA,Westpac Banking,102.15,22.485,2301.43,101.95,102.60,,,,,,,,
115.00,104.00,107.539,106.50,WBCPB,  pref ii,107.539,24.525,2624.25,107.30,107.55,,,,,,,,
95.23,81.75,93.85,93.00,WCTPA,Westpac TPS Tr,93.21,19.082,1781.55,93.00,93.65,,,,,,,,
,
