Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:08 Friday 5/3/2010. Processed 11:45 Sunday 7/3/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,86.00,103.00,103.00,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,103.00,104.95,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.9
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,0.05,4.99,98.00,99.80,100.00,9.0q,1/04/10,31/07/10i,100,14.1
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,0.7,70,98.00,100.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.50,103.50,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,102.50,0.628,64.87,102.50,104.00,100.00,8.79,-,23/11/2012,-,-
800.00,219.00,800.00,780.00,CBHGA,CBH Res Ltd 7.25%cn12,780.00,0.075,59.5,780.00,805.00,1000.00,7.25sa,15/03/10,3/05/12m,-,20.3
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,105.00,104.51,HBSHA,Heritage Bld Soc 10%3mth19,104.51,0.73,76.565,105.10,-,100.00,10.000q,17/05/10,27/10/14i,100,3.4
0.80,0.675,0.75,0.75,MSCHF,Minerals Corp 10.5%db11,0.75,-,-,0.66,0.77,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1501.00,n/a,1/05/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3911.00,n/a,1/05/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4158.00,n/a,1/05/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,19.40,18.80,AFPHA,Alpha Financial Prod ser1frn12,19.40,0.55,10.581,18.50,25.00,100.00,6.18sa,20/03/10,20/03/12m,100,103.3
