Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:07 Friday 10/9/2010. Processed 16:42 Sunday 12/9/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,104.50,104.50,LEPHB,ALE Prop Grp 7.265un11,104.50,-,-,101.20,103.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.4
102.50,100.00,101.50,101.50,BZAHA,Brookfield Bonds A 7.82%3m12,101.50,-,-,101.50,102.00,100.00,7.82,-,7/09/2012,-,-
105.25,100.00,105.25,104.39,BZBHA,Brookfield Bonds B 8.79%3m12,104.39,0.715,74.65,103.00,104.39,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
109.00,102.00,108.50,107.50,HBSHA,Heritage Bld Soc 10%3mth19,107.50,2.03,219.312,107.50,108.25,100.00,10.000q,17/11/10,27/10/14i,100,2.9
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,965.66,n/a,1/11/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3543.00,n/a,1/11/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3743.00,n/a,1/11/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,102.00,101.90,LEPHC,ALE Prop Grp frn3mth14,102.00,0.574,58.497,102.00,102.70,100.00,8.7,-,20/8/2014,-,-
