Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4706.7 at 16:47 20/11/2009  Report at 19:06 Friday 20/11/2009. Processed 19:59 Friday 20/11/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,101.00,101.00,LEPHB,ALE Prop Grp 7.265un11,101.00,-,-,101.00,103.50,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.6
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,97.20,-,100.00,9.0q,1/01/10,31/07/10i,100,11.9
105.00,100.00,101.00,101.00,BZAHA,Brookfield Bonds A 7.82%3m12,101.00,-,-,101.00,-,100.00,7.82,-,7/09/2012,-,-
570.00,200.00,570.00,550.00,CBHGA,CBH Res Ltd 7.25%cn12,570.00,0.32,182.4,542.00,590.00,1000.00,7.25sa,15/03/10,3/05/12m,-,36.1
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
105.70,102.26,104.50,102.26,HBSHA,Heritage Bld Soc 10%3mth19,102.40,9.811,1010.88,102.40,102.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,0.85,0.80,MSCHE,Minerals Corp 10.5%db09,0.80,31.662,25.979,0.78,0.87,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1798.00,n/a,1/01/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4150.00,n/a,1/01/10,1/10/14m,-,n/a
6406.14,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4430.00,n/a,1/01/10,1/10/14m,-,n/a
28.00,5.25,13.50,13.50,AFPHA,Alpha Financial Prod ser1frn12,13.50,-,-,11.60,17.50,100.00,6.18sa,20/03/10,20/03/12m,100,123.2
114.00,100.00,110.40,108.25,AQNHA,AMP Grp Finance frn apr19,108.25,5.6,613.994,108.25,108.50,100.00,8.755q,17/02/10,15/05/14i,100,1.6
72.00,47.20,71.00,70.60,BENHB,Bendigo & Adelaide cap. note,70.60,0.445,31.531,70.60,71.00,100.00,4.80q,2/03/10,undated,100,3.8
53.00,13.00,48.50,47.50,GINHA,Generator Income gennote2,47.50,3.388,162.494,47.20,49.00,100.00,5.670q,8/01/10,8/10/11m,100,48.7
98.00,86.01,95.75,95.30,HLCHA,Halcyon Sec hlcnte10,95.75,2.652,253.134,94.32,96.00,100.00,7.37q,3/02/10,3/08/10m,100,10.8
83.00,29.00,81.50,77.32,MBLHB,Macq Bank Ltd inc sec,77.32,9.672,773.877,77.31,78.50,100.00,5.41q,15/01/10,undated,100,4.0
0.231,0.021,0.20,0.20,MFNHA,Macq Fortress frn aug35,0.20,11.111,2.222,0.137,0.211,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,58.00,81.19,78.00,NABHA,National Aust Bank natincsec,79.50,50.16,3992.92,79.30,79.499,100.00,5.255q,15/02/10,undated,100,3.1
98.50,60.00,98.50,97.70,NXBHB,Nexus Bonds Ltd frn dec09,98.00,1.795,176.417,98.00,98.50,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,67.00,64.50,NXBHC,  nexus3,65.00,1.9,124.932,64.60,66.00,100.00,6.11q,14/12/09,14/12/10m,100,50.7
59.80,39.00,57.501,57.50,NXBHD,  nexus4,57.501,0.365,20.987,57.75,58.00,100.00,5.79q,20/05/10,23/06/15m,100,n/a
