Interest Rate Securities Market - Weekly
"Trading data for the week ending Friday, July 10, 2015"
"XAO 5478.1 at 2015-07-10T16:37:06. Report at Friday, July 10, 2015. Processed Tuesday at 14/07/2015 10:26:28 AM."



52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,
109.65,104.50,107.00,106.35,HBSHB,BND 7.25% 06-17 3M,106.35,4.061,431.960,106.36,107.00,100.00,7.250q,20/09/15,20/06/17h,100.00,4.1,
106.00,101.00,103.25,102.35,URFHA,BND 7.75% 12-24 3M T,102.35,.500,51.175,102.35,-,100.00,7.750q,30/09/15,27/10/14i,100.00,7.6,
Floating Rate Notes,
108.90,102.401,105.48,104.11,AGLHA,HY 3M 06-39 Q SU T,105.12,18.024,1887.12,104.56,105.12,100.00,5.943q,8/09/15,8/06/19i,100.00,+2.5,
105.49,100.50,102.40,101.45,AMPHA,HY 3M 12-23 Q RD T,101.90,9.194,935.740,101.70,101.90,100.00,4.803q,16/09/15,18/12/18i,100.00,+2.2,
105.91,101.41,102.47,101.73,ANZHA,BND 3M 06-22 Q RD T,102.102,43.383,4433.27,102.101,102.20,100.00,4.893q,20/09/15,20/6/17i,100.00,+1.8,
109.00,103.30,105.45,104.25,AQHHA,HY 3M 09-72 Q RD T,104.90,16.481,1728.72,104.40,105.00,100.00,6.640q,30/09/15,31/03/18i,100.00,+2.7,
105.75,100.00,101.95,100.40,AYUHA,BND 3M 04-16 RD,101.51,10.119,1019.50,101.00,101.51,100.00,5.812q,14/07/15,14/04/16i,100.00,+1.5,
82.00,74.02,75.50,75.15,BENHB,HY 3M PER Q SU RD,75.50,.305,22.952,75.15,75.50,100.00,3.78q,30/08/13,undated,100.00,+3.3,
109.50,102.50,105.25,104.25,CTXHA,HY 3M 09-37 Q RD T,104.82,26.074,2729.90,104.60,105.20,100.00,6.658q,17/09/15,15/06/17i,100.00,+2.4,
104.75,100.25,102.00,101.041,CNGHA,HY 3M 03-37 Q RD T,101.65,15.872,1612.13,101.55,101.65,100.00,5.385q,29/09/15,31/3/17i,100.00,+2.4,
101.20,99.15,100.20,99.87,CBAHA,BND 3M 12-15,100.10,40.313,4031.42,100.013,100.10,100.00,3.312q,15/07/15,24/12/15h,100.00,+.8,
112.39,102.01,103.69,102.50,CWNHA,HY 3M 09-72 Q RD T,102.52,13.393,1377.24,102.52,102.60,100.00,7.158q,14/09/15,14/09/18i,100.00,+4.3,
100.25,96.00,97.61,96.00,CWNHB, HY 3M 04-75 Q RD T,97.35,41.794,4050.72,97.05,97.35,100.00,6.258q,15/09/15,23/07/21i,100.00,+4.7,
106.00,103.00,104.00,103.50,IMFHA,BND 3M 06-19 E,104.00,1.567,162.487,100.00,104.00,100,6.39,8/07/15,30/06/19,-,-,
89.25,71.25,73.50,71.90,MBLHB,HY 3M PER Q ST,72.00,13.254,957.534,72.00,72.98,100.00,3.85q,15/10/15,undated,100.00,+3.8,
83.00,71.01,74.39,72.101,NABHA,HY 3M PER Q X ST,72.55,48.630,3542.10,72.30,72.91,100.00,3.398q,17/08/15,undated,100.00,+3.2,
105.70,101.40,102.87,102.00,NABHB, BND 3M 06-22 Q RD T,102.261,16.842,1723.12,102.27,102.92,100.00,4.903q,18/09/15,18/6/17i,100.00,+1.7,
105.50,98.40,100.69,100.00,ORGHA,HY 3M 12-71 Q RD T,100.62,33.456,3356.16,100.62,100.75,100.00,6.143q,22/09/15,22/12/16i,100.00,+3.8,
104.30,100.00,100.50,100.15,PRYHA,BND 3M 09-15 Q,100.50,4.107,411.683,100.30,100.50,100.00,6.140q,28/09/15,28/09/15i,100.00,+2.9,
80.00,75.62,76.08,76.08,SBKHB,CN 3M PER Q,76.08,-,-,76.08,77.00,100.00,2.90q,15/08/15,undated,100.00,+2.2,
107.25,101.25,103.00,101.501,TAHHB,HY 3M 03-37 Q RD T,102.70,4.968,507.491,102.40,102.70,100.00,6.143q,22/09/15,22/3/17i,100.00,+2.6,
107.90,103.00,105.50,105.50,TTSHA,BND 3M 07-19,105.50,.056,5.908,105.55,-,100.00,5.258q,5/10/15,5/06/19h,100.00,+1.6,
105.95,102.00,102.95,102.31,WBCHA,BND 3M 08-22 Q RD T,102.701,41.584,4266.57,102.701,103.00,100.00,4.880q,23/08/15,23/8/17i,100.00,+1.8,
104.10,100.21,101.82,101.28,WBCHB, HY 3M 08-23 Q RD T,101.80,12.509,1270.67,101.50,101.80,100.00,4.430q,22/08/15,22/8/18i,100.00,+1.9,
107.00,101.55,102.20,101.90,WOWHC,HY 3M 11-36 Q RD T,102.10,29.332,2991.19,102.10,102.20,100.00,5.380q,24/08/15,24/11/16i,100.00,+2.2,
Convertible Notes,
2.15,1.75,1.85,1.85,AZZG,CBND 10.00% 10-23 3M,1.85,11.800,21.830,1.85,1.88,2.00,10.0q,31/07/15,31/10/13h,2.00,11.8,
123.301,113.25,117.59,115.60,AFIG,CBND 6.25% 02-17 6M,117.59,3.663,425.801,116.02,117.59,100.00,6.25sa,31/08/15,28/02/17h,-,n/a,
1.025,.985,1.015,1.015,CGRG,CBND 9.00% 01-20 6M,1.015,-,-,1.00,1.03,1,9.00,-,29/01/20,-,-,
103.20,99.90,103.01,103.00,CTNG,CBND 5.50% 03-20 6M,103.01,5.667,583.701,103.00,103.40,100,5.50,31/03/15,31/03/20,-,-,
25.25,23.50,25.00,24.50,CGNG,CBND 10.00% 08-17 6M,25.00,.160,4.000,25.00,25.00,25,10.00,6/07/15,21/08/17,-,-,
108.01,100.60,104.45,103.10,IANG,CBND 3M PER X,103.86,6.926,717.648,103.75,103.98,100.00,4.311q,15/09/15,15/12/19h,100.00,+3.1,
.34,.145,.31,.31,KBLGA,CBND 10.00% 08-16 6M,.31,-,-,.30,.33,.38,10.00,30/06/15,5/08/16,-,-,
10.30,9.00,10.30,10.30,LKOGA,10% CN 31-MAR-17,10.30,-,-,8.60,10.00,10,10.00,-,31/03/17,-,-,
91.00,77.50,84.23,83.857,NFNG,CBND 6M PER Q X,83.857,1.458,122.613,83.90,84.99,100.00,6.160sa,15/10/15,undated,100.00,+5.5,
107.50,102.00,102.50,102.50,PPCG,CBND 9.50% 06-16 6M,102.50,.125,12.813,102.61,103.50,100.00,9.5sa,16/12/15,16/06/16h,100.00,7.5,
1.00,1.00,1.00,1.00,RSGG,CBND 10.00% 12-17 3M,1.00,-,-,-,-,1,10.00,22/06/15,15/12/17,-,-,
.50,.40,.50,.50,SKSG,CBND 10.00% 06-17 3M,.50,-,-,.45,.55,.35,10.00,2/07/15,30/06/17,-,-,
Hybrid Securities,
104.30,99.251,100.50,100.03,ANZPA,CTG PRE 3M PER T,100.15,87.095,8730.23,100.10,100.15,100.00,3.681q,15/09/15,15/12/16i,100.00,+3.3,
105.90,98.499,100.869,100.25,ANZPC, CTG PRE 6M PER T,100.50,111.906,11250.0,100.50,100.84,100.00,3.802sa,1/09/15,1/09/17i,100.00,+3.8,
107.60,97.43,99.25,97.76,ANZPD, CN 6M PER Q RD T-21,99.03,33.100,3252.23,99.03,99.30,100.00,4.029sa,1/09/15,1/09/21i,100.00,+4.0,
105.48,95.48,97.34,95.95,ANZPE, CN 6M PER Q RD T-22,97.25,52.707,5106.27,97.25,97.34,100.00,3.924sa,24/09/15,24/03/22i,100.00,+4.1,
