Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4651.4 at 16:47 11/12/2009  Report at 19:07 Friday 11/12/2009. Processed 19:09 Sunday 13/12/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,101.60,101.60,LEPHB,ALE Prop Grp 7.265un11,101.60,-,-,101.50,102.25,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.5
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,96.40,-,100.00,9.0q,1/01/10,31/07/10i,100,13.1
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,0.4,40.8,102.00,-,100.00,7.82,-,7/09/2012,-,-
101.50,100.50,101.00,100.50,BZBHA,Brookfield Bonds B 8.79%3m12,101.00,6.175,623.042,101.50,105.00,100.00,8.79,-,23/11/2012,-,-
570.00,200.00,560.00,560.00,CBHGA,CBH Res Ltd 7.25%cn12,560.00,-,-,560.00,570.00,1000.00,7.25sa,15/03/10,3/05/12m,-,38.2
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
105.70,102.00,104.50,103.00,HBSHA,Heritage Bld Soc 10%3mth19,104.50,2.912,302.171,104.00,104.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,0.90,0.84,MSCHE,Minerals Corp 10.5%db09,0.85,35.95,30.919,0.835,0.85,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1724.00,n/a,1/02/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4091.00,n/a,1/02/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4362.00,n/a,1/02/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.00,5.25,13.50,13.50,AFPHA,Alpha Financial Prod ser1frn12,13.50,0.3,4.05,14.50,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,129.3
114.00,100.00,109.50,108.20,AQNHA,AMP Grp Finance frn apr19,109.00,6.515,709.73,108.65,109.00,100.00,8.755q,17/02/10,15/05/14i,100,1.3
72.00,47.20,68.75,64.25,BENHB,Bendigo & Adelaide cap. note,64.25,2.475,163.246,64.00,67.40,100.00,4.80q,2/03/10,undated,100,4.9
53.00,13.00,47.80,46.50,GINHA,Generator Income gennote2,46.50,1.7,80.28,46.50,49.90,100.00,5.670q,8/01/10,8/10/11m,100,52.3
98.00,89.00,96.849,95.85,HLCHA,Halcyon Sec hlcnte10,96.849,0.583,56.256,96.05,96.77,100.00,7.37q,3/02/10,3/08/10m,100,10.3
83.00,29.00,76.50,75.00,MBLHB,Macq Bank Ltd inc sec,75.00,8.019,606.394,75.00,76.35,100.00,5.41q,15/01/10,undated,100,4.5
0.231,0.021,0.18,0.18,MFNHA,Macq Fortress frn aug35,0.18,183.039,32.946,0.18,0.21,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,58.00,79.20,76.25,NABHA,National Aust Bank natincsec,76.25,64.087,4995.93,76.50,76.90,100.00,5.255q,15/02/10,undated,100,3.6
98.50,60.00,98.50,98.50,NXBHB,Nexus Bonds Ltd frn dec09,98.50,-,-,-,-,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,65.00,63.00,NXBHC,  nexus3,65.00,0.545,34.635,70.00,72.00,100.00,6.11q,14/12/09,14/12/10m,100,51.0
59.80,39.00,55.35,55.35,NXBHD,  nexus4,55.35,-,-,56.00,57.997,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,91.00,90.50,SAKHA,Sthn Cross Air skies,90.50,14.205,1289.06,90.10,90.50,100.00,5.170q,27/01/10,1/01/12i,100,7.8
72.00,35.00,65.00,63.80,SUNHB,Suncorp-Metway cap. note,63.99,3.08,198.789,64.00,66.00,100.00,4.80q,15/02/10,undated,100,4.7
107.85,101.20,106.65,105.65,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.90,4.459,472.701,105.85,106.00,100.00,8.255q,17/02/10,1/05/14i,100,1.0
98.80,84.20,97.27,96.80,WOWHB,Woolworths Ltd perp.frn,97.25,40.288,3910.42,97.25,97.30,100.00,4.555q,15/12/09,15/09/11i,100,3.5
Convertible Notes ,,,,,,,,,,,,,,,,
0.85,0.62,0.82,0.82,AGIG,Ainsworth Game Tech 8% cn11,0.82,-,-,0.85,0.95,1.30,8.0sa,31/12/09,31/12/09m,1.3,n/a
2.07,1.10,2.05,2.05,AZZG,Antares Energy 10% cn13,2.05,-,-,1.72,2.04,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.815,0.14,0.81,0.81,AXOG,Aurox Res 7%cnjun10,0.81,10,8.1,0.775,0.825,0.95,7.0sa,31/12/09,30/06/10m,0.95,48.9
0.57,0.11,0.57,0.55,BECG,Becton Prop Grp 9.5% cn10,0.57,240,135.633,0.538,0.565,0.65,9.5sa,31/12/09,30/06/10m,0.65,48.3
0.23,0.13,0.13,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.13,-,1.00,7.0sa,31/12/09,23/12/10m,1,n/a
0.19,0.105,0.18,0.18,CBDG,CBD Energy Ltd 12.5% cn,0.18,-,-,0.18,0.20,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.80,0.80,CCYG,China Century Capitl 12%  cn10,0.80,14.087,11.269,0.80,-,1.00,12.0q,31/03/10,30/09/10m,1,49.6
1.048,0.65,1.00,1.00,DRAG,Dragon Min Ltd 10% cn11,1.00,38,38,1.00,1.048,1.05,10.0q,31/12/09,10/02/11m,1.05,16.7
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.485,2.485,HSKG,Heemskirk Cons 8% cn11,2.485,-,-,2.24,2.40,3.00,12.0q,31/03/10,29/04/11m,3,25.1
98.90,51.00,98.49,96.00,IANG,IAG Finance (Nz) exch.note,98.10,65.803,6385.23,98.10,98.50,100.00,3.259q,15/12/09,15/03/10i,100,8.6
0.12,0.06,0.085,0.085,MSTG,Metal Storm Ltd 10% cn11,0.085,37.038,3.148,0.066,0.12,0.14,12.0q,1/09/09,1/09/09m,-,n/a
0.12,0.12,0.12,0.12,MSTGA,  sec cn11,0.12,-,-,0.003,0.155,0.135,-,-,9/01/2011,-,-
95.50,60.00,90.00,86.30,NFNG,Nufarm Finance (Nz) exc.nov11,90.00,11.088,965.195,87.00,89.74,100.00,6.190sa,15/04/10,24/11/11i,100,8.4
