Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4439.4 at 16:38 25/6/2010  Report at 19:06 Friday 25/6/2010. Processed 21:05 Sunday 27/6/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,92.20,104.00,103.70,LEPHB,ALE Prop Grp 7.265un11,104.00,0.062,6.448,104.00,105.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.3
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,95.00,-,100.00,9.0q,1/07/10,31/07/10i,100,n/a
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,0.149,14.9,90.00,100.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,103.00,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,0.754,77.461,103.00,104.00,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,970.00,970.00,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,980.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,10.4
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,106.60,106.40,HBSHA,Heritage Bld Soc 10%3mth19,106.60,1.396,148.727,106.60,-,100.00,10.000q,17/08/10,27/10/14i,100,3.1
0.80,0.28,0.29,0.29,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,-,-,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1274.00,n/a,1/08/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3729.00,n/a,1/08/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3951.00,n/a,1/08/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.70,100.70,LEPHC,ALE Prop Grp frn3mth14,101.25,4.38,443.21,100.85,101.70,100.00,8.64,-,20/8/2014,-,-
34.15,7.60,31.00,30.00,AFPHA,Alpha Financial Prod ser1frn12,31.00,0.395,12.082,32.001,36.00,100.00,7.14sa,20/09/10,20/03/12m,100,88.3
114.00,106.20,108.90,107.10,AQNHA,AMP Grp Finance frn apr19,107.90,5.469,590.3,106.85,107.50,100.00,9.600q,17/08/10,15/05/14i,100,2.7
