Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4264.9 at 16:46 2/7/2010  Report at 19:07 Friday 2/7/2010. Processed 18:43 Sunday 4/7/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,93.75,104.00,104.00,LEPHB,ALE Prop Grp 7.265un11,104.00,-,-,104.50,105.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.5
100.00,99.50,99.80,99.80,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,31/07/10,31/07/10i,100,n/a
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,0.244,24.4,100.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,103.00,100.31,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,1.296,131.537,100.30,103.00,100.00,8.79,-,23/11/2012,-,-
970.00,430.00,970.00,970.00,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,1000.00,-,1000.00,7.25sa,15/09/10,3/05/12m,-,10.5
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,107.00,106.60,HBSHA,Heritage Bld Soc 10%3mth19,107.00,0.35,37.435,107.05,107.00,100.00,10.000q,17/08/10,27/10/14i,100,3.2
0.80,0.28,0.29,0.29,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,-,-,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1198.00,n/a,1/08/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3667.00,n/a,1/08/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3882.00,n/a,1/08/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.50,100.90,LEPHC,ALE Prop Grp frn3mth14,101.20,0.893,90.522,101.25,101.75,100.00,8.64,-,20/8/2014,-,-
34.15,7.60,34.00,31.00,AFPHA,Alpha Financial Prod ser1frn12,32.50,7,227.85,32.00,36.00,100.00,7.14sa,20/09/10,20/03/12m,100,85.3
114.00,106.10,107.50,106.10,AQNHA,AMP Grp Finance frn apr19,107.30,5.876,630.265,107.00,107.30,100.00,9.600q,17/08/10,15/05/14i,100,2.9
