Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4754.5 at 16:47 9/10/2009 Report at 19:40 Friday 9/10/2009. Processed 16:02 Sunday 11/10/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,100.10,100.00,LEPHB,ALE Prop Grp 7.265un11,100.10,0.63,63.063,100.10,100.60,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.6
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,91.50,-,100.00,9.0q,1/01/10,31/07/10i,100,10.1
105.00,100.00,102.50,100.10,BZAHA,Brookfield Bonds A 7.82%3m12,101.00,1.739,174.739,98.00,101.00,100.00,7.82,-,7/09/2012,-,-
530.00,200.00,530.00,530.00,CBHGA,CBH Res Ltd 7.25%cn12,530.00,0.06,31.8,510.00,530.00,1000.00,7.25sa,15/03/10,3/05/12m,-,37.9
-,-,-,-,LSBHB,Pentagon Capital lsbfr10,5697.365,-,-,-,-,4209.00,n/a,1/12/09,1/10/14m,-,n/a
-,-,-,-,LSBHA, lsbfr7,3905.657,-,-,-,-,1871.00,n/a,1/12/09,1/10/11m,-,n/a
6441.94,5905.21,5905.21,5905.21,LSBHF, lsbml10,5905.21,-,-,-,-,4497.00,n/a,1/12/09,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
50.00,5.25,22.90,10.196,AFPHA,Alpha Financial Prod ser1frn12,20.00,0.34,4.447,12.50,19.50,100.00,6.18sa,20/03/10,20/03/12m,100,87.8
112.20,100.00,111.95,110.01,AQNHA,AMP Grp Finance frn apr19,110.10,4.409,487.261,111.00,111.95,100.00,8.030q,17/11/09,15/05/14i,100,0.0
74.00,47.20,70.00,68.50,BENHB,Bendigo & Adelaide cap. note,69.60,1.626,112.926,70.00,72.00,100.00,4.03q,30/11/09,undated,100,3.9
52.00,13.00,50.00,50.00,GINHA,Generator Income gennote2,50.00,1,50,49.50,50.00,100.00,5.670q,8/01/10,8/10/11m,100,42.0
98.00,86.00,97.00,96.50,HLCHA,Halcyon Sec hlcnte10,96.50,0.1,9.65,96.50,97.00,100.00,6.66q,3/11/09,3/08/10m,100,10.2
74.00,29.00,74.00,72.53,MBLHB,Macq Bank Ltd inc sec,73.51,7.971,588.392,73.40,74.49,100.00,4.82q,15/10/09,undated,100,4.4
