Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, January 6, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4164.5 at 2012-01-06T16:37:24. Report at Friday, January 6, 2012. Processed Saturday at 2012-01-07T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
102.00,98.00,101.05,101.05,BZAHA,Brookfield Bonds A,101.05,,,99.10,101.00,100,7.82,,9/7/2012,,,,
103.95,99.50,102.20,102.20,BZBHA,Brookfield Bonds B,102.20,,,100.35,102.00,100,8.79,,23/11/2012,,,,
111.00,105.00,109.00,108.50,HBSHA,Heritage Bank Ltd,109.00,.709,77.186,108.50,109.00,100,10.00,,25/10/2019,,,,
5697.365,5697.365,5697.365,5697.365,LSBHB,Pentagon Capital,5697.365,,,,,2495,174.65,,1/10/2014,,,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,2591,110.12,,1/10/2014,,,,
Floating Rate Notes,,
103.15,97.50,101.50,100.80,LEPHC,ALE Prop Grp,101.50,17.866,1802.88,101.20,101.50,100,8.60,,20/8/2014,,,,
92.00,67.00,92.00,87.00,AFPHA,Alpha Financial Prod,92.00,3.220,293.000,90.00,92.00,100,.91,,20/3/2012,,,,
111.20,102.75,109.15,108.51,AQNHA,AMP Grp Finance,108.51,.638,69.588,108.51,108.51,100,9.40,,1/4/2019,,,,
105.50,100.50,103.80,103.50,AYUHA,Aust Unity Ltd,103.80,.050,5.190,103.80,105.00,100,8.35,,14/4/2016,,,,
102.30,98.00,100.00,100.00,BENHA,Bendigo And Adelaide,100.00,,,97.50,101.00,100,5.95,,17/3/2014,,,,
79.50,62.50,71.20,71.20,BENHB,  cap. note,71.20,,,70.22,72.98,100,5.90,,,,,,
101.30,97.01,99.20,98.561,CBAHA,Commonwealth Bank,98.65,5.858,578.697,98.65,99.10,100,5.81,,24/12/2015,,,,
80.749,62.03,69.10,68.11,MBLHB,Macq Bank Ltd,68.50,1.598,110.043,68.50,69.00,100,6.46,,,,,,
84.00,73.10,78.85,77.99,NABHA,National Aust Bank,78.79,19.323,1514.01,78.79,78.85,100,5.90,,,,,,
74.74,66.30,71.60,71.60,NXBHD,Nexus Bonds Ltd,71.60,,,72.003,74.00,100,,,23/6/2015,,,,
102.95,101.10,102.95,101.20,ORGHA,Origin Energy,102.95,43.338,4424.77,102.82,102.97,100,8.47,,22/12/2071,,,,
101.50,90.00,97.67,96.50,PRYHA,Primary Health Care,97.25,2.208,214.233,97.25,97.67,100,8.50,,28/9/2015,,,,
76.00,60.01,64.80,64.50,SBKHB,Suncorp-Metway,64.50,3.200,206.460,64.50,64.80,100,5.65,,,,,,
108.00,101.30,107.95,106.45,TAHHA,Tabcorp Hldgs Ltd,107.00,4.279,458.848,107.00,107.50,100,8.90,,1/5/2014,,,,
105.50,102.90,105.50,104.80,WOWHC,Woolworths Ltd,105.20,24.904,2618.78,105.30,105.65,100,7.85,,24/11/2036,,,,
Convertible Notes,,
.97,.85,.90,.90,AYIG,A1 Invest & Res,.90,3.000,2.700,,.89,1,.12,,30/9/2012,,,,
1.07,1.07,1.07,1.07,AVDG,Advance Energy,1.07,,,,1.07,1,.10,,4/1/2015,,,,
1.35,1.111,1.34,1.34,AGIG,Ainsworth Game Tech,1.34,,,,,1.30,.10,,31/12/2014,,,,
2.05,1.98,2.05,2.00,AZZG,Antares Energy,2.05,2.500,5.125,2.05,,2,.10,,31/10/2013,,,,
105.00,101.15,104.90,104.75,AFIG,Aust Foundat,104.90,7.473,783.633,104.90,104.95,100,.06,,28/2/2017,,,,
.15,.15,.15,.15,DVAG,Diversa Ltd,.15,,,,.15,.11,.11,,30/9/2014,,,,
.60,.60,.60,.60,FARGA,FAR Ltd,.60,,,,,.45,.15,,31/1/2012,,,,
103.00,91.50,97.50,96.75,HLNG,Healthscope Notes,97.50,8.061,782.356,97.30,97.50,100,.11,,17/6/2016,,,,
105.25,96.00,105.20,104.50,IANG,IAG Finance (Nz),104.50,3.965,416.127,104.50,105.00,100,.06,,31/12/2036,,,,
1.83,1.635,1.695,1.67,IMFG,IMF (Aust) Ltd,1.675,60.606,101.702,1.685,1.72,1.65,.10,,31/12/2014,,,,
.43,.365,.383,.383,KBLGA,KBL Min Ltd,.383,,,.38,.399,.38,.10,,5/8/2016,,,,
.10,.035,.051,.051,MSTG,Metal Storm Ltd,.051,,,.06,.135,.135,.10,,1/3/2012,,,,
.08,.04,.05,.05,MSTGA,  sec cn12,.05,,,.055,,.135,,,1/3/2012,,,,
81.00,69.00,77.40,76.50,NFNG,Nufarm Finance (Nz),77.40,3.185,244.694,77.00,77.40,100,.07,,15/4/2100,,,,
100.50,88.01,90.00,90.00,PPCG,Peet Ltd,90.00,.676,60.840,88.00,92.00,100,.10,,16/6/2016,,,,
.16,.045,.05,.05,RSNG,Renison Cons,.05,,,.005,.12,.33,.12,,31/3/2012,,,,
2.13,1.02,1.87,1.87,RSGG,Resolute Min,1.87,,,,,.50,.12,,31/12/2012,,,,
Hybrid Securities,,
105.65,96.80,103.70,103.05,ANZPA,ANZ Banking Grp,103.45,12.974,1342.37,103.45,103.50,,,,,,,,
