Interest Rate Securities Market - Weekly
"Trading data for the week ending Friday, October 30, 2015"
"XAO 5288.6 at 2015-10-30T16:38:35. Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:51 PM."



52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,
109.00,104.60,106.10,105.80,HBSHB,BND 7.25% 06-17 3M,106.10,2.497,264.405,105.80,106.10,100.00,7.250q,20/12/15,20/06/17h,100.00,+2.,
106.00,100.91,102.00,100.91,URFHA,BND 7.75% 12-24 3M T,100.91,.050,5.045,101.00,104.00,100.00,7.750q,31/12/15,27/10/14i,100.00,7.7,
100.30,100.10,100.30,100.10,URFHB,BND7.75%12-20 3M RDT,100.30,.870,87.187,100.50,103.85,100,7.75,-,24/12/20,-,-,
Floating Rate Notes,
107.99,100.00,103.85,103.00,AGLHA,HY 3M 06-39 Q SU T,103.50,22.522,2330.85,103.50,103.51,100.00,5.980q,8/12/15,8/06/19i,100.00,+3.0,
105.25,99.80,101.42,100.40,AMPHA,BND 3M 12-23 Q RD T,100.90,25.388,2556.17,100.95,101.70,100.00,4.825q,16/12/15,18/12/18i,100.00,+2.5,
105.00,101.16,102.50,102.00,ANZHA,BND 3M 06-22 Q RD T,102.10,30.855,3150.84,102.01,102.10,100.00,4.930q,20/12/15,20/6/17i,100.00,+1.8,
108.50,102.00,105.85,103.67,AQHHA,HY 3M 09-72 Q RD T,104.24,9.542,998.230,103.67,104.24,100.00,6.660q,31/12/15,31/03/18i,100.00,+2.9,
104.00,100.00,101.20,100.55,AYUHA,BND 3M 04-16 RD,101.20,1.131,114.193,100.66,101.20,100.00,5.700q,14/01/16,14/04/16i,100.00,+1.6,
82.00,70.01,72.14,70.01,BENHB,HY 3M PER Q SU RD,70.01,.119,8.331,70.01,71.50,100.00,3.14q,30/11/15,undated,100.00,+2.9,
108.25,102.50,104.75,103.87,CTXHA,HY 3M 09-37 Q RD T,104.72,10.144,1057.44,104.40,104.72,100.00,6.680q,17/12/15,15/06/17i,100.00,+2.3,
104.40,100.25,102.48,101.30,CNGHA,HY 3M 03-37 Q RD T,102.07,29.937,3043.57,101.75,102.07,100.00,5.410q,29/12/15,31/3/17i,100.00,+2.1,
101.20,99.15,100.22,99.941,CBAHA,BND 3M 12-15,100.02,20.676,2067.83,100.02,100.24,100.00,3.200q,24/12/15,24/12/15h,100.00,-,
110.00,97.26,101.33,100.80,CWNHA,HY 3M 09-72 Q RD T,101.20,15.783,1593.82,100.95,101.20,100.00,7.180q,14/12/15,14/09/18i,100.00,+4.9,
100.25,87.50,93.60,92.85,CWNHB,HY 3M 04-75 Q RD T,93.45,16.853,1572.13,93.20,93.92,100.00,6.180q,15/12/15,23/07/21i,100.00,+5.6,
106.00,101.50,102.35,102.26,IMFHA,BND 3M 06-19 E,102.26,.564,57.725,102.26,102.35,100,6.37,8/01/16,30/06/19,-,-,
86.50,68.501,70.00,69.06,MBLHB,HY 3M PER Q ST,69.94,9.404,654.986,69.63,69.95,100.00,3.88q,15/01/16,undated,100.00,+3.8,
80.65,67.85,68.51,67.85,NABHA,HY 3M PER Q X ST,68.30,49.814,3396.91,68.05,68.43,100.00,3.39q,16/11/15,undated,100.00,+3.3,
105.00,101.271,102.60,101.70,NABHB,BND 3M 06-22 Q RD T,102.06,54.317,5537.52,102.05,102.06,100.00,4.925q,18/12/15,18/6/17i,100.00,+1.8,
104.10,93.32,100.14,99.70,ORGHA,HY 3M 12-71 Q RD T,99.86,51.579,5152.56,99.86,100.00,100.00,6.190q,22/12/15,22/12/16i,100.00,+4.8,
80.00,75.01,77.44,76.56,SBKHB,CN 3M PER Q,76.56,1.125,86.696,76.55,79.00,100.00,2.89q,15/11/15,undated,100.00,+2.0,
106.72,98.00,103.40,102.02,TAHHB,HY 3M 03-37 Q RD T,102.02,4.238,434.176,102.00,102.30,100.00,6.190q,22/12/15,22/3/17i,100.00,+3.0,
110.00,102.00,105.50,104.96,TTSHA,BND 3M 07-19,105.00,.805,84.568,104.50,104.90,100.00,5.280q,5/01/16,5/06/19h,100.00,+1.7,
104.85,101.01,103.00,102.40,WBCHA,BND 3M 08-22 Q RD T,102.55,43.997,4510.06,102.45,102.55,100.00,4.860q,23/11/15,23/8/17i,100.00,+1.8,
103.40,99.70,101.23,100.401,WBCHB,TR BND 3M 08-23 Q T,100.50,39.602,3985.45,100.50,100.70,100.00,4.410q,22/11/15,22/8/18i,100.00,+2.4,
105.668,100.70,102.10,101.675,WOWHC,HY 3M 11-36 Q RD T,101.90,42.756,4352.50,101.90,102.10,100.00,5.360q,24/11/15,24/11/16i,100.00,+2.4,
Convertible Notes,
