Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading Data for the week ending Friday, December 30, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4111.0 at 2011-12-30T14:43:55. Report at Friday, December 30, 2011. Processed Saturday at 2011-12-31T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds,,
102.00,98.00,101.05,101.05,BZAHA,Brookfield Bonds A,101.05,,,98.50,,100,7.82,,9/7/2012,,,,
103.95,99.50,102.20,102.20,BZBHA,Brookfield Bonds B,102.20,,,100.35,103.70,100,8.79,,23/11/2012,,,,
111.00,105.00,109.00,109.00,HBSHA,Heritage Bank Ltd,109.00,.130,14.170,108.40,109.25,100,10.00,,25/10/2019,,,,
5697.365,5697.365,5697.365,5697.365,LSBHB,Pentagon Capital,5697.365,,,,,2563,179.43,,1/10/2014,,,,
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,,,,,2665,113.26,,1/10/2014,,,,
Floating Rate Notes,,
103.15,97.50,101.00,100.50,LEPHC,ALE Prop Grp,101.00,.307,30.957,100.70,101.00,100,8.60,,20/8/2014,,,,
90.00,65.00,87.00,87.00,AFPHA,Alpha Financial Prod,87.00,,,87.21,90.00,100,.91,,20/3/2012,,,,
111.20,102.75,109.00,108.00,AQNHA,AMP Grp Finance,109.00,1.029,111.851,109.00,109.50,100,9.40,,1/4/2019,,,,
105.50,100.50,103.50,103.25,AYUHA,Aust Unity Ltd,103.50,.800,82.738,100.10,103.00,100,8.35,,14/4/2016,,,,
102.30,98.00,101.00,100.00,BENHA,Bendigo And Adelaide,100.00,.750,75.440,100.00,101.00,100,5.95,,17/3/2014,,,,
79.50,62.50,71.20,70.05,BENHB,  cap. note,71.20,.400,28.480,70.06,72.98,100,5.90,,,,,,
101.30,97.01,100.00,98.50,CBAHA,Commonwealth Bank,99.00,5.210,514.151,98.56,99.00,100,5.81,,24/12/2015,,,,
80.749,62.03,69.00,68.50,MBLHB,Macq Bank Ltd,68.50,2.757,189.354,68.50,69.00,100,6.46,,,,,,
84.00,73.10,78.40,78.00,NABHA,National Aust Bank,78.07,6.269,490.158,78.07,78.35,100,5.90,,,,,,
74.74,66.30,71.60,71.60,NXBHD,Nexus Bonds Ltd,71.60,,,71.601,74.00,100,,,23/6/2015,,,,
102.70,101.10,102.01,101.20,ORGHA,Origin Energy,101.20,61.935,6301.73,101.20,101.45,100,8.47,,22/12/2071,,,,
101.50,90.00,97.00,96.00,PRYHA,Primary Health Care,96.00,.727,70.086,96.00,96.50,100,8.80,,28/9/2015,,,,
101.90,97.00,101.398,101.398,SAKHA,Sthn Cross Air,101.398,,,,,100,6.75,,20/12/2016,,,,
76.00,60.01,65.00,63.99,SBKHB,Suncorp-Metway,64.80,.328,21.289,63.00,64.80,100,5.65,,,,,,
108.00,101.30,107.10,107.00,TAHHA,Tabcorp Hldgs Ltd,107.00,1.125,120.384,105.40,107.00,100,8.90,,1/5/2014,,,,
104.95,102.90,104.90,104.30,WOWHC,Woolworths Ltd,104.80,10.118,1060.41,104.80,104.90,100,7.85,,24/11/2036,,,,
Convertible Notes,,
.97,.85,.90,.90,AYIG,A1 Invest & Res,.90,,,,.89,1,.12,,30/9/2012,,,,
1.07,1.07,1.07,1.07,AVDG,Advance Energy,1.07,,,,1.07,1,.10,,4/1/2015,,,,
1.35,1.111,1.34,1.34,AGIG,Ainsworth Game Tech,1.34,,,,,1.30,.10,,31/12/2014,,,,
2.05,1.98,2.00,2.00,AZZG,Antares Energy,2.00,,,2.05,,2,.10,,31/10/2013,,,,
105.00,101.15,105.00,103.60,AFIG,Aust Foundat,104.90,15.080,1569.23,104.50,104.90,100,.06,,28/2/2017,,,,
.15,.15,.15,.15,DVAG,Diversa Ltd,.15,,,,.15,.11,.11,,30/9/2014,,,,
.60,.60,.60,.60,FARGA,FAR Ltd,.60,,,,,.45,.15,,31/1/2012,,,,
103.00,91.50,97.10,96.78,HLNG,Healthscope Notes,97.10,.729,70.715,96.85,97.10,100,.11,,17/6/2016,,,,
105.25,96.00,105.20,104.20,IANG,IAG Finance (Nz),105.10,3.629,380.510,104.50,105.20,100,.06,,31/12/2036,,,,
1.83,1.635,1.72,1.69,IMFG,IMF (Aust) Ltd,1.69,82.000,139.470,1.69,1.72,1.65,.10,,31/12/2014,,,,
.43,.365,.395,.365,KBLGA,KBL Min Ltd,.383,47.255,18.279,.373,.399,.38,.10,,5/8/2016,,,,
.10,.035,.051,.051,MSTG,Metal Storm Ltd,.051,,,.055,.135,.135,.10,,1/3/2012,,,,
.08,.04,.05,.05,MSTGA,  sec cn12,.05,,,.05,,.135,,,1/3/2012,,,,
81.00,69.00,77.68,75.00,NFNG,Nufarm Finance (Nz),77.10,2.761,212.402,75.11,77.10,100,.07,,15/4/2100,,,,
100.50,88.01,90.00,88.01,PPCG,Peet Ltd,88.01,.310,27.678,88.00,90.00,100,.10,,16/6/2016,,,,
.16,.045,.05,.05,RSNG,Renison Cons,.05,,,.045,.12,.33,.12,,31/3/2012,,,,
2.13,1.02,1.87,1.87,RSGG,Resolute Min,1.87,,,,,.50,.12,,31/12/2012,,,,
.055,.04,.04,.04,VHLG,Virax Hldgs,.04,,,,,.10,,,31/12/2011,,,,
Hybrid Securities,,
105.799,96.80,103.50,103.00,ANZPA,ANZ Banking Grp,103.40,8.405,868.471,103.30,103.50,,,,,,,,
