Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4646.9 at 16:47 30/10/2009  Report at 19:06 Friday 30/10/2009. Processed 19:03 Sunday 1/11/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,100.70,100.65,LEPHB,ALE Prop Grp 7.265un11,100.65,0.7,70.463,100.60,102.449,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.5
100.00,96.00,99.50,99.50,ACDHC,Aust Central 9% un15,99.50,-,-,97.20,-,100.00,9.0q,1/01/10,31/07/10i,100,10.9
105.00,100.00,100.50,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.50,0.85,85.062,99.50,100.50,100.00,7.82,-,7/09/2012,-,-
540.00,200.00,540.00,525.00,CBHGA,CBH Res Ltd 7.25%cn12,540.00,5.564,2999.88,500.00,550.00,1000.00,7.25sa,15/03/10,3/05/12m,-,38.0
1200.00,0.12,1200.00,1200.00,GOAG,Gold Aura Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
105.00,102.95,105.00,102.95,HBSHA,Heritage Bld Soc 10%3mth19,103.00,9.281,961.441,103.50,104.00,100.00,10,-,25/10/2019,-,-
0.80,0.80,0.80,0.80,MSCHE,Minerals Corp 10.5%db09,0.80,-,-,0.61,0.93,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1871.00,n/a,2/12/09,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,4209.00,n/a,2/12/09,1/10/14m,-,n/a
6406.14,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4497.00,n/a,2/12/09,1/10/14m,-,n/a
50.00,5.25,17.00,17.00,AFPHA,Alpha Financial Prod ser1frn12,17.00,-,-,17.00,19.00,100.00,6.18sa,20/03/10,20/03/12m,100,102.3
114.00,100.00,112.00,109.40,AQNHA,AMP Grp Finance frn apr19,110.10,10.064,1112.61,110.10,112.00,100.00,8.030q,17/11/09,15/05/14i,100,-8.3
72.00,47.20,70.01,70.01,BENHB,Bendigo & Adelaide cap. note,70.01,0.443,31.014,70.50,71.50,100.00,4.03q,30/11/09,undated,100,4.1
53.00,13.00,51.50,50.00,GINHA,Generator Income gennote2,50.00,1.799,90.349,48.20,51.00,100.00,5.670q,8/01/10,8/10/11m,100,43.6
98.00,86.00,95.60,95.25,HLCHA,Halcyon Sec hlcnte10,95.251,0.785,74.907,95.251,96.499,100.00,6.66q,3/11/09,3/08/10m,100,10.3
83.00,29.00,81.55,80.50,MBLHB,Macq Bank Ltd inc sec,81.55,12.818,1040,81.40,81.55,100.00,5.41q,15/01/10,undated,100,3.5
0.231,0.021,0.231,0.22,MFNHA,Macq Fortress frn aug35,0.23,1039.91,236.664,0.23,0.243,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,56.00,85.00,81.11,NABHA,National Aust Bank natincsec,82.50,47.333,3933.04,82.25,82.50,100.00,4.53q,16/11/09,undated,100,2.8
96.50,60.00,96.50,95.50,NXBHB,Nexus Bonds Ltd frn dec09,96.00,1.77,169.971,95.75,96.00,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,75.50,75.50,NXBHC,  nexus3,75.50,-,-,70.00,82.00,100.00,6.11q,14/12/09,14/12/10m,100,31.8
59.80,39.00,57.01,57.00,NXBHD,  nexus4,57.00,0.15,8.55,57.00,58.50,100.00,5.79q,20/11/09,23/06/15m,100,n/a
92.00,58.00,90.50,88.50,SAKHA,Sthn Cross Air skies,90.20,7.161,640.043,90.20,90.50,100.00,5.170q,27/01/10,1/01/12i,100,7.3
72.50,35.00,72.00,69.55,SUNHB,Suncorp-Metway cap. note,71.00,2.423,170.37,69.62,71.00,100.00,4.03q,15/11/09,undated,100,3.7
107.85,101.20,107.80,106.60,TAHHA,Tabcorp Hldgs Ltd bondmay14,107.30,12.76,1365.66,106.75,107.30,100.00,7.288q,17/11/09,1/05/14i,100,0.0
98.80,84.20,98.05,97.00,WOWHB,Woolworths Ltd perp.frn,97.36,47.395,4610.75,97.36,98.00,100.00,4.555q,15/12/09,15/09/11i,100,3.0
Convertible Notes ,,,,,,,,,,,,,,,,
0.85,0.50,0.79,0.79,AGIG,Ainsworth Game Tech 8% cn11,0.79,-,-,0.79,0.82,1.30,8.0sa,31/12/09,31/12/09m,1.3,917.3
2.04,0.80,2.04,2.03,AZZG,Antares Energy 10% cn13,2.04,1.629,3.313,2.00,2.05,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.815,0.14,0.80,0.79,AXOG,Aurox Res 7%cnjun10,0.79,15,11.85,0.77,0.81,0.95,7.0sa,31/12/09,30/06/10m,0.95,44.0
0.55,0.11,0.50,0.46,BECG,Becton Prop Grp 9.5% cn10,0.46,164.451,75.697,0.475,0.49,0.65,9.5sa,31/12/09,30/06/10m,0.65,83.3
0.23,0.13,0.23,0.23,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.13,0.23,1.00,7.0sa,31/12/09,23/12/10m,1,n/a
72.50,58.00,68.00,68.00,CAAG,Capral Ltd 10% cn 12,68.00,-,-,-,-,100.00,10.0sa,31/03/10,29/03/12m,100,30.3
0.15,0.105,0.15,0.125,CBDG,CBD Energy Ltd 12.5% cn,0.125,50,6.875,0.125,0.165,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.80,0.80,CCYG,China Century Capitl 12%  cn10,0.80,-,-,0.76,-,1.00,12.0q,31/03/10,30/09/10m,1,42.4
1.048,0.65,1.00,0.99,DRAG,Dragon Min Ltd 10% cn11,1.00,10.481,10.481,0.99,1.046,1.05,10.0q,31/12/09,10/02/11m,1.05,15.0
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,0.34,-,0.45,0.15,-,31/1/2012,-,-
2.59,2.15,2.35,2.26,HSKG,Heemskirk Cons 8% cn11,2.26,4.24,9.637,2.18,2.26,3.00,12.0q,31/03/10,29/04/11m,3,30.6
98.60,51.00,98.60,97.60,IANG,IAG Finance (Nz) exch.note,98.40,182.993,17948.4,98.40,98.60,100.00,3.259q,15/12/09,15/03/10i,100,7.4
0.12,0.06,0.081,0.081,MSTG,Metal Storm Ltd 10% cn11,0.081,-,-,0.085,0.16,0.14,12.0q,1/09/09,1/09/09m,-,n/a
