Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:07 Friday 20/8/2010. Processed 11:33 Sunday 22/8/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,104.50,104.50,LEPHB,ALE Prop Grp 7.265un11,104.50,-,-,105.50,106.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.0
102.50,100.00,101.95,100.60,BZAHA,Brookfield Bonds A 7.82%3m12,101.95,0.233,23.754,101.07,101.95,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,103.25,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,1.363,140.427,102.10,103.00,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,108.00,107.00,HBSHA,Heritage Bld Soc 10%3mth19,108.00,0.412,44.36,107.80,-,100.00,10.000q,17/11/10,27/10/14i,100,2.8
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1121.00,n/a,1/10/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3605.00,n/a,1/10/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,3812.00,n/a,1/10/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.80,101.49,LEPHC,ALE Prop Grp frn3mth14,101.80,1.386,140.802,101.80,102.50,100.00,8.64,-,20/8/2014,-,-
35.00,10.196,35.00,32.00,AFPHA,Alpha Financial Prod ser1frn12,35.00,0.05,1.75,35.00,39.00,100.00,7.14sa,20/09/10,20/03/12m,100,88.6
114.00,106.10,109.85,108.82,AQNHA,AMP Grp Finance frn apr19,108.90,4.861,530.94,108.90,109.50,100.00,9.490q,17/11/10,15/05/14i,100,2.1
72.00,62.00,68.00,66.20,BENHB,Bendigo & Adelaide cap. note,67.50,2.136,143.092,66.50,67.50,100.00,.00q,30/11/10,undated,100,3.8
