Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4656.3 at 16:34 19/2/2010  Report at 19:07 Friday 19/2/2010. Processed 14:55 Sunday 21/2/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,86.00,102.50,102.50,LEPHB,ALE Prop Grp 7.265un11,102.50,0.228,23.37,102.50,103.949,100.00,7.265sa,31/03/10,30/09/11m,102.5,9.0
100.00,99.50,100.00,99.50,ACDHC,Aust Central 9% un15,100.00,0.3,30,99.80,100.00,100.00,9.0q,1/04/10,31/07/10i,100,12.3
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,0.697,69.7,100.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,103.00,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,0.498,51.294,102.55,105.00,100.00,8.79,-,23/11/2012,-,-
780.00,200.00,780.00,780.00,CBHGA,CBH Res Ltd 7.25%cn12,780.00,-,-,720.00,815.00,1000.00,7.25sa,15/03/10,3/05/12m,-,22.5
1200.00,0.12,1200.00,1200.00,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,105.00,103.91,HBSHA,Heritage Bld Soc 10%3mth19,104.90,3.56,372.661,103.01,104.90,100.00,10.000q,17/05/10,27/10/14i,100,3.1
0.80,0.675,0.75,0.75,MSCHF,Minerals Corp 10.5%db11,0.75,-,-,0.651,0.78,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,3905.657,3905.657,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1576.00,n/a,1/04/10,1/10/11m,-,n/a
5697.365,5697.365,5697.365,5697.365,LSBHB,  lsbfr10,5697.365,-,-,-,-,3971.00,n/a,1/04/10,1/10/14m,-,n/a
5905.21,5905.21,5905.21,5905.21,LSBHF,  lsbml10,5905.21,-,-,-,-,4226.00,n/a,1/04/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,22.00,19.70,AFPHA,Alpha Financial Prod ser1frn12,22.00,0.06,1.32,19.70,24.00,100.00,6.18sa,20/03/10,20/03/12m,100,104.2
114.00,100.00,108.76,107.51,AQNHA,AMP Grp Finance frn apr19,108.76,6.851,740.873,108.60,108.76,100.00,8.977q,17/05/10,15/05/14i,100,3.3
72.00,47.20,64.00,63.00,BENHB,Bendigo & Adelaide cap. note,63.00,0.92,58.525,63.00,65.00,100.00,4.80q,2/03/10,undated,100,5.3
65.00,13.00,61.80,60.60,GINHA,Generator Income gennote2,61.00,5.171,315.861,61.00,68.00,100.00,6.130q,8/04/10,8/10/11m,100,37.0
98.00,92.75,97.00,96.77,HLCHA,Halcyon Sec hlcnte10,97.00,1.339,129.753,97.00,97.50,100.00,7.51q,3/05/10,3/08/10m,100,11.8
83.00,29.00,70.001,68.25,MBLHB,Macq Bank Ltd inc sec,69.89,6.918,478.023,69.00,69.89,100.00,5.41q,15/01/10,undated,100,5.5
0.231,0.021,0.21,0.199,MFNHA,Macq Fortress frn aug35,0.199,99,19.91,0.198,0.21,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,77.20,75.045,NABHA,National Aust Bank natincsec,77.00,56.971,4330.43,77.00,77.73,100.00,5.255q,15/02/10,undated,100,3.7
93.00,45.00,92.00,91.00,NXBHC,Nexus Bonds Ltd nexus3,92.00,0.36,33.09,92.00,92.90,100.00,7.00q,14/03/10,14/12/10m,100,15.8
60.00,40.00,60.00,60.00,NXBHD,  nexus4,60.00,0.27,16.2,60.00,61.00,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,58.00,91.50,90.20,SAKHA,Sthn Cross Air skies,90.20,14.574,1316.47,89.85,90.45,100.00,5.910q,27/04/10,1/01/12i,100,8.4
72.00,35.00,65.50,63.50,SUNHB,Suncorp-Metway cap. note,65.50,1.12,72.14,65.00,65.50,100.00,4.80q,15/02/10,undated,100,4.4
107.95,101.20,105.00,104.25,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.80,21.763,2278.47,104.80,105.75,100.00,8.477q,17/05/10,1/05/14i,100,2.9
98.80,84.20,97.40,96.75,WOWHB,Woolworths Ltd perp.frn,96.75,44.476,4309.62,96.76,97.00,100.00,5.350q,15/03/10,15/09/11i,100,4.1
Convertible Notes ,,,,,,,,,,,,,,,,
1.025,1.02,1.025,1.02,AVDG,Advance Energy 9.5% cn15,1.025,7.5,7.675,-,1.07,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.765,0.765,AGIG,Ainsworth Game Tech 10% cn11,0.765,-,-,0.805,1.02,1.30,8.0sa,30/06/10,31/12/11m,1.3,43.6
2.07,1.20,2.00,2.00,AZZG,Antares Energy 10% cn13,2.00,2.5,5,-,-,2.00,10.0q,30/04/10,31/10/13h,-,n/a
0.86,0.14,0.81,0.80,AXOG,Aurox Res 7%cnjun10,0.81,203.64,164.948,0.805,0.81,0.95,7.0sa,30/06/10,30/06/10m,0.95,64.8
0.58,0.125,0.51,0.50,BECG,Becton Prop Grp 9.5% cn10,0.50,180,90.895,0.50,0.53,0.65,9.5sa,30/06/10,30/06/10m,0.65,112.8
0.23,0.13,0.13,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.13,0.13,CBDG,CBD Energy Ltd 12.5% cn,0.13,-,-,0.12,0.30,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.82,0.82,CCYG,China Century Capitl 12%  cn10,0.82,-,-,0.82,-,1.00,12.0q,31/03/10,30/09/10m,1,63.3
1.048,0.77,1.039,1.039,DRAG,Dragon Min Ltd 10% cn11,1.039,-,-,1.01,1.039,1.05,10.0q,31/03/10,10/02/11m,1.05,12.9
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.251,2.22,HSKG,Heemskirk Cons 8% cn11,2.25,25.5,57.377,2.30,2.45,3.00,12.0q,31/03/10,29/04/11m,3,40.5
100.10,51.00,99.80,99.00,IANG,IAG Finance (Nz) exch.note,99.60,28.76,2864.56,99.42,99.60,100.00,5.775q,15/03/10,15/12/19h,100,4.3
