Derivatives: Call Options - Weekly,,,,,,,,,,,,
XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 13:18 Sunday 25/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.35,,,,,,,,,,,,
Oct,09,0.01,14.35,-,-,-,-,1.00,3.63,,,
Oct,09,12.50,1.86,-,-,-,2.00,1.00,1.82,,,
Oct,09,13.00,1.36,1.50,1,19,2.00,1.00,1.82,,,
Oct,09,13.50,0.85,0.79,15,183,2.00,1.00,1.82,,,
Oct,09,14.00,0.39,0.49,55,216,18.60,0.86,12.72,,,
Oct,09,14.50,0.07,0.13,91,297,18.20,0.35,27.25,,,
Oct,09,15.00,0.00,0.08,-,68,18.20,0.03,1.45,,,
Oct,09,15.50,-,0.16,-,11,18.20,-,58.14,,,
Oct,09,16.00,-,-,-,-,18.20,-,-
Nov,09,0.01,14.39,-,-,-,-,-,3.27
Nov,09,12.50,1.90,-,-,-,19.20,0.99,3.27
Nov,09,13.00,1.41,1.30,-,5,19.20,0.96,4.00
Nov,09,13.50,0.95,1.18,6,39,19.20,0.88,7.27
Nov,09,14.00,0.56,0.50,4,11,19.20,0.71,15.62
Nov,09,14.50,0.28,0.27,4,182,18.60,0.48,20.35
Nov,09,15.00,0.11,0.17,15,32,17.80,0.25,7.63
Nov,09,15.50,0.04,-,-,-,18.20,0.10,2.54
Dec,09,0.01,14.41,-,-,-,-,-,3.41
Dec,09,12.00,2.42,-,-,3,21.30,0.99,3.18
Dec,09,12.50,1.94,-,-,-,21.20,0.97,3.86
Dec,09,13.00,1.47,1.50,6,19,21.10,0.91,5.45
Dec,09,13.50,1.04,0.68,3,234,20.10,0.82,8.63
Dec,09,14.00,0.69,0.76,1,160,20.10,0.68,15.22
Dec,09,14.50,0.41,0.45,99,303,19.70,0.51,18.40
Dec,09,15.00,0.20,0.25,21,106,18.70,0.33,9.08
Dec,09,15.50,0.10,0.32,-,131,18.90,0.19,4.31
Dec,09,16.00,0.04,0.23,-,272,18.60,0.09,1.82
Dec,09,16.50,0.01,0.72,-,53,18.60,0.04,0.68
Mar,10,0.01,14.32,-,-,-,-,-,-
Mar,10,12.50,2.13,-,-,-,21.20,0.89,4.71
Mar,10,13.00,1.72,-,-,-,21.20,0.83,6.11
Mar,10,13.50,1.36,-,-,-,21.20,0.76,8.34
Mar,10,14.00,1.02,0.67,-,162,20.90,0.67,11.15
Mar,10,14.50,0.75,0.80,20,29,20.70,0.57,12.39
Mar,10,15.00,0.50,0.50,23,153,19.30,0.46,8.18
Mar,10,15.50,0.35,0.26,-,69,20.00,0.37,5.86
Mar,10,16.00,0.23,0.23,-,47,19.80,0.28,3.80
Mar,10,16.50,0.14,0.44,-,5,19.50,0.20,2.31
Jun,10,0.01,14.49,-,-,-,-,-,1.56
Jun,10,12.00,2.67,2.17,-,2,22.80,0.90,3.37
Jun,10,12.50,2.27,-,-,-,22.80,0.85,4.41
Jun,10,13.00,1.91,2.00,1,1,22.70,0.80,5.81
Jun,10,13.50,1.58,-,-,-,22.70,0.74,7.58
Jun,10,14.00,1.23,1.15,-,30,21.20,0.68,9.14
Jun,10,14.50,1.02,1.30,-,5,22.10,0.60,10.59
Jun,10,15.00,0.80,0.71,-,5,21.80,0.52,8.25
Jun,10,15.50,0.63,0.54,-,23,21.80,0.45,6.49
Jun,10,16.00,0.48,0.46,-,20,21.80,0.38,4.98
Sep,10,0.01,14.38,-,-,-,-,-,0.26
Sep,10,12.50,2.42,-,-,-,22.70,0.84,4.35
Sep,10,13.00,2.09,-,-,-,22.70,0.79,5.56
Sep,10,13.50,1.76,-,-,-,22.40,0.74,6.89
Sep,10,14.00,1.49,1.49,-,16,22.50,0.68,8.59
Sep,10,14.50,1.28,1.24,-,15,23.30,0.62,9.69
Sep,10,15.00,1.06,0.95,-,5,23.30,0.56,8.06
Sep,10,15.50,0.89,-,-,-,23.30,0.50,6.70
Jun,11,14.00,2.25,2.00,-,2,29.00,0.72,7.96
Jun,14,16.00,2.59,-,-,-,25.20,0.74,3.85
Jun,14,16.50,2.38,-,-,-,24.60,0.74,3.54
Asciano Grp Last Sale Price $1.65,,,,,,,,,
Oct,09,0.01,1.65,-,-,-,-,1.00,15.80
Oct,09,1.48,0.17,0.11,13,418,59.00,0.93,15.80
Oct,09,1.57,0.09,0.12,-,292,42.10,0.83,31.60
Oct,09,1.66,0.03,0.04,163,1127,37.40,0.47,79.00
Oct,09,1.75,0.00,0.01,9313,8214,37.40,0.12,12.64
Oct,09,1.85,0.00,0.04,-,9,41.20,0.02,3.16
Oct,09,1.96,-,0.01,-,-,37.40,-,47.40
Nov,09,0.01,1.65,1.63,90,-,-,-,6.32
Nov,09,1.48,0.20,-,-,-,44.40,0.82,18.96
Nov,09,1.57,0.14,0.09,10,393,42.90,0.69,34.76
Nov,09,1.66,0.07,0.07,30,1310,39.60,0.52,47.40
Nov,09,1.75,0.04,0.05,30,308,37.40,0.34,25.28
Nov,09,1.85,0.03,-,-,-,41.20,0.21,15.80
Nov,09,1.96,0.01,0.05,-,40,37.40,0.08,3.79
Dec,09,0.01,1.65,-,-,-,-,-,3.95
Dec,09,0.44,1.21,0.68,-,30,44.00,1.00,-
Dec,09,0.70,0.95,0.39,-,10,44.00,1.00,1.98
Dec,09,0.79,0.86,0.76,-,-,44.00,1.00,1.98
Dec,09,0.87,0.79,0.65,-,30,44.00,1.00,1.98
Dec,09,0.96,0.69,0.59,-,15,44.00,1.00,1.98
Dec,09,1.05,0.60,0.50,-,10,44.00,1.00,1.98
Dec,09,1.13,0.53,0.41,-,2,44.00,0.99,1.98
Dec,09,1.22,0.44,0.27,-,1000,44.00,0.97,3.95
Dec,09,1.31,0.35,0.38,-,728,44.00,0.93,5.93
Dec,09,1.40,0.28,0.28,50,3763,44.00,0.86,11.85
Dec,09,1.48,0.22,0.20,-,690,44.60,0.78,19.75
Dec,09,1.57,0.16,0.15,40,2366,42.50,0.67,29.63
Dec,09,1.66,0.11,0.10,192,2056,41.30,0.54,41.48
Dec,09,1.75,0.06,0.05,10,3669,37.50,0.39,23.70
Dec,09,1.85,0.04,-,-,-,41.20,0.28,15.80
Dec,09,1.96,0.01,0.07,-,1008,37.50,0.15,5.93
Dec,09,2.18,0.00,0.04,-,150,37.50,0.04,1.19
Dec,09,2.40,-,-,-,1000,37.50,-,-
Mar,10,0.01,1.67,-,-,-,-,-,4.31
Mar,10,1.13,0.56,-,-,10,50.90,0.92,6.46
Mar,10,1.22,0.48,-,-,40,47.50,0.89,7.90
Mar,10,1.31,0.41,-,-,20,47.00,0.84,10.77
Mar,10,1.40,0.34,0.40,-,295,45.20,0.79,13.65
Mar,10,1.48,0.29,-,-,90,45.00,0.73,17.96
Mar,10,1.57,0.23,0.23,-,50,41.80,0.66,21.55
Mar,10,1.66,0.19,0.19,-,370,41.60,0.58,26.57
Mar,10,1.75,0.14,0.17,-,408,41.50,0.50,20.83
Jun,10,0.01,1.69,-,-,-,-,-,4.51
Jun,10,1.40,0.40,0.40,-,55,47.00,0.76,13.54
Jun,10,1.50,0.34,-,-,140,46.20,0.71,17.16
Jun,10,1.60,0.27,-,-,65,42.30,0.65,19.86
Jun,10,1.70,0.25,-,-,170,45.40,0.58,22.12
Jun,10,1.80,0.17,0.16,10,45,39.40,0.50,15.35
Sep,10,0.01,1.71,-,-,-,-,-,4.61
Sep,10,1.50,0.38,-,-,-,43.70,0.71,14.81
Sep,10,1.60,0.33,-,-,-,43.40,0.66,18.11
Sep,10,1.70,0.28,-,-,-,43.20,0.60,18.43
Sep,10,1.80,0.23,-,-,-,42.00,0.55,15.14
Dec,10,1.66,0.34,0.26,-,7,44.10,0.60,17.87
Dec,10,1.75,0.31,0.32,20,10,44.10,0.60,16.06
Dec,10,1.96,0.26,0.27,10,22,46.30,0.49,13.21
Dec,12,1.13,0.90,-,-,10,52.50,0.86,7.18
Dec,12,1.31,0.81,-,-,25,52.50,0.79,9.10
Dec,12,1.66,0.69,-,-,-,52.50,0.70,13.12
Dec,12,1.75,0.66,-,-,-,52.50,0.70,12.64
Sep,14,1.70,0.77,-,-,-,44.70,0.74,9.41
Sep,14,1.80,0.73,-,-,-,44.70,0.74,9.04
Amcor Ltd Last Sale Price $5.72,,,,,,,,,
Oct,09,0.01,5.71,-,-,-,-,1.00,4.56
Oct,09,3.89,1.83,0.66,-,-,2.00,1.00,-
Oct,09,4.12,1.60,1.59,-,1,2.00,1.00,-
Oct,09,4.35,1.37,0.30,-,-,2.00,1.00,-
Oct,09,4.58,1.14,1.15,-,10,2.00,1.00,-
Oct,09,4.81,0.92,0.51,-,-,2.00,1.00,4.56
Oct,09,5.03,0.69,0.54,-,50,2.00,1.00,4.56
Oct,09,5.26,0.47,0.33,46,78,2.00,1.00,4.56
