50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5505.0 at 2014-10-31T16:39:36. Report at Friday, October 31, 2014. Processed Saturday at 2014-11-01T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
1.775,.935,Alumina,1.63,-1,1.63,1.64,,,,1.00,,,,
.50,.29,Aquarius Platinum,.305,-.5,.305,.315,,,,,,,,
1.24,.325,Atlas Iron,.335,-.5,.335,.34,2.00,,.95,1.61,5.97,17.5,,
1.995,1.145,AWE,1.75,+1.5,1.75,1.76,,f,,1.55,,14.6,,
1.817,1.142,Beach Energy,1.165,-2,1.165,1.17,3.00,f,2.65,1.45,2.58,14.7,,
39.79,31.905,BHP Billiton,33.96,+41,33.93,33.97,130.92,f,2.11,15.87,3.86,12.3,,
.065,.04,Brockman Min,.046,,.009,.055,,,,,,,,
2.10,.68,Buru Energy,.68,-1.5,.68,.705,,,,,,,,
2.13,1.255,CuDECO,1.385,+8.5,1.31,1.39,,,,,,,,
1.74,1.03,Drillsearch Energy,1.175,,1.17,1.185,,,,.84,,7.1,,
1.64,.985,Energy Res,1.285,-2,1.28,1.285,,,,,,,,
.475,.257,Energy World Corp,.35,-1,.345,.35,,,,.30,,29.7,,
148.50,128.10,ETFS Physical Gold,130.15,-230,130.00,130.20,,,,,,206.0,,
1.017,.505,Evolution Mining,.60,-1,.595,.605,2.00,,3.53,1.56,3.33,8.5,,
.157,.033,FAR,.10,+.3,.10,.105,,,,,,,,
6.22,3.15,Fortescue Metals Grp,3.50,+6,3.47,3.50,20.00,f,4.67,2.56,5.71,3.7,,
.39,.257,Horizon Oil,.295,,.285,.295,,,,.42,,27.8,,
10.30,7.13,Iluka Res,7.20,-6,7.19,7.20,10.00,f,,3.61,1.39,,,
4.97,2.71,Independence Grp,4.54,+12,4.52,4.54,8.00,f,2.49,2.94,1.76,22.8,,
.29,.117,Indophil Res,.28,+.5,.275,.28,,,,,,1400.0,,
4.60,2.36,Karoon Gas Aust,2.95,+1,2.93,2.95,,,,,,,,
4.49,.26,Liquefied Natural,3.72,+18,3.72,3.75,,,,,,,,
.637,.20,Lonestar Res,.345,,.335,.35,,,,.24,,42.1,,
.375,.065,Lynas Corp,.066,-.1,.066,.067,,,,,,,,
2.060,1.16,MACA,1.31,-1,1.305,1.32,14.00,f,2.17,1.16,10.69,4.3,,
.28,.145,Metals X,.21,-1,.205,.21,.67,f,3.37,.19,3.19,9.3,,
1.215,.44,Mount Gibson Iron,.45,-.5,.45,.455,6.00,f,1.47,.56,13.33,5.1,,
3.715,2.22,New Hope Corp,2.25,-1,2.25,2.26,8.00,f,.88,2.35,3.56,32.1,,
.785,.635,NZ Oil & Gas,.64,-1,.64,.665,4.67,,.48,.75,7.30,28.7,,
12.50,6.96,Newcrest Min,9.32,-44,9.30,9.32,,,,9.94,,,,
1.91,.625,Northern Star Res,1.10,-6,1.095,1.105,3.50,f,1.43,.33,3.18,22.0,,
3.62,1.455,OceanaGold Corp cdi,2.00,-20,1.995,2.00,,,,2.35,,7.8,,
9.88,7.765,Oil Search,8.63,+3,8.62,8.63,4.40,,4.38,3.38,.51,44.8,,
.68,.275,OM Hldgs,.43,+.5,.425,.45,,,,.39,,,,
3.22,1.985,Orocobre,2.74,-6,2.71,2.74,,,,,,,,
4.88,2.11,OZ Minerals,3.87,+4,3.86,3.87,20.00,,,6.68,5.17,,,
.655,.28,Paladin Energy,.325,-.5,.32,.325,,,,.47,,,,
2.35,1.45,PanAust,1.71,-4,1.705,1.72,6.00,,.80,1.72,3.51,35.7,,
3.44,1.27,Regis Res,1.38,+6,1.38,1.39,15.00,f,,,10.87,,,
71.30,57.06,Rio Tinto,60.41,+111,60.40,60.41,223.23,f,1.68,23.73,3.70,16.1,,
.69,.385,Roc Oil Co,.69,+.5,.685,.69,,,,.50,,5.6,,
6.84,5.31,Sandfire Res,5.61,-5,5.61,5.62,10.00,,5.02,1.87,1.78,11.2,,
15.32,12.25,Santos,12.90,-6,12.90,12.95,35.00,f,1.32,,2.71,27.9,,
.495,.17,Saracen Min,.285,-1,.285,.295,,,,.35,,31.3,,
.895,.457,Senex Energy,.535,+1.5,.535,.54,,,,.42,,16.2,,
.265,.127,Sino Gas Energy,.19,,.185,.19,,,,,,27.1,,
4.16,1.92,Sirius Res,3.10,+2,3.10,3.12,,,,,,,,
3.10,3.10,Sphere Minerals,3.10,,,3.10,,,,,,,,
1.42,.88,Sundance Energy,1.165,+3,1.155,1.165,,,,,,17.7,,
6.275,2.472,Syrah Res,3.69,+13,3.66,3.69,,,,,,,,
.455,.215,Tiger Res,.26,+.5,.255,.26,,,,,,11.5,,
5.30,1.94,Western Areas,4.34,+13,4.34,4.36,5.00,f,2.58,1.68,1.15,33.6,,
2.03,1.36,Whitehaven Coal,1.515,-2.5,1.51,1.53,,,,3.02,,,,
44.23,36.54,Woodside Petroleum,40.13,+41,40.04,40.14,233.81,f,1.14,19.97,5.83,15.1,,
9.06,6.25,Zimplats Hldgs,8.75,,8.50,8.75,,,,,,9.1,,
,
