Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4671.9 at 16:47 18/12/2009  Report at 19:05 Friday 18/12/2009. Processed 19:30 Friday 18/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,0.002,0.1,100.00,,,,,,,,
Telezon Ltd,TLZ,0.19,7.5,65.22,,,,,,,,
Advanced Magnesium,ANM,0.051,1.7,50.00,,,,,,,,
M2M Corp,MCL,0.004,0.1,33.33,,,,,,,,
CVC Prop Fund unt,CJT,0.03,0.7,30.43,,,,,,,,
Green Invest Ltd,GNV,0.07,1.5,27.27,,,,,,,,
Early Learning Serv,ELY,0.145,3,26.09,,,,,,,,
GSF Corp Ltd,GSF,0.005,0.1,25.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
World Reach Ltd,WRR,0.005,0.1,25.00,,,,,,,,
Moko Mobi Ltd,MKB,0.175,3,20.69,,,,,,,,
Montec Intl,MTI,0.006,0.1,20.00,,,,,,,,
Verus Invest opt jun10,VILO,0.006,0.1,20.00,,,,,,,,
RMG Ltd,RMG,0.013,0.2,18.18,,,,,,,,
Macq Fortress frn aug35,MFNHA,0.21,3,16.67,,,,,,,,
Medic Vision Ltd,MVH,0.035,0.5,16.67,,,,,,,,
Funtastic Ltd,FUN,0.22,3,15.79,,,,,,,,
Blue Capital Ltd,BIV,0.015,0.2,15.38,,,,,,,,
ICSGlobal Ltd,ICS,0.046,0.6,15.00,,,,,,,,
TPL Corp Ltd,TPL,0.023,0.3,15.00,,,,,,,,
LBT Innovations,LBT,0.12,1.5,14.29,,,,,,,,
Pharmanet Grp,PNO,0.008,0.1,14.29,,,,,,,,
Robe Aust Ltd,ROB,0.016,0.2,14.29,,,,,,,,
Rockeby Biomed,RBY,0.016,0.2,14.29,,,,,,,,
ECO Quest,ECQ,0.135,1.5,12.50,,,,,,,,
Iatia Ltd,IAT,0.018,0.2,12.50,,,,,,,,
Emerson Stewart Grp,ESW,0.10,1.1,12.36,,,,,,,,
Ideas Intl,IDE,0.28,3,12.00,,,,,,,,
CEC Grp Ltd,CEG,0.15,1.5,11.11,,,,,,,,
Eastland Medical,EMS,0.06,0.6,11.11,,,,,,,,
Monteray Grp,MRY,0.02,0.2,11.11,,,,,,,,
Medivac Ltd,MDV,0.011,0.1,10.00,,,,,,,,
Redisland Aust,RLA,0.022,0.2,10.00,,,,,,,,
Sky Net fpo nz,SKT,3.95,35,9.72,,,,,,,,
TTA Hldgs Ltd,TTA,0.068,0.6,9.68,,,,,,,,
Pac Enviromin,PEV,0.023,0.2,9.52,,,,,,,,
Firstfolio Ltd,FFF,0.06,0.5,9.09,,,,,,,,
Coretrack Ltd,CKK,0.245,2,8.89,,,,,,,,
Charter Pacific,CHF,0.062,0.5,8.77,,,,,,,,
MDS Financial Grp,MWS,0.025,0.2,8.70,,,,,,,,
Colorpak Ltd,CKL,0.51,4,8.51,,,,,,,,
Xtek Ltd,XTE,0.051,0.4,8.51,,,,,,,,
Starpharma Hldgs,SPL,0.64,5,8.47,,,,,,,,
Empired Ltd,EPD,0.13,1,8.33,,,,,,,,
Mariner Corp Ltd,MCX,0.013,0.1,8.33,,,,,,,,
ITL Ltd,ITD,0.079,0.6,8.22,,,,,,,,
Senetas Corp,SEN,0.067,0.5,8.06,,,,,,,,
Zingmobile Grp cdi 1:1,ZMG,0.027,0.2,8.00,,,,,,,,
Warrnambool Cheese,WCB,2.85,21,7.95,,,,,,,,
Ludowici Ltd,LDW,3.20,23,7.74,,,,,,,,
Overseas & Gen cdi,OGL,0.07,0.5,7.69,,,,,,,,
Resonance Health,RHT,0.028,0.2,7.69,,,,,,,,
SCV Grp Ltd,SCV,0.014,0.1,7.69,,,,,,,,
Abacus Prop stpld,ABP,0.435,3,7.41,,,,,,,,
Virax Hldgs,VHL,0.059,0.4,7.27,,,,,,,,
Lifestyle Communit,LIC,0.075,0.5,7.14,,,,,,,,
Cervantes Corp,CVS,0.032,0.2,6.67,,,,,,,,
Clarius Grp Ltd,CND,0.80,5,6.67,,,,,,,,
United Overseas Aust,UOS,0.25,1.5,6.38,,,,,,,,
Tyrian Diagnostics,TDX,0.017,0.1,6.25,,,,,,,,
FSA Grp Ltd,FSA,0.435,2.5,6.10,,,,,,,,
Centrebet Internat,CIL,1.22,7,6.09,,,,,,,,
West Aust News,WAN,8.03,45,5.94,,,,,,,,
Intermoco Ltd,INT,0.018,0.1,5.88,,,,,,,,
National Leisure,NLG,0.036,0.2,5.88,,,,,,,,
Everest Financial,EFG,0.055,0.3,5.77,,,,,,,,
CPI Grp Ltd,CPI,0.19,1,5.56,,,,,,,,
Mesbon China Nylon,MES,0.095,0.5,5.56,,,,,,,,
Air New Zealand fpo nz,AIZ,0.97,5,5.43,,,,,,,,
Run Corp Ltd,RNC,0.039,0.2,5.41,,,,,,,,
Asciano Grp stpld,AIO,1.77,9,5.36,,,,,,,,
Austar United,AUN,1.40,7,5.26,,,,,,,,
Quay Magnesium,QMG,0.02,0.1,5.26,,,,,,,,
TPG Telecom Ltd,TPM,1.74,8.5,5.14,,,,,,,,
Metal Storm Ltd,MST,0.021,0.1,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Drake Res opt dec09,DRKO,0.002,0.1,100.00,,,,,,,,
Envirogold Ltd opt dec09,EVGOA,0.002,0.1,100.00,,,,,,,,
Jaguar Min,JAG,0.049,1.8,58.06,,,,,,,,
Whinnen Res,WWW,0.099,2.9,41.43,,,,,,,,
Golden State Res opt nov10,GDNOA,0.007,0.2,40.00,,,,,,,,
Moby Oil & Gas,MOG,0.26,6.5,33.33,,,,,,,,
Eagle Eye Metals,EYE,0.06,1.2,25.00,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.025,0.5,25.00,,,,,,,,
Central Pet opt jun10,CTPOA,0.034,0.6,21.43,,,,,,,,
Nex Metals Explor,NME,0.235,4,20.51,,,,,,,,
Mutiny Gold Ltd,MYG,0.048,0.8,20.00,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.018,0.3,20.00,,,,,,,,
Resolute Min opt dec11,RSGO,0.49,7.5,18.07,,,,,,,,
Eastern Iron,EFE,0.10,1.5,17.65,,,,,,,,
Nkwe Platinum opt aug11,NKPO,0.275,4,17.02,,,,,,,,
Range Res Ltd,RRS,0.071,1,16.39,,,,,,,,
Stanmore Coal Ltd,SMR,0.43,6,16.22,,,,,,,,
Frontier Res opt dec10,FNTO,0.015,0.2,15.38,,,,,,,,
Pac Ore Ltd,PSF,0.045,0.6,15.38,,,,,,,,
Golden Cross,GCR,0.023,0.3,15.00,,,,,,,,
United Orogen,UOG,0.046,0.6,15.00,,,,,,,,
Lonrho Min Ltd,LOM,0.016,0.2,14.29,,,,,,,,
NEW Standard Energy,NSE,0.12,1.5,14.29,,,,,,,,
Newera Uranium,NRU,0.04,0.5,14.29,,,,,,,,
Cue Energy Res,CUE,0.245,3,13.95,,,,,,,,
Newland Res,NRL,0.025,0.3,13.64,,,,,,,,
Advance Energy,AVD,0.068,0.8,13.33,,,,,,,,
Bannerman Res,BMN,0.70,8,12.90,,,,,,,,
Jindalee Res,JRL,1.16,13,12.62,,,,,,,,
Nuenergy Capital,NGY,0.135,1.5,12.50,,,,,,,,
Pacrim Energy,PRE,0.009,0.1,12.50,,,,,,,,
Promesa Ltd,PRA,0.09,1,12.50,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.027,0.3,12.50,,,,,,,,
Resource Base,RBX,0.045,0.5,12.50,,,,,,,,
Ausquest Ltd,AQD,0.14,1.5,12.00,,,,,,,,
Blackham Res opt oct11,BLKO,0.095,1,11.76,,,,,,,,
Gold Anomaly Ltd,GOA,0.038,0.4,11.76,,,,,,,,
Carbine Res,CRB,0.10,1,11.11,,,,,,,,
Forte Energy NL,FTE,0.155,1.5,10.71,,,,,,,,
Thundelarra Explor,THX,0.415,4,10.67,,,,,,,,
K2 Energy Ltd,KTE,0.045,0.4,9.76,,,,,,,,
Modena Res Ltd,MDA,0.046,0.4,9.52,,,,,,,,
Rimfire Pacific,RIM,0.023,0.2,9.52,,,,,,,,
Padbury Min Ltd opt may11,PDYOB,0.012,0.1,9.09,,,,,,,,
Poseidon Nick Ltd,POS,0.245,2,8.89,,,,,,,,
AXG Min Ltd,AXC,0.025,0.2,8.70,,,,,,,,
