Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:05 Friday 17/9/2010. Processed 22:53 Friday 17/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.095,4,72.73,,,,,,,,
Multi Channel,MUT,0.005,0.2,66.67,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.069,2.4,53.33,,,,,,,,
C @ Ltd opt apr12,CEOO,0.006,0.2,50.00,,,,,,,,
Aeris Environmental,AEI,0.26,7,36.84,,,,,,,,
Verticon Grp Ltd,VGP,0.004,0.1,33.33,,,,,,,,
Bremer Park Ltd 7% cn10,BPKG,0.13,3,30.00,,,,,,,,
National Can Ind,NCI,1.60,33,25.98,,,,,,,,
Aust China Hldgs,AAK,0.005,0.1,25.00,,,,,,,,
C @ Ltd,CEO,0.015,0.3,25.00,,,,,,,,
Energy Ventures,EVE,0.066,1.3,24.53,,,,,,,,
Medical Develop,MVP,0.26,5,23.81,,,,,,,,
Farmworks Aust,FWA,0.14,2.5,21.74,,,,,,,,
Cyclopharm Ltd,CYC,0.08,1.3,19.40,,,,,,,,
Benitec Ltd,BLT,0.025,0.4,19.05,,,,,,,,
Prophecy Intl ,PRO,0.27,4,17.39,,,,,,,,
Global Prop,GPB,1.93,28,16.97,,,,,,,,
Richfield Internat,RIS,0.105,1.5,16.67,,,,,,,,
World Reach Ltd,WRR,0.007,0.1,16.67,,,,,,,,
Wasabi Energy Ltd,WAS,0.015,0.2,15.38,,,,,,,,
Metal Storm Ltd,MST,0.008,0.1,14.29,,,,,,,,
Pharmanet Grp,PNO,0.008,0.1,14.29,,,,,,,,
CO2 Grp Ltd,COZ,0.205,2.5,13.89,,,,,,,,
Moko Mobi Ltd,MKB,0.091,1.1,13.75,,,,,,,,
GoConnect Ltd,GCN,0.053,0.6,12.77,,,,,,,,
MacarthurCook PSF unt,MPS,0.098,1.1,12.64,,,,,,,,
TPL Corp Ltd,TPL,0.018,0.2,12.50,,,,,,,,
Kip McGrath Edu Cntr,KME,0.28,3,12.00,,,,,,,,
eServGlobal Ltd,ESV,0.635,6.5,11.40,,,,,,,,
Blue Capital Ltd,BIV,0.02,0.2,11.11,,,,,,,,
Landmark White,LMW,0.40,4,11.11,,,,,,,,
RTL Corp Ltd,RTL,0.02,0.2,11.11,,,,,,,,
Mooter Media Ltd,MMZ,0.011,0.1,10.00,,,,,,,,
Xceed Capital Ltd,XCD,0.011,0.1,10.00,,,,,,,,
Ellex Medical Lasers,ELX,0.225,2,9.76,,,,,,,,
APN Prop Grp,APD,0.23,2,9.52,,,,,,,,
Patrys Ltd,PAB,0.082,0.7,9.33,,,,,,,,
Ainsworth Game Tech,AGI,0.125,1,8.70,,,,,,,,
Alexium Int Grp,AJX,0.195,1.5,8.33,,,,,,,,
EFTEL Ltd,EFT,0.013,0.1,8.33,,,,,,,,
Murchison Hldgs,MCH,0.345,2.5,7.81,,,,,,,,
APN European Retail stp,AEZ,0.028,0.2,7.69,,,,,,,,
Living & Leisure Grp stp,LLA,0.028,0.2,7.69,,,,,,,,
ALE Prop Grp stp,LEP,2.16,15,7.46,,,,,,,,
RCL Grp stp,RLG,0.073,0.5,7.35,,,,,,,,
Brain Resource,BRC,0.22,1.5,7.32,,,,,,,,
Apollo Cons,AOP,0.015,0.1,7.14,,,,,,,,
Bravura Solutions,BVA,0.15,1,7.14,,,,,,,,
Brierty Ltd,BYL,0.30,2,7.14,,,,,,,,
Empire Beer Grp,EEE,0.075,0.5,7.14,,,,,,,,
Pharmaxis Ltd,PXS,2.10,14,7.14,,,,,,,,
Skywest Airlines cdi,SXR,0.30,2,7.14,,,,,,,,
Solagran Ltd,SLA,0.15,1,7.14,,,,,,,,
Mesoblast Ltd,MSB,2.45,16,6.99,,,,,,,,
Datadot Tech,DDT,0.046,0.3,6.98,,,,,,,,
CMI Ltd pref.cl.a,CMIPC,0.40,2.6,6.95,,,,,,,,
Austin Engineer,ANG,4.38,28,6.83,,,,,,,,
Geodynamics Ltd,GDY,0.555,3.5,6.73,,,,,,,,
Rubicor Grp,RUB,0.032,0.2,6.67,,,,,,,,
Globe Intl,GLB,0.76,4.5,6.29,,,,,,,,
Adv Braking Tech,ABV,0.017,0.1,6.25,,,,,,,,
Gale Pacific Ltd,GAP,0.26,1.5,6.12,,,,,,,,
HFA Hldgs Ltd,HFA,0.175,1,6.06,,,,,,,,
EDT Retail Tr unt,EDT,0.071,0.4,5.97,,,,,,,,
China Steel,CNH,0.09,0.5,5.88,,,,,,,,
Wellcom Grp Ltd,WLL,2.01,11,5.79,,,,,,,,
Traffic Tech,TTI,0.037,0.2,5.71,,,,,,,,
Allied Brands Ltd,ABQ,0.019,0.1,5.56,,,,,,,,
Comtel Corp Ltd,CMO,0.019,0.1,5.56,,,,,,,,
Hostech Ltd,HTC,0.019,0.1,5.56,,,,,,,,
Service Stream,SSM,0.38,2,5.56,,,,,,,,
Unilife Corp cdi,UNS,1.055,5.5,5.50,,,,,,,,
Devine Ltd,DVN,0.29,1.5,5.45,,,,,,,,
Provet Hldgs Ltd,PVT,1.74,9,5.45,,,,,,,,
Vision Grp Hldgs,VGH,0.29,1.5,5.45,,,,,,,,
CSG Ltd,CSV,1.94,10,5.43,,,,,,,,
Ceramic Fuel Cells,CFU,0.195,1,5.41,,,,,,,,
QRSciences Hldgs,QRS,0.059,0.3,5.36,,,,,,,,
CathRx Ltd,CXD,0.20,1,5.26,,,,,,,,
Smarttrans Hldgs,SMA,0.02,0.1,5.26,,,,,,,,
ZYL Ltd,ZYL,0.02,0.1,5.26,,,,,,,,
Skilled Grp Ltd,SKE,1.545,7.5,5.10,,,,,,,,
Virgin Blue Hldgs,VBA,0.415,2,5.06,,,,,,,,
MINING RISES,,,,,,,,,,,,
Malagasy Min,MGY,0.23,14.7,177.10,,,,,,,,
Sinovus Min Ltd,SNV,0.03,1,50.00,,,,,,,,
Capital Min,CMY,0.058,1.8,45.00,,,,,,,,
African Energy Res cdi,AFR,0.135,4,42.11,,,,,,,,
Mantle Min Corp opt dec10,MNMOA,0.007,0.2,40.00,,,,,,,,
Rox Res opt jul11,RXLOA,0.021,0.6,40.00,,,,,,,,
Sovereign Metals,SVM,0.23,6,35.29,,,,,,,,
Eastern Iron opt dec10,EFEO,0.02,0.5,33.33,,,,,,,,
Eldore Min opt dec12,EDMOA,0.004,0.1,33.33,,,,,,,,
Jervois Min,JRV,0.004,0.1,33.33,,,,,,,,
Resource Star Ltd opt sep12,RSLO,0.032,0.8,33.33,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.045,1.1,32.35,,,,,,,,
Laconia Res Ltd,LCR,0.105,2.5,31.25,,,,,,,,
Thor Min Plc cdi,THR,0.021,0.5,31.25,,,,,,,,
General Min Corp,GMM,0.17,4,30.77,,,,,,,,
Alara Res Ltd,AUQ,0.16,3.5,28.00,,,,,,,,
Renison Cons,RSN,0.005,0.1,25.00,,,,,,,,
XState Res,XST,0.185,3.5,23.33,,,,,,,,
Luiri Gold Ltd cdi,LGM,0.195,3.5,21.88,,,,,,,,
Truscott Min Corp,TRM,0.17,3,21.43,,,,,,,,
Malachite Res,MAR,0.07,1.1,18.64,,,,,,,,
Papillon Res Ltd opt dec10,PIRO,0.13,2,18.18,,,,,,,,
Galilee Energy,GLL,0.23,3.5,17.95,,,,,,,,
Resource Star Ltd,RSL,0.135,2,17.39,,,,,,,,
Zamia Metals,ZGM,0.081,1.2,17.39,,,,,,,,
Athena Res opt apr12,AHNOA,0.035,0.5,16.67,,,,,,,,
GB Energy Ltd,GBX,0.035,0.5,16.67,,,,,,,,
Resource Min Corp,RMI,0.007,0.1,16.67,,,,,,,,
Cobar Cons,CCU,0.295,4,15.69,,,,,,,,
Eden Energy Ltd,EDE,0.059,0.8,15.69,,,,,,,,
Millennium Min,MOY,0.037,0.5,15.62,,,,,,,,
Latrobe Magnesium,LMG,0.015,0.2,15.38,,,,,,,,
Energy And Min,EMA,0.19,2.5,15.15,,,,,,,,
Talisman Min opt dec10,TLMO,0.88,11.5,15.03,,,,,,,,
Avonlea Min,AVZ,0.115,1.5,15.00,,,,,,,,
Hudson Res,HRS,0.23,3,15.00,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.115,1.5,15.00,,,,,,,,
Target Energy,TEX,0.023,0.3,15.00,,,,,,,,
Castlemaine,CGT,0.047,0.6,14.63,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.008,0.1,14.29,,,,,,,,
Grand Gulf Energy,GGE,0.016,0.2,14.29,,,,,,,,
Mount Burgess Min,MTB,0.008,0.1,14.29,,,,,,,,
Octanex NL,OXX,0.40,5,14.29,,,,,,,,
Sabre Res,SBR,0.32,4,14.29,,,,,,,,
Kings Min NL,KMN,0.165,2,13.79,,,,,,,,
Copper Range Ltd,CRJ,0.017,0.2,13.33,,,,,,,,
Elemental Min,ELM,0.645,7.5,13.16,,,,,,,,
RMA Energy Ltd,RMT,0.035,0.4,12.90,,,,,,,,
Exoma Energy Ltd,EXE,0.22,2.5,12.82,,,,,,,,
Aura Energy,AEE,0.18,2,12.50,,,,,,,,
Austin Explore opt nov11,AKKO,0.009,0.1,12.50,,,,,,,,
Blaze Intl,BLZ,0.009,0.1,12.50,,,,,,,,
Clancy Explore,CLY,0.09,1,12.50,,,,,,,,
Rox Res,RXL,0.036,0.4,12.50,,,,,,,,
Union Res Ltd,UCL,0.009,0.1,12.50,,,,,,,,
XState Res opt jun13,XSTO,0.09,1,12.50,,,,,,,,
Yellow Rock,YRR,0.018,0.2,12.50,,,,,,,,
Niplats Aust,NIP,0.46,5,12.20,,,,,,,,
Adelaide Res,ADN,0.185,2,12.12,,,,,,,,
Ausgold Ltd,AUC,0.325,3.5,12.07,,,,,,,,
Minemakers Ltd,MAK,0.42,4.5,12.00,,,,,,,,
Meridian Min,MII,0.075,0.8,11.94,,,,,,,,
Emmerson Res,ERM,0.19,2,11.76,,,,,,,,
Poseidon Nick Ltd,POS,0.24,2.5,11.63,,,,,,,,
Gryphon Min Ltd,GRY,1.45,15,11.54,,,,,,,,
Advance Energy,AVD,0.01,0.1,11.11,,,,,,,,
Alcyone Res Ltd,AYN,0.03,0.3,11.11,,,,,,,,
Catalpa Res opt oct11,CAHOB,1.00,10,11.11,,,,,,,,
Eagle Eye Metals,EYE,0.05,0.5,11.11,,,,,,,,
Rimfire Pacific,RIM,0.01,0.1,11.11,,,,,,,,
Stirling Res,SRE,0.05,0.5,11.11,,,,,,,,
Carpentaria Exp,CAP,0.455,4.5,10.98,,,,,,,,
Azumah Res,AZM,0.715,7,10.85,,,,,,,,
European Nickel cdi,ENK,0.46,4.5,10.84,,,,,,,,
Ivanhoe Aust opt sep11,IVAO,0.31,3,10.71,,,,,,,,
Kasbah Res,KAS,0.155,1.5,10.71,,,,,,,,
Wildhorse Energy,WHE,0.31,3,10.71,,,,,,,,
Zambezi Res cdi,ZRL,0.031,0.3,10.71,,,,,,,,
Greater Bendigo Gold,GBM,0.021,0.2,10.53,,,,,,,,
Rubianna Res Ltd,RRE,0.16,1.5,10.34,,,,,,,,
Manas Res Ltd,MSR,0.11,1,10.00,,,,,,,,
Metals X Ltd,MLX,0.22,2,10.00,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.17,1.5,9.68,,,,,,,,
Marmota Energy,MEU,0.08,0.7,9.59,,,,,,,,
Intrepid Mines,IAU,1.26,11,9.57,,,,,,,,
Eleckra Mines,EKM,0.115,1,9.52,,,,,,,,
Olympus Pacific Min,OYM,0.46,4,9.52,,,,,,,,
Discovery Metals,DML,1.05,9,9.38,,,,,,,,
Diatreme Res,DRX,0.082,0.7,9.33,,,,,,,,
TNG Ltd,TNG,0.047,0.4,9.30,,,,,,,,
Aust Renewable,ARW,0.012,0.1,9.09,,,,,,,,
Excelsior Gold,EXG,0.036,0.3,9.09,,,,,,,,
Lodestar Min,LSR,0.12,1,9.09,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.12,1,9.09,,,,,,,,
Orion Gold NL,ORN,0.024,0.2,9.09,,,,,,,,
Red Emperor Res,RMP,0.12,1,9.09,,,,,,,,
Westgold Res,WGR,0.36,3,9.09,,,,,,,,
Eromanga Hydro,ERH,0.085,0.7,8.97,,,,,,,,
Sth American Cor,SAY,0.061,0.5,8.93,,,,,,,,
Sundance Res,SDL,0.245,2,8.89,,,,,,,,
Carbine Res,CRB,0.37,3,8.82,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.125,1,8.70,,,,,,,,
Gas2Grid Ltd,GGX,0.025,0.2,8.70,,,,,,,,
Aust Gold Invest,AGV,0.13,1,8.33,,,,,,,,
Citigold Corp Ltd,CTO,0.13,1,8.33,,,,,,,,
Gateway Min,GML,0.039,0.3,8.33,,,,,,,,
White Cliff Nickel opt jun11,WCNO,0.013,0.1,8.33,,,,,,,,
Red Fork Energy,RFE,0.46,3.5,8.24,,,,,,,,
Redstone Res,RDS,0.33,2.5,8.20,,,,,,,,
Hazelwood Res,HAZ,0.20,1.5,8.11,,,,,,,,
Alloy Res,AYR,0.027,0.2,8.00,,,,,,,,
Magnum Min & Exp,MGU,0.135,1,8.00,,,,,,,,
Marengo Min,MGO,0.135,1,8.00,,,,,,,,
Papillon Res Ltd,PIR,0.34,2.5,7.94,,,,,,,,
GTI Res,GTR,0.041,0.3,7.89,,,,,,,,
Odyssey Energy,ODY,0.056,0.4,7.69,,,,,,,,
Tango Pet Ltd,TNP,0.14,1,7.69,,,,,,,,
Silver Mines Ltd opt may11,SVLO,0.085,0.6,7.59,,,,,,,,
Elemental Min opt jan12,ELMO,0.43,3,7.50,,,,,,,,
Caledon Res cdi,CCD,0.935,6.5,7.47,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.029,0.2,7.41,,,,,,,,
Dragon Min Ltd,DRA,0.145,1,7.41,,,,,,,,
EMU Nickel NL,EMU,0.145,1,7.41,,,,,,,,
Legend Min,LEG,0.029,0.2,7.41,,,,,,,,
