100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4372.7 at 16:36 19/7/2010  Report at 19:05 Monday 19/7/2010. Processed 08:12 Tuesday 20/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.18,2.24,Adelaide Brighton,3.11,-2,3.11,3.14,13.5,f,1.51,1.21,4.34,15.2
15.69,13.37,AGL Energy Ltd,14.67,-8,14.66,14.75,57,f,0.47,6.21,3.89,54.3
6.88,4.473,Amcor Ltd,6.72,-10,6.70,6.74,29.5,,0.71,2.25,4.39,32.2
6.97,5.02,AMP Ltd,5.27,-8,5.26,5.28,30,p,1.24,0.80,5.69,14.2
13.50,8.45,Ansell Ltd,12.72,-4,12.68,12.94,29,,2.82,1.92,2.28,15.6
26.23,16.60,ANZ Banking Grp,22.02,-52,22.01,22.03,108,f,1.34,9.99,4.90,15.2
3.83,2.63,APA Grp stp,3.69,-5,3.68,3.70,31.75,,0.79,-,8.60,14.8
2.61,1.485,APN News & Media,1.975,-7.5,1.96,1.975,4,f,4.17,-0.78,2.03,11.8
7.05,5.61,Argo Invest,5.87,-8,5.87,5.90,25,f,-,5.99,4.26,-
5.75,3.39,Aristocrat Leisure,3.44,-9,3.39,3.45,4.5,,-,0.07,1.31,-
1.94,1.315,Asciano Grp stp,1.685,-3.5,1.685,1.695,-,,-,0.10,-,-
37.77,28.06,ASX Ltd,28.50,-50,28.45,28.52,163.6,f,1.10,3.19,5.74,15.8
5.41,4.52,Aust Foundation,4.77,-2,4.75,4.77,21,f,0.43,4.98,4.40,53.4
1.465,0.84,Austar United,1.035,-4.5,1.02,1.05,-,,-,-0.31,-,22.0
3.05,2.125,Australand Prop stp,2.48,-2,2.48,2.51,12,,-,0.68,4.84,-
6.72,3.78,AXA Asia Pacific,5.17,-8,5.16,5.22,18.5,p,1.89,1.12,3.58,14.8
13.49,9.74,Bank of Qld,9.90,-28,9.90,10.00,52,f,1.78,7.20,5.25,10.7
10.48,7.196,Bendigo & Adelaide,8.10,-16,8.09,8.11,43,f,0.83,5.16,5.31,22.8
12.32,8.11,Billabong Intl,9.06,-12,9.01,9.17,36,p,1.59,0.84,3.97,15.8
3.48,2.03,BlueScope Steel,2.18,-5,2.18,2.19,-,,-,2.47,-,-
4.10,1.856,Boart Longyear,2.83,-9,2.81,2.84,-,,-,0.14,-,-
6.40,4.22,Boral Ltd,4.24,-15,4.23,4.25,12.5,f,1.82,4.23,2.95,18.7
8.37,5.24,Brambles Ltd,5.50,-9,5.48,5.52,25,p,1.38,0.66,4.55,16.0
16.80,11.35,Brickworks Ltd,12.03,-18,11.93,12.14,39.5,f,2.54,9.06,3.28,12.0
13.63,8.01,Caltex Aust,9.71,-13,9.71,9.75,25,f,4.65,10.48,2.57,8.3
32.00,19.19,Campbell Brothers,30.11,-25,30.01,30.43,100,p,1.29,3.76,3.32,23.3
2.12,1.695,CFS Retail Prop unt,1.95,0.5,1.945,1.96,12.5,,-,1.99,6.41,-
4.50,2.40,Challenger FSG Ltd,3.57,-15,3.56,3.59,13.5,,2.61,3.36,3.78,10.1
0.355,0.215,Charter Hall Office unt,0.25,-1,0.245,0.25,2.5,,4.01,0.44,10.00,2.5
12.15,9.11,Coca-Cola Amatil,11.75,-19,11.71,11.90,43.5,f,1.39,1.38,3.70,19.4
79.11,52.68,Cochlear Ltd,72.83,-147,72.70,73.75,190,f,1.27,3.25,2.61,30.1
60.00,38.80,C'wlth Bank  of Aust ,50.50,-86,50.40,50.50,235,f,1.41,-,4.65,15.3
1.045,0.735,C'wlth Prop ord unt   ,0.965,-1,0.965,0.97,6.85,,-,1.11,7.10,-
12.90,8.84,Computershare Ltd,10.13,-12,10.12,10.23,25,p,2.27,-1.54,2.47,17.8
0.49,0.321,ConnectEast stp,0.39,-0.5,0.385,0.395,2,,-,-,5.13,-
3.44,2.63,Consolidated Media,3.09,-4,3.08,3.11,16.5,f,3.48,0.88,5.34,5.4
9.39,6.95,Crown Ltd,7.68,-5,7.67,7.78,37,p,-,3.24,4.82,-
37.56,29.27,CSL Ltd,32.64,9,32.50,32.65,75,,2.85,6.11,2.30,15.3
2.18,1.585,CSR Ltd,1.72,-2.5,1.715,1.725,8.5,f,-,1.04,4.94,-
5.96,4.10,David Jones Ltd,4.55,-7,4.54,4.57,29,f,1.14,1.22,6.37,13.8
0.89,0.66,DEXUS Prop Grp stp,0.79,-2,0.79,0.80,5.1,,-,0.95,6.46,-
9.44,3.33,Downer EDI Ltd,4.02,-9,4.01,4.05,29.1,,1.87,2.15,7.24,7.4
1.90,1.435,DUET Grp forus,1.675,-2.5,1.65,1.68,20,,0.22,-,11.94,38.2
1.885,1.26,Fairfax Media Ltd,1.42,-3.5,1.41,1.425,1.1,,8.45,-0.31,0.77,15.3
21.43,8.48,Flight Centre,17.48,-40,17.41,17.50,26,f,2.44,2.56,1.49,27.6
6.01,5.11,Foster's Grp,5.80,-5,5.80,5.85,27.25,f,0.73,0.52,4.70,29.3
1.78,1.27,Goodman Fielder,1.315,-3,1.315,1.32,11.25,,1.28,-0.16,8.56,9.1
0.75,0.386,Goodman Grp forus,0.62,-1,0.615,0.625,1.5,,-,0.50,2.42,-
3.01,0.48,GPT Grp stp,2.92,-3,2.91,2.94,3.6,,-,0.69,1.23,-
4.85,3.07,Harvey Norman,3.55,-7,3.55,3.59,13,f,1.98,2.10,3.66,13.8
6.01,4.07,Healthscope Ltd,5.94,54,5.93,5.94,22.5,f,1.32,0.66,3.79,19.9
2.67,1.905,Henderson Grp cdi,2.14,-6,2.13,2.19,10.69,,0.30,-0.18,5.00,66.3
0.135,0.088,Hutchison,0.09,-0.4,0.091,0.094,-,,-,0.10,-,1.4
3.83,2.36,Incitec Pivot,3.00,-6,2.99,3.02,4.1,,-,0.27,1.37,-
0.67,0.45,ING Office Fd stp,0.60,-0.5,0.60,0.605,3.9,,-,0.74,6.50,-
4.21,3.22,Insurance Aust Grp,3.38,-4,3.37,3.41,14.5,f,1.73,1.29,4.29,13.5
1.71,1.005,Intoll Grp stp,1.445,,1.445,1.45,3,,-,1.78,2.08,-
7.40,4.20,IOOF Hldgs Ltd,6.26,-16,6.26,6.41,21,f,0.93,0.56,3.35,32.1
8.86,4.48,James Hardie Ind cdi,6.09,-12,6.03,6.15,-,,-,-0.29,-,-
23.71,15.38,JB Hi-Fi Ltd,18.56,-34,18.54,18.56,62,f,1.67,1.71,3.34,17.9
41.70,24.67,Leighton Hldgs,29.46,-110,29.45,29.60,120,f,1.73,7.52,4.07,14.1
10.907,7.00,Lend Lease Grp stp,7.30,-15,7.28,7.41,36,f,1.20,3.99,4.93,16.9
58.80,35.01,Macq Grp Ltd,38.48,-99,38.47,38.48,186,,1.72,25.82,4.83,12.0
3.38,2.245,MAP Grp forus,2.82,-4,2.81,2.85,19,,-,-0.30,6.74,-
4.74,3.84,Metcash Ltd,4.36,-5,4.35,4.36,26,f,1.14,0.12,5.96,14.7
19.40,14.92,Milton Corp,15.86,-14,15.86,15.99,70,f,0.64,18.37,4.41,35.5
8.80,4.03,Mineral Res,7.80,-26,7.80,7.85,18.75,f,2.04,2.39,2.40,20.4
1.745,1.165,Mirvac Grp stp,1.32,-0.5,1.32,1.325,8,,-,-,6.06,-
15.98,10.78,Monadelphous Grp,13.36,-39,13.36,13.74,79,f,1.15,1.52,5.91,14.7
3.98,2.86,Myer Hldgs Ltd,3.41,-3,3.40,3.43,-,f,-,-0.21,-,-
32.37,22.01,National Aust Bank,24.05,-44,24.03,24.07,147,f,1.36,12.41,6.11,12.1
5.56,2.65,Navitas Ltd,4.35,5,4.35,4.37,16.9,f,0.99,-0.25,3.89,25.9
20.18,13.76,News Corp b voting,16.27,-50,16.26,16.35,5.14,,14.51,0.45,0.32,21.8
4.15,2.76,OneSteel Ltd,2.82,-4,2.81,2.82,9,,0.61,1.72,3.19,51.7
27.75,20.34,Orica Ltd,24.48,-45,24.45,24.69,98,p,1.04,1.31,4.00,23.9
