100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4250.6 at 16:35 5/7/2010  Report at 19:05 Monday 5/7/2010. Processed 11:33 Tuesday 6/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.69,2,2.66,2.71,13.5,f,1.51,1.21,5.02,13.2
15.69,13.25,AGL Energy Ltd,14.68,-10,14.67,14.75,57,f,0.47,6.21,3.88,54.4
6.76,4.342,Amcor Ltd,6.37,-2,6.37,6.38,29.5,,0.71,2.25,4.63,30.5
6.97,4.55,AMP Ltd,5.10,-3,5.09,5.16,30,p,1.24,0.80,5.88,13.7
13.50,8.16,Ansell Ltd,12.73,5,12.59,12.99,29,,2.82,1.92,2.28,15.6
26.23,15.68,ANZ Banking Grp,20.89,3,20.88,20.90,108,f,1.34,9.99,5.17,14.4
3.83,2.61,APA Grp stp,3.55,-3,3.54,3.57,31.75,,0.79,-,8.94,14.2
2.61,1.32,APN News & Media,1.98,-3,1.95,1.985,4,f,4.17,-0.78,2.02,11.9
7.05,5.61,Argo Invest,5.75,-4,5.74,5.75,25,f,-,5.99,4.35,-
5.75,3.37,Aristocrat Leisure,3.68,7,3.67,3.72,4.5,,-,0.07,1.22,-
1.94,1.24,Asciano Grp stp,1.595,-1,1.59,1.605,-,,-,0.10,-,-
37.77,28.30,ASX Ltd,28.50,-31,28.50,28.74,163.6,f,1.10,3.19,5.74,15.8
5.41,4.26,Aust Foundation,4.67,-7,4.66,4.67,21,f,0.43,4.98,4.50,52.3
1.465,0.78,Austar United,0.975,0.5,0.97,0.985,-,,-,-0.31,-,20.7
3.05,2.042,Australand Prop stp,2.44,2,2.44,2.45,12,,-,0.68,4.92,-
6.72,3.51,AXA Asia Pacific,5.39,-1,5.35,5.40,18.5,p,1.89,1.12,3.43,15.4
13.49,8.748,Bank of Qld,9.95,-12,9.92,10.00,52,f,1.78,7.20,5.23,10.8
10.48,6.425,Bendigo & Adelaide,7.95,-12,7.94,7.97,43,f,0.83,5.16,5.41,22.4
12.32,7.93,Billabong Intl,8.64,,8.55,8.78,36,p,1.59,0.84,4.17,15.1
3.48,2.03,BlueScope Steel,2.08,,2.08,2.09,-,,-,2.47,-,-
4.10,1.735,Boart Longyear,2.77,-6,2.77,2.78,-,,-,0.14,-,-
6.40,3.77,Boral Ltd,4.89,2,4.83,4.95,12.5,f,1.82,4.23,2.56,21.5
8.37,5.31,Brambles Ltd,5.40,-9,5.34,5.45,25,p,1.38,0.66,4.63,15.7
16.80,11.35,Brickworks Ltd,11.95,5,11.90,11.95,39.5,f,2.54,9.06,3.31,11.9
13.63,8.01,Caltex Aust,9.13,-15,9.03,9.14,25,f,4.65,10.48,2.74,7.9
32.00,18.135,Campbell Brothers,30.02,2,29.83,30.20,100,p,1.29,3.76,3.33,23.3
2.12,1.625,CFS Retail Prop unt,1.905,-2.5,1.90,1.915,12.5,,-,1.99,6.56,-
4.50,2.04,Challenger FSG Ltd,3.40,-4,3.39,3.41,13.5,,2.61,3.36,3.97,9.7
0.355,0.195,Charter Hall Office unt,0.245,-0.5,0.245,0.25,2.5,,4.01,0.44,10.20,2.4
12.15,8.44,Coca-Cola Amatil,11.62,-10,11.62,11.65,43.5,f,1.39,1.38,3.74,19.2
79.11,51.25,Cochlear Ltd,71.50,-35,71.25,71.94,190,f,1.27,3.25,2.66,29.5
60.00,36.20,C'wlth Bank  of Aust ,47.79,6,47.77,47.81,235,f,1.41,-,4.92,14.5
1.045,0.735,C'wlth Prop ord unt   ,0.95,-1,0.95,0.955,6.85,,-,1.11,7.21,-
12.90,8.48,Computershare Ltd,10.20,3,10.13,10.25,25,p,2.27,-1.54,2.45,17.9
0.49,0.297,ConnectEast stp,0.37,-1,0.37,0.375,2,,-,-,5.41,-
3.44,2.17,Consolidated Media,3.08,-6,3.05,3.08,16.5,f,3.48,0.88,5.36,5.4
9.39,6.41,Crown Ltd,7.74,1,7.65,7.80,37,p,-,3.24,4.78,-
37.56,29.27,CSL Ltd,32.61,12,32.61,32.79,75,,2.85,6.11,2.30,15.3
2.18,1.49,CSR Ltd,1.755,6,1.745,1.755,8.5,f,-,1.04,4.84,-
5.96,4.10,David Jones Ltd,4.37,1,4.36,4.38,29,f,1.14,1.22,6.64,13.2
0.89,0.66,DEXUS Prop Grp stp,0.775,,0.77,0.775,5.1,,-,0.95,6.58,-
9.44,3.33,Downer EDI Ltd,3.68,-2,3.65,3.68,29.1,,1.87,2.15,7.91,6.8
1.90,1.435,DUET Grp forus,1.57,,1.57,1.58,20,,0.22,-,12.74,35.8
1.885,1.07,Fairfax Media Ltd,1.33,-2.5,1.31,1.335,1.1,,8.45,-0.31,0.83,14.3
21.43,8.40,Flight Centre,16.30,-11,16.15,16.61,26,f,2.44,2.56,1.60,25.7
6.01,4.93,Foster's Grp,5.55,-2,5.54,5.58,27.25,f,0.73,0.52,4.91,28.0
1.78,1.255,Goodman Fielder,1.325,-1.5,1.315,1.35,11.25,,1.28,-0.16,8.49,9.2
0.75,0.354,Goodman Grp forus,0.625,-0.5,0.62,0.625,1.5,,-,0.50,2.40,-
2.99,0.48,GPT Grp stp,2.78,-5,2.77,2.79,3.6,,-,0.69,1.29,-
4.85,2.95,Harvey Norman,3.47,4,3.45,3.48,13,f,1.98,2.10,3.75,13.5
5.62,4.07,Healthscope Ltd,5.25,3,5.20,5.26,22.5,f,1.32,0.66,4.29,17.6
2.67,1.815,Henderson Grp cdi,2.10,-3,2.09,2.14,10.69,,0.30,-0.18,5.09,65.0
0.135,0.088,Hutchison,0.088,-0.4,0.089,0.094,-,,-,0.10,-,1.4
3.83,2.14,Incitec Pivot,2.61,-3,2.60,2.62,4.1,,-,0.27,1.57,-
0.67,0.445,ING Office Fd stp,0.56,-1,0.56,0.565,3.9,,-,0.74,6.96,-
4.21,3.22,Insurance Aust Grp,3.36,-4,3.35,3.36,14.5,f,1.73,1.29,4.32,13.4
1.71,1.005,Intoll Grp stp,1.07,-1,1.065,1.08,3,,-,1.78,2.80,-
7.40,3.789,IOOF Hldgs Ltd,6.07,1,6.02,6.22,21,f,0.93,0.56,3.46,31.1
8.86,3.73,James Hardie Ind cdi,6.17,-8,6.15,6.21,-,,-,-0.29,-,-
23.71,14.10,JB Hi-Fi Ltd,18.86,-4,18.75,18.88,62,f,1.67,1.71,3.29,18.2
41.70,21.10,Leighton Hldgs,28.11,-49,28.11,28.21,120,f,1.73,7.52,4.27,13.5
10.907,6.376,Lend Lease Grp stp,7.12,-11,7.07,7.15,36,f,1.20,3.99,5.06,16.5
58.80,35.20,Macq Grp Ltd,35.55,-45,35.50,35.60,186,,1.72,25.82,5.23,11.1
3.38,2.057,MAP Grp forus,2.62,-3,2.62,2.64,19,,-,-0.30,7.25,-
4.74,3.84,Metcash Ltd,4.30,,4.29,4.30,26,f,1.14,0.12,6.05,14.5
19.40,14.25,Milton Corp,15.75,-9,15.70,15.74,70,f,0.64,18.37,4.44,35.2
8.80,3.83,Mineral Res,8.21,16,8.18,8.21,18.75,f,2.04,2.39,2.28,21.4
1.745,1.01,Mirvac Grp stp,1.29,-0.5,1.285,1.295,8,,-,-,6.20,-
3.98,2.86,Myer Hldgs Ltd,3.24,7,3.19,3.25,-,f,-,-0.21,-,-
32.37,21.53,National Aust Bank,22.72,-34,22.71,22.73,147,f,1.36,12.41,6.47,11.4
5.56,2.63,Navitas Ltd,4.39,-8,4.38,4.52,16.9,f,0.99,-0.25,3.85,26.1
20.18,12.01,News Corp b voting,15.91,-16,15.91,15.96,5.14,,14.51,0.45,0.32,21.3
11.819,5.04,Nufarm Ltd,5.26,-15,5.20,5.26,15,,-,3.07,2.85,-
4.15,2.31,OneSteel Ltd,2.87,-4,2.87,2.88,9,,0.61,1.72,3.14,52.7
27.75,18.98,Orica Ltd,24.51,-15,24.46,24.60,98,p,1.04,1.31,4.00,24.0
17.94,13.32,Origin Energy,14.80,-3,14.78,14.90,50,f,1.45,8.48,3.38,20.5
41.39,25.23,Perpetual Ltd,27.72,-6,27.32,28.00,165,f,1.11,4.46,5.95,15.1
6.34,3.76,Platinum Asset,4.70,9,4.52,4.70,20,f,1.17,-,4.26,20.1
6.56,3.45,Primary Health Care,3.64,-1,3.51,3.65,22,f,1.91,-1.15,6.04,8.7
3.06,1.85,Qantas Airways,2.17,-5,2.16,2.17,-,,-,2.25,-,-
25.70,17.52,QBE Insurance Grp,17.59,-1,17.58,17.63,128,p,1.54,5.16,7.28,9.0
15.49,10.20,Ramsay Health Care,13.82,7,13.67,13.94,40,f,1.61,1.70,2.89,21.5
12.60,5.14,REA Grp,10.55,5,10.40,10.55,10,,1.00,0.45,0.95,105.1
26.65,18.00,Reece Aust Ltd,24.05,,23.00,24.00,53,f,2.06,5.41,2.20,22.1
7.97,4.76,ResMed Inc cdi,7.34,23,7.30,7.40,-,,-,-,-,29.2
8.57,3.62,Seek Ltd,6.82,-26,6.76,6.99,9.9,f,1.86,0.55,1.45,37.1
7.60,5.41,Seven Grp Hldgs,5.72,3,5.58,5.84,-,,-,-,-,-
29.15,15.86,Sims Metal Mgmt,16.09,-34,16.09,16.14,20,f,-,8.87,1.24,-
2.94,2.25,Singapore Tel cdi,2.58,-1,2.56,2.59,10.69,,1.79,0.65,4.14,13.5
15.64,9.53,Sonic Healthcare,10.19,-13,10.15,10.37,59,p,0.81,-1.48,5.79,21.4
15.38,10.011,Soul Pattinson,12.92,9,12.70,13.00,33,f,3.76,11.11,2.55,10.4
0.975,0.725,SP AusNet stp,0.77,-0.5,0.77,0.775,8,p,1.01,0.94,10.39,9.5
1.445,1.025,Spark Infrastructure stp,1.165,1.5,1.165,1.17,13.56,,0.89,1.78,11.64,9.6
4.23,2.95,Stockland stp,3.71,-2,3.68,3.71,27.8,,-,-,7.49,-
9.59,6.12,Suncorp-Metway,7.75,-20,7.73,7.80,35,f,0.98,5.43,4.52,22.7
7.52,6.28,Tabcorp Hldgs Ltd,6.44,6,6.42,6.44,60,f,1.44,-1.53,9.32,7.5
2.67,2.19,Tatts Grp Ltd,2.24,1,2.23,2.24,21,f,1.04,-0.51,9.37,10.2
3.71,2.88,Telstra Corp,3.11,-2,3.11,3.12,28,f,1.16,0.36,9.00,9.6
1.94,1.00,Ten Network Hldgs,1.63,-1,1.62,1.66,2,,2.31,-0.29,1.23,35.3
9.33,5.34,Toll Hldgs Ltd,5.39,-7,5.36,5.44,25,f,1.26,1.44,4.64,17.1
2.58,0.37,TPG Telecom Ltd,1.68,-7,1.68,1.69,3,f,1.90,0.06,1.79,29.5
4.80,2.11,Transfield Services,3.04,-13,3.01,3.07,12.25,f,-,0.29,4.03,-
5.61,3.869,Transurban stp,4.24,-4,4.24,4.28,24,,0.08,2.75,5.66,229.2
15.97,9.88,UGL Ltd,13.39,-5,13.30,13.60,64,f,1.26,-0.43,4.78,16.6
33.21,21.92,Wesfarmers Ltd,27.69,-44,27.69,27.85,115,f,1.13,3.47,4.15,21.3
8.48,4.21,West Aust News,6.46,-13,6.43,6.49,29,f,1.29,-,4.49,17.3
14.33,10.61,Westfield Grp stp,12.19,-3,12.14,12.21,94,,-,10.47,7.71,-
28.43,18.76,Westpac Banking,20.79,-17,20.79,20.89,125,f,1.11,8.42,6.01,15.0
30.57,25.19,Woolworths Ltd,26.37,-27,26.33,26.48,109,f,1.46,1.99,4.13,16.6
31.79,20.23,WorleyParsons Ltd,20.94,-28,20.90,21.13,90.5,f,1.51,0.16,4.32,15.4
