100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4438.8 at 16:38 31/8/2010  Report at 19:05 Tuesday 31/8/2010. Processed 19:08 Tuesday 31/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.435,2.293,Adelaide Brighton,3.28,-3,3.27,3.28,15.5,f,1.52,1.16,4.73,13.9
15.69,13.37,AGL Energy Ltd,15.02,-28,15.02,15.06,59,,1.34,5.89,3.93,18.9
7.04,5.27,Amcor Ltd,6.74,-13,6.73,6.74,29.5,,0.54,1.49,4.38,42.7
6.97,4.85,AMP Ltd,5.04,-5,5.03,5.04,31,p,1.28,0.90,6.15,12.7
13.73,9.07,Ansell Ltd,13.48,31,13.47,13.48,30.5,,2.94,2.22,2.26,15.0
26.23,19.95,ANZ Banking Grp,22.59,-36,22.59,22.60,108,f,1.34,9.99,4.78,15.6
3.83,2.89,APA Grp stp,3.74,-2,3.74,3.75,32.75,,0.59,1.28,8.76,19.3
7.05,5.51,Argo Invest,5.72,,5.69,5.72,25,f,1.04,6.03,4.37,22.0
5.75,3.34,Aristocrat Leisure,3.72,2,3.70,3.72,3.5,,-,0.15,0.94,-
1.94,1.435,Asciano Grp stp,1.675,0.5,1.675,1.68,-,,-,0.08,-,-
37.16,28.02,ASX Ltd,29.11,-49,29.11,29.16,173.1,f,1.10,3.49,5.95,15.3
5.41,4.52,Aust Foundation,4.62,-2,4.61,4.65,21,f,0.89,4.70,4.55,24.8
3.05,2.20,Australand Prop stp,2.77,-3,2.77,2.78,12,,1.24,3.44,4.33,18.6
6.72,4.05,AXA Asia Pacific,5.50,-10,5.50,5.51,18.5,p,1.66,1.01,3.36,17.9
13.49,9.68,Bank of Qld,9.83,-23,9.82,9.83,52,f,1.78,7.20,5.29,10.6
10.48,7.72,Bendigo & Adelaide,8.43,-2,8.39,8.43,58,f,1.16,5.27,6.88,12.5
12.32,7.31,Billabong Intl,7.56,-14,7.56,7.58,36,p,1.62,0.40,4.76,13.0
3.40,2.03,BlueScope Steel,2.14,-3,2.13,2.14,5,f,1.38,2.53,2.34,31.0
4.10,2.43,Boart Longyear,2.91,-11,2.91,2.92,2.29,p,3.56,1.50,0.79,35.7
6.40,4.15,Boral Ltd,4.40,-4,4.39,4.41,13.5,f,-,3.92,3.07,-
8.37,5.11,Brambles Ltd,5.86,1,5.85,5.86,25,p,1.48,0.88,4.27,15.9
16.80,11.03,Brickworks Ltd,11.18,2,11.15,11.32,39.5,f,2.54,9.06,3.53,11.1
12.75,8.01,Caltex Aust,11.24,-9,11.23,11.24,55,f,0.63,10.76,4.89,32.7
32.35,22.932,Campbell Brothers,31.87,57,31.55,31.87,100,p,1.29,3.76,3.14,24.7
5.86,3.56,Carsales Com Ltd,5.20,4,5.20,5.21,14.9,f,1.25,0.38,2.87,28.0
2.12,1.81,CFS Retail Prop unt,1.935,-2.5,1.935,1.945,12.5,,1.01,2.02,6.46,15.3
4.50,2.92,Challenger FSG Ltd,3.77,-2,3.77,3.78,14.5,,3.81,-,3.85,6.8
0.355,0.225,Charter Hall Office unt,0.245,,0.24,0.245,1.85,,-,0.42,7.55,-
12.15,9.54,Coca-Cola Amatil,11.93,2,11.91,11.93,45.5,f,1.39,1.47,3.81,18.9
79.11,58.08,Cochlear Ltd,69.20,-7,69.13,69.26,200,p,1.38,4.01,2.89,25.1
60.00,44.67,C'wlth Bank  of Aust ,50.30,-25,50.18,50.31,290,f,1.19,15.94,5.77,14.6
1.045,0.85,C'wlth Prop ord unt   ,0.945,-0.5,0.945,0.95,5.55,,1.06,1.13,5.87,16.0
12.90,8.70,Computershare Ltd,9.49,-11,9.49,9.51,28,p,2.22,-1.61,2.95,15.2
0.49,0.33,ConnectEast stp,0.405,-0.5,0.405,0.41,2,,-,0.47,4.94,-
3.44,2.75,Consolidated Media,3.26,,3.26,3.29,16.5,,3.70,0.73,5.06,5.3
9.39,7.41,Crown Ltd,8.28,-12,8.28,8.29,37,p,1.04,3.42,4.47,21.5
37.56,30.03,CSL Ltd,32.96,43,32.93,32.96,80,p,2.32,5.93,2.43,17.7
