100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4399.1 at 16:36 27/5/2010  Report at 19:05 Thursday 27/5/2010. Processed 20:12 Thursday 27/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.64,-5,2.62,2.65,13.5,f,1.51,1.21,5.11,12.9
15.69,13.07,AGL Energy Ltd,13.68,-7,13.67,13.79,57,f,0.47,6.21,4.17,50.7
6.76,4.276,Amcor Ltd,5.97,3,5.95,5.98,29.5,,0.71,2.25,4.94,28.6
6.97,4.55,AMP Ltd,5.43,1,5.38,5.43,30,p,1.24,0.80,5.52,14.6
13.48,8.15,Ansell Ltd,12.02,-6,12.00,12.40,29,,2.82,1.92,2.41,14.7
26.23,15.53,ANZ Banking Grp,22.09,22,22.05,22.10,108,f,1.34,9.99,4.89,15.3
3.79,2.60,APA Grp stp,3.44,-4,3.42,3.47,31.75,,0.79,-,9.23,13.8
2.61,1.27,APN News & Media,2.17,6,2.08,2.17,4,f,4.17,-0.78,1.84,13.0
7.05,5.61,Argo Invest,5.82,5,5.82,5.89,25,f,-,6.23,4.30,-
5.75,3.37,Aristocrat Leisure,3.96,-1,3.90,3.98,4.5,,-,0.07,1.14,-
1.94,1.061,Asciano Grp stp,1.62,1,1.615,1.62,-,,-,0.10,-,-
37.90,30.70,ASX Ltd,31.50,50,31.06,31.60,163.6,f,1.10,3.19,5.19,17.4
5.41,4.26,Aust Foundation,4.76,-1,4.76,4.78,21,f,0.43,4.80,4.41,53.3
1.465,0.715,Austar United,0.995,,0.99,0.995,-,,-,-0.31,-,21.2
3.05,1.812,Australand Prop stp,2.45,4,2.43,2.46,5,,-,0.68,2.04,-
6.72,3.51,AXA Asia Pacific,5.70,8,5.66,5.75,18.5,p,1.89,1.12,3.25,16.3
13.49,7.572,Bank of Qld,10.90,26,10.71,10.95,52,f,1.78,7.20,4.77,11.8
10.48,5.97,Bendigo & Adelaide,8.40,19,8.33,8.44,43,f,0.83,5.16,5.12,23.6
