100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4277.8 at 16:37 7/7/2010  Report at 19:05 Wednesday 7/7/2010. Processed 09:32 Thursday 8/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.05,Adelaide Brighton,2.90,-4,2.88,2.95,13.5,f,1.51,1.21,4.66,14.2
15.69,13.37,AGL Energy Ltd,14.66,-18,14.61,14.66,57,f,0.47,6.21,3.89,54.3
6.76,4.473,Amcor Ltd,6.50,10,6.46,6.53,29.5,,0.71,2.25,4.54,31.1
6.97,4.55,AMP Ltd,5.13,-7,5.10,5.13,30,p,1.24,0.80,5.85,13.8
13.50,8.19,Ansell Ltd,12.88,38,12.77,12.93,29,,2.82,1.92,2.25,15.8
26.23,15.68,ANZ Banking Grp,21.23,-28,21.21,21.28,108,f,1.34,9.99,5.09,14.7
3.83,2.61,APA Grp stp,3.55,-6,3.53,3.57,31.75,,0.79,-,8.94,14.2
2.61,1.32,APN News & Media,1.92,-4,1.92,1.96,4,f,4.17,-0.78,2.08,11.5
7.05,5.61,Argo Invest,5.69,-6,5.71,5.74,25,f,-,5.99,4.39,-
5.75,3.40,Aristocrat Leisure,3.60,-12,3.53,3.67,4.5,,-,0.07,1.25,-
1.94,1.27,Asciano Grp stp,1.65,4,1.64,1.65,-,,-,0.10,-,-
37.77,28.06,ASX Ltd,28.34,-25,28.20,28.50,163.6,f,1.10,3.19,5.77,15.7
5.41,4.30,Aust Foundation,4.72,-8,4.72,4.74,21,f,0.43,4.98,4.45,52.9
1.465,0.80,Austar United,0.975,-1,0.97,0.98,-,,-,-0.31,-,20.7
3.05,2.042,Australand Prop stp,2.41,-3,2.41,2.45,12,,-,0.68,4.98,-
6.72,3.52,AXA Asia Pacific,5.35,-9,5.35,5.38,18.5,p,1.89,1.12,3.46,15.3
13.49,8.808,Bank of Qld,9.81,-8,9.75,9.81,52,f,1.78,7.20,5.30,10.6
10.48,6.425,Bendigo & Adelaide,7.96,-7,7.90,7.97,43,f,0.83,5.16,5.40,22.4
12.32,7.93,Billabong Intl,8.57,-12,8.45,8.64,36,p,1.59,0.84,4.20,15.0
3.48,2.03,BlueScope Steel,2.09,,2.08,2.09,-,,-,2.47,-,-
4.10,1.815,Boart Longyear,2.82,-1,2.80,2.83,-,,-,0.14,-,-
6.40,3.87,Boral Ltd,4.89,,5.18,4.25,12.5,f,1.82,4.23,2.56,21.5
8.37,5.31,Brambles Ltd,5.55,-5,5.41,5.58,25,p,1.38,0.66,4.50,16.1
16.80,11.35,Brickworks Ltd,12.15,-3,12.15,12.22,39.5,f,2.54,9.06,3.25,12.1
13.63,8.01,Caltex Aust,9.13,-11,9.13,9.17,25,f,4.65,10.48,2.74,7.9
32.00,18.135,Campbell Brothers,29.99,9,29.90,29.99,100,p,1.29,3.76,3.33,23.2
2.12,1.625,CFS Retail Prop unt,1.89,-0.5,1.88,1.90,12.5,,-,1.99,6.61,-
4.50,2.09,Challenger FSG Ltd,3.54,-7,3.53,3.55,13.5,,2.61,3.36,3.81,10.1
0.355,0.20,Charter Hall Office unt,0.235,-0.5,0.235,0.24,2.5,,4.01,0.44,10.64,2.3
12.15,8.45,Coca-Cola Amatil,11.61,,11.52,11.67,43.5,f,1.39,1.38,3.75,19.2
79.11,51.25,Cochlear Ltd,70.75,-35,70.56,70.88,190,f,1.27,3.25,2.69,29.2
60.00,36.70,C'wlth Bank  of Aust ,48.25,-64,48.25,48.28,235,f,1.41,-,4.87,14.6
1.045,0.735,C'wlth Prop ord unt   ,0.935,-0.5,0.935,0.94,6.85,,-,1.11,7.33,-
12.90,8.48,Computershare Ltd,10.34,12,10.22,10.38,25,p,2.27,-1.54,2.42,18.2
0.49,0.302,ConnectEast stp,0.365,-1,0.365,0.37,2,,-,-,5.48,-
3.44,2.53,Consolidated Media,3.09,1,3.06,3.12,16.5,f,3.48,0.88,5.34,5.4
9.39,6.55,Crown Ltd,7.59,-17,7.53,7.65,37,p,-,3.24,4.87,-
37.56,29.27,CSL Ltd,32.25,-46,32.25,32.26,75,,2.85,6.11,2.33,15.1
2.18,1.50,CSR Ltd,1.72,-4,1.72,1.725,8.5,f,-,1.04,4.94,-
5.96,4.10,David Jones Ltd,4.38,-4,4.36,4.38,29,f,1.14,1.22,6.62,13.3
0.89,0.66,DEXUS Prop Grp stp,0.79,1,0.785,0.79,5.1,,-,0.95,6.46,-
9.44,3.33,Downer EDI Ltd,3.56,-7,3.51,3.56,29.1,,1.87,2.15,8.17,6.5
1.90,1.435,DUET Grp forus,1.575,-2,1.57,1.60,20,,0.22,-,12.70,35.9
1.885,1.10,Fairfax Media Ltd,1.32,-2,1.315,1.335,1.1,,8.45,-0.31,0.83,14.2
21.43,8.48,Flight Centre,16.41,-15,16.40,16.82,26,f,2.44,2.56,1.58,25.9
6.01,4.95,Foster's Grp,5.62,,5.60,5.64,27.25,f,0.73,0.52,4.85,28.4
1.78,1.255,Goodman Fielder,1.315,-1,1.30,1.32,11.25,,1.28,-0.16,8.56,9.1
0.75,0.363,Goodman Grp forus,0.63,1,0.625,0.635,1.5,,-,0.50,2.38,-
2.99,0.48,GPT Grp stp,2.87,2,2.83,2.87,3.6,,-,0.69,1.25,-
4.85,2.98,Harvey Norman,3.45,-3,3.43,3.49,13,f,1.98,2.10,3.77,13.4
5.62,4.07,Healthscope Ltd,5.19,-1,5.18,5.20,22.5,f,1.32,0.66,4.34,17.4
2.67,1.815,Henderson Grp cdi,2.13,-2,2.13,2.17,10.69,,0.30,-0.18,5.02,65.9
0.135,0.088,Hutchison,0.088,-0.1,0.088,0.094,-,,-,0.10,-,1.4
3.83,2.17,Incitec Pivot,2.58,-3,2.55,2.58,4.1,,-,0.27,1.59,-
0.67,0.445,ING Office Fd stp,0.57,0.5,0.57,0.575,3.9,,-,0.74,6.84,-
4.21,3.22,Insurance Aust Grp,3.30,-5,3.24,3.31,14.5,f,1.73,1.29,4.39,13.2
1.71,1.005,Intoll Grp stp,1.12,2.5,1.11,1.125,3,,-,1.78,2.68,-
7.40,3.95,IOOF Hldgs Ltd,6.19,2,6.08,6.23,21,f,0.93,0.56,3.39,31.7
8.86,3.73,James Hardie Ind cdi,6.17,-5,6.09,6.20,-,,-,-0.29,-,-
23.71,14.23,JB Hi-Fi Ltd,18.50,-50,18.48,18.70,62,f,1.67,1.71,3.35,17.9
41.70,21.38,Leighton Hldgs,28.93,19,28.90,28.96,120,f,1.73,7.52,4.15,13.9
10.907,6.425,Lend Lease Grp stp,7.30,-13,7.27,7.49,36,f,1.20,3.99,4.93,16.9
58.80,35.01,Macq Grp Ltd,36.31,-81,36.30,36.40,186,,1.72,25.82,5.12,11.3
