100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4664.9 at 16:38 21/9/2010  Report at 19:05 Tuesday 21/9/2010. Processed 15:06 Wednesday 22/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.46,2.293,Adelaide Brighton,3.36,-1,3.36,3.38,15.5,f,1.52,1.16,4.61,14.2
16.24,13.43,AGL Energy Ltd,16.08,-3,16.07,16.20,59,,1.34,5.89,3.67,20.3
7.04,5.27,Amcor Ltd,6.70,-5,6.69,6.75,29.5,,0.54,1.49,4.40,42.4
6.97,4.85,AMP Ltd,5.09,6,5.08,5.11,31,p,1.28,0.90,6.09,12.8
13.73,9.67,Ansell Ltd,13.15,-21,13.15,13.28,30.5,,2.94,2.22,2.32,14.7
26.23,19.95,ANZ Banking Grp,23.80,-16,23.79,23.80,108,f,1.34,9.99,4.54,16.4
3.99,3.00,APA Grp stp,3.93,2,3.92,3.94,32.75,,0.59,1.28,8.33,20.3
7.05,5.51,Argo Invest,5.75,-1,5.74,5.75,25,f,1.04,6.03,4.35,22.1
5.75,3.34,Aristocrat Leisure,3.78,3,3.75,3.81,3.5,,-,0.15,0.93,-
1.94,1.435,Asciano Grp stp,1.635,2,1.63,1.65,-,,-,0.08,-,-
37.16,28.02,ASX Ltd,30.86,16,30.85,30.91,173.1,f,1.10,3.49,5.61,16.2
5.41,4.52,Aust Foundation,4.73,4,4.73,4.74,21,f,0.89,4.70,4.44,25.4
3.05,2.20,Australand Prop stp,2.81,-4,2.81,2.84,12,,1.24,3.44,4.27,18.9
1.49,0.865,AWB Ltd,1.47,1,1.47,1.475,-,,-,1.85,-,40.1
6.72,4.05,AXA Asia Pacific,5.13,-3,5.12,5.16,18.5,p,1.66,1.01,3.61,16.7
13.49,9.68,Bank of Qld,11.20,,11.16,11.26,52,f,1.78,7.20,4.64,12.1
10.48,7.72,Bendigo & Adelaide,9.25,-14,9.22,9.35,58,f,1.16,5.27,6.27,13.7
12.32,7.31,Billabong Intl,8.06,3,8.02,8.11,36,p,1.62,0.40,4.47,13.8
3.40,2.03,BlueScope Steel,2.38,-2,2.38,2.39,5,f,1.38,2.53,2.10,34.5
4.10,2.43,Boart Longyear,3.22,7,3.18,3.23,2.22,p,3.67,1.50,0.69,39.5
6.40,4.15,Boral Ltd,4.69,-2,4.68,4.70,13.5,f,-,3.92,2.88,-
8.37,5.11,Brambles Ltd,6.39,-8,6.31,6.39,25,p,1.48,0.88,3.91,17.3
16.80,11.03,Brickworks Ltd,11.91,4,11.86,11.91,39.5,f,2.54,9.06,3.32,11.9
12.75,8.01,Caltex Aust,12.60,5,12.45,12.60,55,f,0.63,10.76,4.37,36.6
32.90,26.05,Campbell Brothers,32.72,42,32.70,32.75,100,p,1.29,3.76,3.06,25.4
2.12,1.81,CFS Retail Prop unt,1.95,0.5,1.95,1.96,12.5,,1.01,2.02,6.41,15.4
4.50,3.18,Challenger FSG Ltd,4.17,10,4.15,4.19,14.5,,3.81,-,3.48,7.5
3.55,2.25,Charter Hall Office unt,2.60,-1,2.58,2.60,1.85,,-,0.42,0.71,-
12.36,9.74,Coca-Cola Amatil,12.07,-12,12.05,12.18,45.5,f,1.39,1.47,3.77,19.1
79.11,59.55,Cochlear Ltd,70.35,-85,70.35,70.64,200,p,1.38,4.01,2.84,25.5
60.00,47.05,C'wlth Bank  of Aust ,52.62,4,52.62,52.73,290,f,1.19,15.94,5.51,15.3
1.045,0.85,C'wlth Prop ord unt   ,0.96,0.5,0.955,0.965,5.55,,1.06,1.13,5.78,16.3
12.90,8.70,Computershare Ltd,9.76,-4,9.72,9.85,28,p,2.22,-1.61,2.87,15.7
0.49,0.33,ConnectEast stp,0.435,0.5,0.435,0.44,2,,-,0.47,4.60,-
3.34,2.75,Consolidated Media,3.31,2,3.29,3.32,16.5,,3.70,0.73,4.98,5.4
9.39,7.41,Crown Ltd,8.46,-2,8.44,8.51,37,p,1.04,3.42,4.37,22.0
37.56,30.03,CSL Ltd,31.71,-5,31.71,31.80,80,p,2.32,5.93,2.52,17.1
2.13,1.585,CSR Ltd,1.81,-0.5,1.80,1.83,8.5,f,-,1.04,4.70,-
5.96,4.10,David Jones Ltd,5.20,,5.19,5.22,29,f,1.14,1.22,5.58,15.8
