100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4677.1 at 16:38 20/9/2010  Report at 19:05 Monday 20/9/2010. Processed 19:17 Monday 20/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.46,2.293,Adelaide Brighton,3.37,1,3.36,3.43,15.5,f,1.52,1.16,4.60,14.3
16.15,13.43,AGL Energy Ltd,16.11,11,16.02,16.12,59,,1.34,5.89,3.66,20.3
7.04,5.27,Amcor Ltd,6.75,-2,6.73,6.76,29.5,,0.54,1.49,4.37,42.7
6.97,4.85,AMP Ltd,5.03,-4,5.02,5.04,31,p,1.28,0.90,6.16,12.6
13.73,9.56,Ansell Ltd,13.36,-11,13.13,13.36,30.5,,2.94,2.22,2.28,14.9
26.23,19.95,ANZ Banking Grp,23.96,13,23.89,23.99,108,f,1.34,9.99,4.51,16.5
3.99,3.00,APA Grp stp,3.91,-5,3.91,3.98,32.75,,0.59,1.28,8.38,20.2
7.05,5.51,Argo Invest,5.76,,5.72,5.76,25,f,1.04,6.03,4.34,22.2
5.75,3.34,Aristocrat Leisure,3.75,1,3.75,3.78,3.5,,-,0.15,0.93,-
1.94,1.435,Asciano Grp stp,1.615,-2,1.79,1.505,-,,-,0.08,-,-
37.16,28.02,ASX Ltd,30.70,18,30.20,30.70,173.1,f,1.10,3.49,5.64,16.1
5.41,4.52,Aust Foundation,4.69,-1,4.69,4.70,21,f,0.89,4.70,4.48,25.2
2.09,1.535,Aust Infra unt,1.94,,1.935,1.95,10,p,3.32,2.61,5.15,5.8
3.05,2.20,Australand Prop stp,2.85,-1,2.83,2.85,12,,1.24,3.44,4.21,19.1
6.72,4.05,AXA Asia Pacific,5.16,,5.12,5.16,18.5,p,1.66,1.01,3.59,16.8
13.49,9.68,Bank of Qld,11.20,-6,11.16,11.20,52,f,1.78,7.20,4.64,12.1
10.48,7.72,Bendigo & Adelaide,9.39,-9,9.34,9.40,58,f,1.16,5.27,6.18,13.9
12.32,7.31,Billabong Intl,8.03,-15,7.98,8.08,36,p,1.62,0.40,4.48,13.8
3.40,2.03,BlueScope Steel,2.40,-4,2.40,2.42,5,f,1.38,2.53,2.08,34.8
4.10,2.43,Boart Longyear,3.15,-2,3.13,3.15,2.29,p,3.56,1.50,0.73,38.7
6.40,4.15,Boral Ltd,4.71,-3,4.68,4.71,13.5,f,-,3.92,2.87,-
8.37,5.11,Brambles Ltd,6.47,6,6.46,6.50,25,p,1.48,0.88,3.86,17.5
16.80,11.03,Brickworks Ltd,11.87,-7,11.87,11.98,39.5,f,2.54,9.06,3.33,11.8
12.75,8.01,Caltex Aust,12.55,7,12.54,12.55,55,f,0.63,10.76,4.38,36.5
32.50,26.05,Campbell Brothers,32.30,-20,32.14,32.45,100,p,1.29,3.76,3.10,25.0
2.12,1.81,CFS Retail Prop unt,1.945,0.5,1.94,1.945,12.5,,1.01,2.02,6.43,15.4
4.50,3.18,Challenger FSG Ltd,4.07,-3,4.02,4.08,14.5,,3.81,-,3.56,7.4
3.55,2.25,Charter Hall Office unt,2.61,-4,2.58,2.61,1.85,,-,0.42,0.71,-
12.36,9.74,Coca-Cola Amatil,12.19,-14,12.14,12.24,45.5,f,1.39,1.47,3.73,19.3
