100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4572.1 at 16:35 16/6/2010  Report at 19:05 Wednesday 16/6/2010. Processed 19:08 Wednesday 16/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.80,3,2.79,2.82,13.5,f,1.51,1.21,4.82,13.7
15.69,13.07,AGL Energy Ltd,14.84,4,14.76,14.87,57,f,0.47,6.21,3.84,55.0
6.76,4.276,Amcor Ltd,6.62,20,6.61,6.65,29.5,,0.71,2.25,4.46,31.7
6.97,4.55,AMP Ltd,5.64,5,5.62,5.64,30,p,1.24,0.80,5.32,15.2
13.48,8.16,Ansell Ltd,13.32,21,13.30,13.35,29,,2.82,1.92,2.18,16.3
26.23,15.68,ANZ Banking Grp,23.18,17,23.15,23.19,108,f,1.34,9.99,4.66,16.0
3.79,2.60,APA Grp stp,3.70,4,3.68,3.73,31.75,,0.79,-,8.58,14.8
2.61,1.32,APN News & Media,2.24,5,2.18,2.25,4,f,4.17,-0.78,1.79,13.4
7.05,5.61,Argo Invest,5.99,-3,5.99,6.04,25,f,-,5.99,4.17,-
5.75,3.37,Aristocrat Leisure,4.08,2,4.05,4.08,4.5,,-,0.07,1.10,-
1.94,1.24,Asciano Grp stp,1.625,3.5,1.625,1.63,-,,-,0.10,-,-
37.77,29.24,ASX Ltd,31.00,50,31.00,31.06,163.6,f,1.10,3.19,5.28,17.2
5.41,4.26,Aust Foundation,4.79,1,4.79,4.81,21,f,0.43,4.98,4.38,53.6
1.465,0.77,Austar United,1.04,3.5,1.025,1.04,-,,-,-0.31,-,22.1
3.05,1.835,Australand Prop stp,2.60,3,2.55,2.61,5,,-,0.68,1.92,-
6.72,3.51,AXA Asia Pacific,5.74,2,5.70,5.74,18.5,p,1.89,1.12,3.22,16.5
13.49,8.056,Bank of Qld,11.51,21,11.40,11.51,52,f,1.78,7.20,4.52,12.5
10.48,6.00,Bendigo & Adelaide,9.00,14,8.96,9.01,43,f,0.83,5.16,4.78,25.3
12.32,7.93,Billabong Intl,9.69,23,9.65,9.72,36,p,1.59,0.84,3.72,16.9
