100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:05 Friday 27/8/2010. Processed 11:28 Saturday 28/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.435,2.293,Adelaide Brighton,3.24,-2,3.24,3.26,15.5,f,1.52,1.16,4.78,13.7
15.69,13.37,AGL Energy Ltd,15.18,23,15.12,15.25,59,,1.34,5.89,3.89,19.1
7.04,5.27,Amcor Ltd,6.67,27,6.66,6.70,29.5,,0.54,1.49,4.42,42.2
6.97,4.85,AMP Ltd,4.95,,4.94,4.96,31,p,1.28,0.90,6.26,12.4
13.73,9.07,Ansell Ltd,13.12,1,13.01,13.18,30.5,,2.94,2.22,2.32,14.6
26.23,19.95,ANZ Banking Grp,22.44,-3,22.43,22.45,108,f,1.34,9.99,4.81,15.5
3.83,2.89,APA Grp stp,3.63,-5,3.63,3.65,32.75,,0.59,1.28,9.02,18.7
7.05,5.51,Argo Invest,5.61,5,5.57,5.62,25,f,1.04,6.03,4.46,21.6
5.75,3.34,Aristocrat Leisure,3.58,13,3.56,3.58,3.5,,-,0.15,0.98,-
1.94,1.435,Asciano Grp stp,1.63,-3,1.625,1.64,-,,-,0.08,-,-
37.16,28.02,ASX Ltd,30.56,9,30.50,30.60,173.1,f,1.10,3.49,5.66,16.1
5.41,4.52,Aust Foundation,4.60,5,4.59,4.60,21,f,0.89,4.70,4.57,24.7
3.05,2.20,Australand Prop stp,2.69,2,2.68,2.71,12,,1.24,3.44,4.46,18.1
1.49,0.865,AWB Ltd,1.455,,1.45,1.455,-,,-,1.85,-,39.6
6.72,4.05,AXA Asia Pacific,5.51,15,5.48,5.52,18.5,p,1.66,1.01,3.36,17.9
13.49,9.68,Bank of Qld,9.72,-20,9.70,9.75,52,f,1.78,7.20,5.35,10.5
10.48,7.72,Bendigo & Adelaide,8.28,-33,8.24,8.28,58,f,1.16,5.27,7.00,12.3
12.32,7.31,Billabong Intl,7.47,3,7.45,7.50,36,p,1.62,0.40,4.82,12.8
3.40,2.03,BlueScope Steel,2.10,2,2.10,2.12,5,f,1.38,2.53,2.38,30.4
4.10,2.43,Boart Longyear,2.95,5,2.94,2.96,2.29,p,3.56,1.50,0.78,36.2
6.40,4.15,Boral Ltd,4.35,6,4.29,4.40,13.5,f,-,3.92,3.10,-
8.37,5.11,Brambles Ltd,5.81,,5.81,5.82,25,p,1.48,0.88,4.30,15.7
16.80,11.03,Brickworks Ltd,11.08,-3,11.06,11.15,39.5,f,2.54,9.06,3.56,11.0
12.94,8.01,Caltex Aust,11.10,2,11.01,11.10,55,f,0.63,10.76,4.95,32.3
32.35,22.932,Campbell Brothers,30.88,45,30.50,31.00,100,p,1.29,3.76,3.24,23.9
2.12,1.81,CFS Retail Prop unt,1.945,0.5,1.945,1.95,12.5,,1.01,2.02,6.43,15.4
4.50,2.92,Challenger FSG Ltd,3.68,-9,3.68,3.69,14.5,,3.81,-,3.94,6.7
12.15,9.54,Coca-Cola Amatil,11.55,-6,11.55,11.60,45.5,f,1.39,1.47,3.94,18.3
79.11,56.27,Cochlear Ltd,68.43,-12,68.26,68.68,200,p,1.38,4.01,2.92,24.8
60.00,44.67,C'wlth Bank  of Aust ,49.21,23,49.20,49.25,290,f,1.19,15.94,5.89,14.3
