100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:05 Friday 20/8/2010. Processed 08:30 Saturday 21/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.45,2.31,Adelaide Brighton,3.43,,3.41,3.43,15.5,f,1.32,1.21,4.52,16.8
15.69,13.37,AGL Energy Ltd,15.29,-8,15.25,15.37,57,f,0.47,6.21,3.73,56.6
7.04,5.27,Amcor Ltd,6.52,-10,6.51,6.53,29.5,,0.71,2.25,4.52,31.2
6.97,4.91,AMP Ltd,4.95,-14,4.94,4.96,31,p,1.28,0.90,6.26,12.4
13.73,9.07,Ansell Ltd,12.76,-20,12.69,12.89,29,,2.82,1.92,2.27,15.6
26.23,19.33,ANZ Banking Grp,22.78,38,22.78,22.90,108,f,1.34,9.99,4.74,15.7
3.83,2.67,APA Grp stp,3.70,,3.70,3.71,31.75,,0.79,-,8.58,14.8
7.05,5.61,Argo Invest,5.81,-1,5.79,5.84,25,f,1.04,6.03,4.30,22.3
5.75,3.34,Aristocrat Leisure,3.43,-13,3.42,3.44,4.5,,-,0.07,1.31,-
1.94,1.435,Asciano Grp stp,1.65,-4,1.645,1.66,-,,-,0.10,-,-
37.16,28.02,ASX Ltd,30.49,59,30.36,30.55,173.1,f,1.10,3.49,5.68,16.0
5.41,4.52,Aust Foundation,4.82,-3,4.82,4.87,21,f,0.89,4.70,4.36,25.9
1.465,0.84,Austar United,0.96,-1.5,0.94,0.975,-,,-,-0.28,-,27.4
3.05,2.20,Australand Prop stp,2.70,-8,2.70,2.73,12,,1.24,3.44,4.44,18.1
1.49,0.865,AWB Ltd,1.485,3.5,1.485,1.49,-,,-,1.85,-,40.5
6.72,4.05,AXA Asia Pacific,5.32,-11,5.30,5.36,18.5,p,1.66,1.01,3.48,17.3
13.49,9.74,Bank of Qld,10.11,-15,10.09,10.23,52,f,1.78,7.20,5.14,10.9
10.48,7.72,Bendigo & Adelaide,8.73,-5,8.73,8.75,58,f,1.16,5.27,6.64,13.0
12.32,7.74,Billabong Intl,8.03,-88,8.03,8.07,36,p,1.59,0.84,4.48,14.0
3.40,2.03,BlueScope Steel,2.24,-6,2.23,2.25,5,f,1.38,2.53,2.23,32.5
4.10,2.43,Boart Longyear,3.17,-8,3.17,3.18,-,,-,0.14,-,-
6.40,4.15,Boral Ltd,4.47,-8,4.46,4.48,13.5,f,-,3.92,3.02,-
8.37,5.11,Brambles Ltd,5.65,14,5.65,5.69,25,p,1.49,0.72,4.42,15.1
16.80,11.16,Brickworks Ltd,11.24,-9,11.19,11.35,39.5,f,2.54,9.06,3.51,11.2
13.63,8.01,Caltex Aust,10.22,-27,10.21,10.33,25,f,4.65,10.48,2.45,8.8
