100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4506.2 at 16:37 3/6/2010  Report at 19:05 Thursday 3/6/2010. Processed 19:14 Thursday 3/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.80,12,2.78,2.80,13.5,f,1.51,1.21,4.82,13.7
15.69,13.07,AGL Energy Ltd,14.33,26,14.33,14.37,57,f,0.47,6.21,3.98,53.1
6.76,4.276,Amcor Ltd,6.41,13,6.38,6.41,29.5,,0.71,2.25,4.60,30.7
6.97,4.55,AMP Ltd,5.79,22,5.75,5.80,30,p,1.24,0.80,5.18,15.6
13.48,8.16,Ansell Ltd,12.91,40,12.88,13.00,29,,2.82,1.92,2.25,15.8
26.23,15.68,ANZ Banking Grp,22.75,66,22.72,22.80,108,f,1.34,9.99,4.75,15.7
3.79,2.60,APA Grp stp,3.56,6,3.50,3.59,31.75,,0.79,-,8.92,14.2
2.61,1.32,APN News & Media,2.28,8,2.26,2.35,4,f,4.17,-0.78,1.75,13.7
7.05,5.61,Argo Invest,5.95,12,5.95,5.96,25,f,-,6.54,4.20,-
5.75,3.37,Aristocrat Leisure,4.10,6,4.08,4.12,4.5,,-,0.07,1.10,-
1.94,1.169,Asciano Grp stp,1.62,2.5,1.61,1.625,-,,-,0.10,-,-
37.90,30.00,ASX Ltd,30.70,49,30.70,30.75,163.6,f,1.10,3.19,5.33,17.0
5.41,4.26,Aust Foundation,4.85,3,4.83,4.87,21,f,0.43,5.08,4.33,54.3
1.465,0.725,Austar United,1.015,2,0.995,1.03,-,,-,-0.31,-,21.6
3.05,1.835,Australand Prop stp,2.46,5,2.43,2.46,5,,-,0.68,2.03,-
6.72,3.51,AXA Asia Pacific,5.92,12,5.90,5.94,18.5,p,1.89,1.12,3.13,17.0
13.49,8.056,Bank of Qld,11.24,28,11.13,11.28,52,f,1.78,7.20,4.63,12.2
