100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5451.2 at 2015-06-30T16:38:36. Report at Tuesday, June 30, 2015. Processed Wednesday at 2015-07-01T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
4.80,3.12,Adelaide Brighton,4.31,+2,4.30,4.33,17.00,f,1.58,1.35,3.94,16.0,,
16.70,12.55,AGL Energy,15.55,+2,15.55,15.56,63.00,f,1.65,8.49,4.05,15.0,,
9.30,4.33,ALS,5.85,+14,5.84,5.86,21.00,p,-,.05,3.59,,,
13.37,9.12,Amalgamated Hldgs,12.54,+12,12.47,12.55,43.00,f,1.23,5.23,3.43,23.7,,
14.78,9.88,Amcor,13.72,+7,13.71,13.73,47.90,,1.38,-.06,3.49,20.8,,
6.83,5.02,AMP,6.02,+7,6.00,6.03,26.00,p,1.17,1.42,4.32,19.9,,
30.40,18.11,Ansell,24.09,+33,24.09,24.10,49.24,,.92,.63,2.04,52.9,,
37.25,30.47,ANZ Banking Grp,32.20,+13,32.18,32.21,181.00,f,1.50,15.75,5.62,11.9,,
9.85,5.20,AP Eagers,9.35,-25,9.35,9.72,27.00,f,1.59,2.38,2.89,21.7,,
9.88,6.680,APA Grp stp,8.24,,8.24,8.25,36.25,,2.27,2.47,4.40,10.0,,
8.44,7.35,Argo Invest,7.97,,7.95,7.97,28.50,f,1.06,6.89,3.58,26.4,,
8.74,5.23,Aristocrat Leisure,7.65,+22,7.64,7.65,16.00,,-,1.62,2.09,,,
6.89,5.48,Asciano,6.65,+18,6.63,6.66,16.75,f,1.56,.93,2.52,25.5,,
45.37,34.07,ASX,39.90,+23,39.86,39.92,182.20,f,1.11,6.97,4.57,19.7,,
5.39,4.15,Aurizon Hldgs,5.13,+3,5.12,5.13,18.60,,1.14,2.98,3.63,24.2,,
1.545,1.29,AusNet Services,1.395,-1.5,1.39,1.40,8.36,p,.08,.82,5.99,211.4,,
6.35,5.80,Aust Foundation,6.12,-2,6.12,6.14,23.00,f,1.02,6.18,3.76,26.0,,
14.73,11.45,Bank of Qld,12.77,+22,12.77,12.80,70.00,f,1.11,7.01,5.48,16.5,,
14.45,11.20,Bendigo&Adelaide Bk,12.26,+5,12.26,12.27,66.00,f,1.43,7.22,5.38,13.0,,
6.30,2.70,BlueScope Steel,3.00,+23,3.00,3.02,,f,-,6.43,,267.9,,
6.66,4.68,Boral,5.85,-1,5.85,5.86,16.50,f,2.36,4.18,2.82,15.0,,
11.95,9.01,Brambles,10.60,+10,10.58,10.60,27.50,p,1.44,.65,2.59,26.7,,
15.25,11.52,Brickworks,13.80,+9,13.80,13.82,43.00,f,1.39,10.41,3.12,23.1,,
10.97,5.65,BT Invest Mgt,8.45,-15,8.45,8.47,36.00,p,1.16,.41,4.26,20.2,,
3.34,2.31,BWP Trust unt,3.06,+1,3.06,3.07,15.55,,2.03,2.18,5.08,9.7,,
38.81,21.74,Caltex Aust,31.85,-26,31.85,31.93,70.00,f,.11,8.64,2.20,430.4,,
11.62,9.30,Carsales.com,10.19,+15,10.18,10.20,49.80,f,.83,.22,4.89,24.7,,
8.27,5.81,Challenger,6.72,+10,6.72,6.73,28.00,p,2.08,3.43,4.17,11.5,,
5.395,4.00,Charter Hall Grp forus,4.52,+10,4.51,4.53,24.20,,1.14,2.38,5.35,16.4,,
24.45,18.08,Cimic Grp,21.75,+6,21.73,21.79,110.00,f,1.82,9.53,5.06,10.8,,
11.00,8.19,Coca-Cola Amatil,9.15,+15,9.12,9.15,42.00,p,.85,1.76,4.59,25.7,,
93.97,61.41,Cochlear,80.15,+106,80.05,80.15,217.00,p,1.17,1.58,2.71,31.7,,
96.69,73.57,C'wlth Bank  of Aust,85.13,+44,85.13,85.20,416.00,f,1.33,24.46,4.89,15.4,,
13.56,10.875,Computershare,11.71,-11,11.69,11.71,30.00,p,.78,-2.69,2.56,50.1,,
1.20,.935,Cromwell Property stp,1.025,+1,1.025,1.03,7.86,,1.34,.74,7.67,9.7,,
16.47,11.66,Crown Resorts,12.20,+22,12.18,12.20,37.00,p,1.76,4.14,3.03,18.7,,
96.60,63.77,CSL,86.47,+62,86.42,86.51,139.23,,2.27,5.52,1.61,27.4,,
4.43,3.15,CSR,3.64,,3.63,3.64,20.00,,1.24,2.17,5.49,14.6,,
8.25,1.10,DEXUS Prop Grp stp,7.30,+9,7.30,7.33,41.04,,1.03,6.47,5.62,17.3,,
41.64,20.08,Domino's Pizza,35.69,+69,35.68,35.73,43.60,f,1.44,-.01,1.22,56.9,,
5.22,3.93,Downer EDI,4.78,+10,4.77,4.79,24.00,f,1.97,2.54,5.02,10.1,,
2.70,2.29,DUET Grp forus,2.31,-1,2.31,2.32,17.50,,.18,1.37,7.58,71.5,,
6.88,5.11,DuluxGroup,5.72,,5.72,5.74,21.50,f,1.15,.25,3.76,23.2,,
4.775,3.08,Echo Entertainment,4.36,+3,4.34,4.36,9.00,f,2.12,,2.06,22.8,,
1.11,.725,Fairfax Media,.815,-1,.81,.82,4.00,f,.60,.29,4.91,34.0,,
3.19,2.43,Federation Cntres stp,2.92,+3,2.92,2.93,16.90,,1.81,2.44,5.79,9.5,,
48.20,31.41,Flight Centre Travel,34.11,-24,34.10,34.22,152.00,f,1.28,7.66,4.46,17.5,,
4.131,2.782,Genworth Mortg Ins,3.14,+3,3.13,3.14,15.90,f,3.14,,5.06,6.3,,
6.70,5.045,Goodman Grp stp,6.27,-1,6.26,6.29,22.20,,2.63,3.15,3.54,10.7,,
4.89,3.77,GPT Grp stp,4.28,+3,4.28,4.29,21.70,,1.76,3.94,5.07,11.2,,
10.36,7.83,GrainCorp,8.54,-4,8.52,8.55,12.50,f,1.07,5.63,1.46,63.7,,
3.34,2.45,Growthpoint Prop stp,3.13,-1,3.13,3.14,29.60,,.87,2.16,9.46,12.2,,
4.99,2.968,Harvey Norman,4.51,-8,4.51,4.53,17.00,f,1.33,2.37,3.77,19.9,,
3.15,2.09,Healthscope,2.72,+4,2.72,2.74,3.30,,1.12,.25,1.21,73.5,,
5.90,3.40,Henderson Grp cdi,5.32,+1,5.31,5.32,16.86,,2.68,.57,3.17,11.8,,
4.40,2.655,Incitec Pivot,3.85,+5,3.84,3.85,11.70,,1.43,.77,3.04,23.1,,
6.61,5.31,Insurance Aust Grp,5.58,+2,5.58,5.59,39.00,f,1.28,1.28,6.99,11.1,,
4.34,3.28,Investa Office Fd stp,3.80,-2,3.80,3.81,19.25,,1.92,3.42,5.07,10.3,,
10.98,8.16,IOOF Hldgs,8.99,+4,8.98,9.00,50.00,f,.93,-.21,5.56,19.4,,
18.43,11.16,James Hardie Ind cdi,17.32,+4,17.32,17.33,44.63,,1.91,.60,2.58,20.3,,
21.94,14.35,JB Hi-Fi,19.48,-5,19.47,19.48,88.00,f,1.45,2.56,4.52,15.3,,
17.72,13.00,Lend Lease Grp stp,15.03,-4,15.03,15.07,76.00,,2.13,6.16,5.06,9.3,,
11.79,5.79,M2 Grp,10.70,-6,10.70,10.71,29.50,f,1.40,,2.76,25.9,,
84.19,54.65,Macquarie Grp,81.40,+90,81.37,81.43,330.00,p,1.63,38.19,4.05,15.1,,
21.68,10.76,Magellan Fin Grp,17.40,+8,17.34,17.40,58.90,f,1.33,1.62,3.39,22.2,,
2.59,2.00,Medibank Private,2.01,,2.01,2.02,,,-,.38,,38.7,,
4.89,4.11,Milton Corp,4.50,+7,4.48,4.50,17.90,f,1.10,4.60,3.98,22.8,,
2.19,1.635,Mirvac Grp stp,1.85,+3,1.85,1.855,9.40,,1.39,1.69,5.08,14.2,,
3.92,3.21,MYOB Grp,3.39,-1,3.34,3.40,,,-,,,,,
39.15,30.888,National Aust Bank,33.31,+11,33.30,33.32,198.00,f,1.23,15.65,5.94,13.6,,
8.06,3.97,Nufarm,7.23,-14,7.23,7.24,9.00,,1.52,2.75,1.24,53.0,,
22.73,16.87,Orica,21.28,+8,21.27,21.29,96.00,p,1.64,5.50,4.51,13.5,,
16.21,10.28,Origin Energy,11.97,+68,11.97,11.99,50.00,,.33,6.58,4.18,72.5,,
2.44,1.37,Orora,2.09,+6,2.08,2.10,6.50,,.88,.95,3.11,36.7,,
58.48,41.30,Perpetual,48.36,+26,48.35,48.46,210.00,f,1.16,4.88,4.34,19.9,,
9.50,5.72,Platinum Asset,7.48,+11,7.48,7.50,37.00,f,.86,.64,4.95,23.4,,
14.62,8.47,Premier Invest,12.75,,12.75,12.77,41.00,f,1.22,3.17,3.22,25.5,,
5.52,4.09,Primary Health Care,5.04,+11,5.03,5.04,20.00,f,1.39,1.38,3.97,18.2,,
3.79,1.197,Qantas Airways,3.16,+14,3.15,3.16,,,-,.63,,,,
14.82,10.13,QBE Insurance Grp,13.67,+7,13.65,13.67,37.00,f,1.89,6.46,2.71,19.5,,
3.05,2.06,Qube Holdings,2.35,,2.34,2.36,5.40,f,1.85,.73,2.30,23.5,,
69.22,44.65,Ramsay Health Care,61.47,+101,61.45,61.50,91.50,f,1.76,-1.69,1.49,38.2,,
51.38,37.33,REA Grp,39.21,+2,39.21,39.27,64.50,f,2.42,3.04,1.64,25.2,,
36.25,30.00,Reece Aust,34.71,+1,34.71,34.85,66.00,f,2.20,6.29,1.90,23.9,,
9.84,5.19,ResMed Inc cdi,7.27,+7,7.25,7.27,11.41,,2.45,,1.57,26.0,,
4.05,3.13,Scentre Grp stp,3.75,-1,3.75,3.76,,p,-,3.04,,,,
18.99,13.50,Seek,14.06,+28,14.05,14.08,35.00,f,1.65,-.13,2.49,24.4,,
7.95,5.05,Seven Grp Hldgs,6.54,+33,6.51,6.54,40.00,f,.35,6.52,6.12,46.7,,
13.05,9.60,Sims Metal Mgt,10.42,+12,10.41,10.43,26.00,f,-,8.83,2.50,,,
39.95,14.80,Sirtex Medical,29.05,+16,28.96,29.05,14.00,f,3.85,1.03,.48,53.9,,
22.04,16.50,Sonic Healthcare,21.37,+19,21.34,21.37,69.00,p,1.38,2.81,3.23,22.4,,
15.44,12.18,Soul Pattinson WH,13.44,,13.44,13.51,49.00,f,1.07,12.44,3.65,25.7,,
2.29,1.765,Spark Infrastructure forus,1.955,,1.95,1.955,11.50,,.79,1.89,5.88,21.5,,
2.515,1.64,Spotless Group,2.09,+3,2.09,2.10,4.50,,1.22,-.22,2.15,38.0,,
4.82,3.83,Stockland stp,4.10,+3,4.10,4.11,24.00,,1.24,,5.85,13.8,,
15.08,12.68,Suncorp Grp,13.43,+10,13.42,13.47,78.00,f,.82,6.12,5.81,21.1,,
10.96,6.70,Super Retail Grp,9.14,-7,9.11,9.16,40.00,f,1.02,.16,4.38,22.4,,
5.74,4.05,Sydney Airport forus,4.98,+12,4.97,4.99,24.50,,.11,-2.77,4.92,186.5,,
5.07,3.106,Tabcorp Hldgs,4.55,+8,4.54,4.55,18.00,f,1.29,1.44,3.96,19.5,,
4.20,3.02,Tatts Grp,3.72,+7,3.72,3.73,14.50,f,1.04,-1.19,3.90,24.6,,
6.735,5.20,Telstra Corp,6.14,+7,6.13,6.15,30.00,f,1.25,.41,4.89,16.3,,
9.72,5.23,TPG Telecom,8.97,+5,8.97,8.98,10.25,f,2.30,.26,1.14,38.0,,
10.59,7.51,Transurban Grp stp,9.30,+8,9.28,9.30,40.00,p,.08,3.23,4.30,300.0,,
5.89,4.08,Treasury Wine,4.99,+1,4.99,5.00,13.00,,-,3.39,2.61,,,
2.51,1.835,Veda Grp,2.22,+3,2.20,2.22,4.00,,2.50,-.24,1.80,22.2,,
46.95,38.45,Wesfarmers,39.03,+32,39.02,39.06,193.94,f,1.19,4.92,4.97,16.9,,
10.66,7.10,Westfield Corp stp,9.12,+7,9.11,9.12,15.85,,-,4.54,1.74,,,
40.07,31.00,Westpac Banking,32.15,+13,32.14,32.17,185.00,f,1.31,11.84,5.75,13.2,,
37.32,26.25,Woolworths,26.96,-3,26.95,26.97,139.00,f,1.38,3.52,5.16,14.0,,
18.97,8.52,WorleyParsons,10.41,+48,10.34,10.43,85.00,p,1.15,-.05,8.17,10.7,,
,
