100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4998.6 at 2013-02-21T16:45:05. Report at Thursday, February 21, 2013. Processed Friday at 2013-02-22T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.49,2.80,Adelaide Brighton,3.36,+8,3.36,3.37,16.50,f,1.47,1.23,4.91,13.9,,
16.01,13.031,AGL Energy,15.13,-33,15.13,15.18,61.00,f,.39,7.26,4.03,63.6,,
13.984,7.23,ALS,11.78,-67,11.76,11.78,47.00,p,1.60,.58,3.99,15.6,,
9.67,6.72,Amcor,9.26,-41,9.26,9.27,38.50,,.96,.97,4.16,25.0,,
5.59,3.71,AMP,5.42,-2,5.41,5.42,26.50,p,.96,1.06,4.89,21.3,,
17.49,12.76,Ansell,15.42,-26,15.42,15.46,36.50,,2.52,2.09,2.37,16.8,,
28.83,20.26,ANZ Banking Grp,27.98,-76,27.97,27.98,145.00,f,1.47,12.22,5.18,13.1,,
6.06,4.57,APA Grp stp,6.04,+10,6.02,6.04,35.00,,1.13,1.40,5.79,15.2,,
6.74,4.96,Argo Invest,6.70,-2,6.64,6.70,26.00,f,1.03,6.26,3.88,25.1,,
3.94,2.29,Aristocrat Leisure,3.73,-13,3.73,3.75,10.00,,1.40,.33,2.68,26.6,,
1.375,.50,Arrium,1.14,-2,1.14,1.145,5.00,,-,1.22,4.39,,,
5.58,4.09,Asciano,5.48,-3,5.47,5.49,9.25,f,3.62,.71,1.69,16.4,,
37.02,27.53,ASX,35.76,-126,35.76,35.78,177.90,f,1.09,3.85,4.97,18.5,,
4.24,3.07,Aurizon Hldgs,3.95,,3.95,3.96,8.70,p,2.03,2.94,2.20,22.3,,
5.54,4.01,Aust Foundation,5.51,,5.48,5.51,21.00,f,1.10,5.18,3.81,23.8,,
3.26,2.02,Aust Infrastructure Fd unt,3.11,,3.11,3.12,10.50,,3.01,3.01,3.38,9.9,,
3.525,2.19,Australand Prop stp,3.44,-3,3.43,3.44,21.50,,1.45,,6.25,11.0,,
9.45,6.13,Bank of Qld,8.98,-36,8.98,9.02,52.00,f,-,6.94,5.79,,,
10.64,6.82,Bendigo & Adelaide Bk,9.84,-80,9.84,9.87,60.00,f,1.33,6.38,6.10,12.3,,
4.50,1.47,BlueScope Steel,4.28,-11,4.27,4.28,,,-,5.47,,,,
5.14,2.93,Boral,4.69,-7,4.69,4.70,8.50,f,-,3.29,1.81,,,
8.65,6.04,Brambles,8.59,+8,8.59,8.60,26.00,p,1.47,.49,3.03,22.5,,
12.94,9.70,Brickworks,12.70,-7,12.62,12.72,40.50,f,.72,9.44,3.19,43.3,,
20.35,12.11,Caltex Aust,18.20,-43,18.20,18.24,45.00,f,-,8.13,2.47,,,
9.04,4.970,carsales.com,8.78,-14,8.77,8.79,25.90,f,1.25,.21,2.95,27.0,,
2.11,1.705,CFS Retail Prop stp,2.06,-1,2.05,2.06,13.10,,1.10,2.07,6.36,14.3,,
4.22,2.95,Challenger,3.52,-18,3.52,3.54,18.00,,1.60,2.22,5.11,12.2,,
4.06,2.95,Charter Hall Ret REIT unt,3.80,-3,3.80,3.81,26.40,,.26,3.31,6.95,55.2,,
14.51,11.63,Coca-Cola Amatil,14.23,-27,14.23,14.26,56.00,p,1.08,1.90,3.94,23.6,,
82.87,56.37,Cochlear,68.87,-204,68.87,68.92,250.00,p,1.09,,3.63,25.3,,
1.145,.952,C'wlth Prop Office ord unt,1.095,-.5,1.085,1.095,6.09,,1.75,1.16,5.56,10.3,,
67.74,47.50,C'wlth Bank  of Aust,64.81,-204,64.81,64.82,361.00,f,1.24,,5.57,14.5,,
10.47,7.26,Computershare,9.87,-6,9.86,9.87,28.00,p,.90,-2.25,2.84,39.0,,
.94,.675,Cromwell Property stp,.92,,.92,.925,7.12,,.74,.68,7.74,17.5,,
12.12,8.06,Crown,11.55,-11,11.55,11.58,37.00,p,1.89,3.45,3.20,16.6,,
59.12,32.12,CSL,57.55,-31,57.55,57.56,95.66,,2.27,5.08,1.66,26.5,,
2.84,2.10,David Jones,2.68,,2.68,2.69,17.50,f,1.11,1.29,6.53,13.8,,
1.115,.84,DEXUS Prop Grp stp,1.05,-2,1.05,1.065,5.57,,1.22,1.03,5.30,15.4,,
5.66,2.89,Downer EDI,5.18,-16,5.17,5.18,10.00,p,2.49,2.68,1.93,20.8,,
2.27,1.69,DUET Grp forus,2.17,-3,2.17,2.19,16.25,,-,1.30,7.49,,,
4.32,2.84,DuluxGroup,4.01,-4,4.01,4.04,15.50,f,1.57,.23,3.87,16.5,,
