100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5507.9 at 2014-08-13T16:37:06. Report at Wednesday, August 13, 2014. Processed Thursday at 2014-08-14T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
4.375,3.15,Adelaide Brighton,3.45,-2,3.45,3.48,16.50,f,1.44,1.38,4.78,14.6,,
16.27,14.11,AGL Energy,14.64,-9,14.62,14.64,63.00,f,.81,7.56,4.30,28.6,,
10.64,7.05,ALS,7.33,-26,7.33,7.34,39.00,p,1.04,.02,5.32,18.0,,
10.89,9.147,Amcor,10.17,-4,10.15,10.17,40.00,,1.08,-.09,3.93,23.5,,
5.52,4.11,AMP,5.40,+8,5.39,5.41,23.00,p,1.01,1.35,4.26,23.3,,
22.24,17.73,Ansell,18.81,-10,18.81,18.84,40.28,,2.93,4.21,2.14,15.9,,
35.07,28.84,ANZ Banking Grp,32.74,-14,32.72,32.76,174.00,f,1.42,13.90,5.31,13.2,,
7.68,5.80,APA Grp stp,7.60,-4,7.57,7.60,36.00,,.59,1.37,4.74,36.0,,
8.05,6.64,Argo Invest,8.05,+12,8.04,8.05,28.00,f,1.08,7.63,3.48,26.7,,
5.82,4.20,Aristocrat Leisure,5.46,+2,5.46,5.48,15.50,,1.31,.42,2.84,26.9,,
6.23,5.13,Asciano,5.89,-6,5.89,5.91,12.00,f,2.81,.97,2.04,17.5,,
37.96,34.01,ASX,35.46,-12,35.45,35.55,170.50,f,1.15,6.60,4.81,18.1,,
5.265,4.42,Aurizon Hldgs,4.95,-5,4.94,4.95,16.20,p,1.07,2.99,3.27,28.4,,
1.41,1.117,AusNet Services stp,1.345,-1.5,1.345,1.35,8.36,p,1.02,.91,6.22,15.7,,
6.33,5.61,Aust Foundation,6.15,+8,6.09,6.15,22.00,f,1.11,6.08,3.58,25.3,,
4.62,3.36,Australand Prop stp,4.49,-1,4.49,4.50,26.38,,1.17,3.68,5.88,14.6,,
13.25,9.355,Bank of Qld,11.98,-23,11.98,12.00,62.00,f,1.11,7.06,5.18,17.4,,
12.80,9.81,Bendigo & Adelaide Bk,12.70,+2,12.70,12.71,64.00,f,1.37,7.26,5.04,14.5,,
6.64,4.46,BlueScope Steel,5.99,,5.99,6.00,,,-,6.40,,,,
5.965,4.05,Boral,5.22,+1,5.22,5.23,13.00,f,-,3.24,2.49,,,
9.855,7.61,Brambles,9.10,-9,9.09,9.10,27.00,p,3.49,.78,2.97,9.7,,
15.50,11.92,Brickworks,14.21,-8,14.15,14.21,41.00,f,1.41,10.04,2.89,24.6,,
7.45,3.56,BT Invest Mgt,6.35,+2,6.35,6.36,26.00,p,1.67,.27,4.09,14.7,,
25.18,16.80,Caltex Aust,24.98,+11,24.94,24.98,34.00,f,5.77,9.05,1.36,12.7,,
12.61,8.69,carsales.com,10.50,-68,10.50,10.79,30.30,f,1.25,.33,2.89,27.6,,
2.19,1.86,CFS Retail Prop stp,2.09,-1,2.09,2.10,13.60,,.92,2.02,6.51,16.7,,
8.27,4.23,Challenger,7.73,-7,7.73,7.74,23.00,,3.03,2.98,2.98,11.1,,
13.05,9.00,Coca-Cola Amatil,9.48,,9.45,9.48,56.00,p,.19,1.83,5.91,90.3,,
71.11,51.79,Cochlear,68.25,-9,68.07,68.25,254.00,p,.65,1.67,3.72,41.5,,
83.92,70.12,C'wlth Bank  of Aust,80.96,-73,80.95,81.00,383.00,f,1.33,22.10,4.73,15.9,,
13.17,9.56,Computershare,11.84,-78,11.83,11.86,28.00,p,1.50,-2.50,2.36,28.1,,
17.50,2.949,Country Road,16.80,,,,44.38,f,1.23,.75,2.64,30.9,,
1.05,.935,Cromwell Property stp,.99,,.985,.99,7.62,,.81,.71,7.70,16.1,,
18.22,13.44,Crown Resorts,14.83,+1,14.81,14.85,37.00,p,2.22,4.20,2.49,18.1,,
72.82,62.83,CSL,67.24,+169,67.21,67.24,115.86,,2.52,5.53,1.72,23.1,,
3.86,2.18,CSR,3.63,-10,3.63,3.64,10.00,,1.74,2.16,2.75,20.9,,
1.20,.98,DEXUS Prop Grp stp,1.155,+.5,1.15,1.16,6.26,,1.73,1.08,5.42,10.7,,
24.28,11.53,Domino's Pizza,23.65,+26,23.63,23.70,36.70,f,1.14,-.01,1.55,56.7,,
5.59,4.03,Downer EDI,4.84,-1,4.83,4.85,23.00,f,2.10,3.15,4.75,10.0,,
2.49,1.95,DUET Grp forus,2.41,-1,2.41,2.42,17.00,,.98,1.39,7.05,14.4,,
5.87,4.33,DuluxGroup,5.43,-6,5.41,5.44,19.50,f,1.45,.11,3.59,19.3,,
3.43,2.13,Echo Entertainment,3.30,+10,3.29,3.31,6.00,f,1.27,1.28,1.82,43.4,,
1.38,1.01,Envestra,1.315,-.5,1.315,1.32,6.70,,1.15,.14,5.10,17.1,,
1.065,.515,Fairfax Media,.885,-.5,.885,.89,3.00,f,-,.27,3.39,,,
2.65,2.16,Federation Cntres stp,2.56,+1,2.56,2.57,15.30,,1.47,2.30,5.98,11.4,,
55.72,42.23,Flight Centre Travel,45.40,+12,45.38,45.55,146.00,f,1.81,6.99,3.22,17.2,,
5.29,2.68,G8 Education,5.15,-3,5.15,5.16,14.50,f,.85,,2.82,41.7,,
3.60,2.90,Genworth Mortgage,3.46,-4,3.44,3.49,,f,-,,,,,
5.35,4.47,Goodman Grp stp,5.26,+2,5.24,5.27,20.05,,.47,2.73,3.81,56.0,,
4.10,3.34,GPT Grp stp,4.00,-3,3.99,4.01,20.80,,1.51,3.79,5.20,12.7,,
12.52,7.50,GrainCorp,8.59,-3,8.59,8.62,35.00,f,1.29,5.62,4.07,19.0,,
