Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-12-04T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
AHC,ordinary,AHC,I,10.0,-,10.0,100,-,-,-,-,3 Dec,9 Dec,17 Dec,1,,
Amcbf Two,ordinary,AKT,I,200.0,-,200.0,100,-,-,-,-,3 Dec,9 Dec,17 Dec,1,,
ANZ Banking Grp,ordinary,ANZ,F,74.0,-,126.0,100,3,3,46.0,56.0,4 Nov,10 Nov,17 Dec,0,,
ANZ Banking Grp,pref share,ANZPA,I,138.83,-,280.13,100,-,-,121.09,132.86,24 Nov,30 Nov,15 Dec,0,,
ANZ Banking Grp,pref share,ANZPB,I,128.36,-,259.07,100,-,-,322.69,122.27,24 Nov,30 Nov,15 Dec,0,,
Asia Liver Trans,ordinary,AJJ,F,0.2,-,0.7,-,-,-,-,-,6 Dec,10 Dec,23 Dec,0,,
Aust Pharmaceutical,ordinary,API,F,1.5,-,2.5,100,-,-,-,2.0,5 Nov,11 Nov,15 Dec,0,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,6 Apr,12 Apr,2 May,0,,
Bendigo & Adelaide,reset preference,BENPB,I,110.91,-,223.98,100,-,-,270.32,104.63,18 Nov,24 Nov,15 Dec,0,,
Bendigo & Adelaide,step up non-cum pref,BENPC,I,116.0,-,232.0,100,-,-,286.0,110.0,15 Dec,21 Dec,10 Jan,0,,
BT Invest Mgt,ordinary,BTT,F,10.0,-,22.5,100,-,-,3.0,4.9,29 Nov,3 Dec,17 Dec,0,,
Campbell Brothers,ordinary,CPB,I,65.0,-,65.0,50.00,3,-,45.0,-,3 Dec,9 Dec,21 Dec,1,,
Century Aust,ordinary,CYA,I,6.2,-,6.2,100,-,-,3.5,-,6 Dec,10 Dec,9 Feb,1,,
