Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-02-11T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,8.25,-,20 Jan,27 Jan,13 Mar,0,,
Academies A'asia,ordinary,AKG,I,2.0,-,2.0,100,-,-,2.0,-,16 Feb,22 Feb,19 Mar,1,,
Advanced Share Reg,ordinary,ASW,I,1.85,-,1.85,100,-,-,1.85,-,10 Feb,16 Feb,17 Feb,1,,
Alcoa Inc,chess depositary int,AAI,Q3,2.4256,-,7.1905,-,-,-,8.0918,2.3836,30 Jan,3 Feb,25 Feb,0,,
ALE Prop Grp,stapled securities,LEP,I,-,8.0,-,-,3,-,10.0,-,22 Dec,30 Dec,5 Mar,0,,
Alesco Corp,ordinary,ALS,I,3.0,-,3.0,100,4,-,1.5,-,10 Feb,16 Feb,9 Mar,0,,
AMP Capital China,ordinary units,AGF,F,-,1.8,-,-,3,-,-,2.593,22 Dec,30 Dec,30 Apr,0,,
Ansell,ordinary,ANN,I,15.0,-,15.0,-,-,-,14.0,-,16 Feb,22 Feb,14 Mar,1,,
ANZ Banking Grp,pref share cps2,ANZPA,Q3,133.42,-,415.76,100,-,-,412.99,141.62,22 Feb,28 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q3,122.95,-,384.22,100,-,-,381.34,131.26,22 Feb,28 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,230.72,-,230.72,100,-,-,-,-,9 Feb,15 Feb,1 Mar,1,,
APA Grp,stapled securities,APA,I,-,17.0,-,-,3,-,16.5,-,22 Dec,30 Dec,15 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.5,-,-,3,-,6.5,-,22 Dec,30 Dec,28 Feb,0,,
Argo Invest,ordinary,ARG,I,13.0,-,13.0,100,3,-,13.0,-,14 Feb,20 Feb,7 Mar,1,,
Aspen Grp,ord/units stapled,APZ,I,1.05,-,2.1,-,3,-,3.15,1.05,22 Dec,30 Dec,16 Feb,0,,
Astro Japan Prop Grp,stapled securities,AJA,I,-,10.0,-,-,4,-,-,-,22 Dec,30 Dec,29 Feb,0,,
Aurora Prop,ordinary units,AUP,I,10.0,-,20.6,-,3,-,33.0,11.0,22 Dec,30 Dec,29 Feb,0,,
Aurora Sandringham,ordinary units,AOD,I,1.4,-,2.8,-,3,-,4.5,1.5,22 Dec,30 Dec,20 Feb,0,,
Australand Prop,stapled security,ALZ,F,11.0,-,21.5,-,4,-,10.0,10.5,22 Dec,30 Dec,16 Feb,0,,
Aust Foundation,ordinary,AFI,I,8.0,-,8.0,100,3,-,8.0,-,3 Feb,9 Feb,24 Feb,0,,
Aust Infrastructure Fd,units/ordinary,AIX,I,-,5.0,-,-,4,-,5.0,-,22 Dec,30 Dec,27 Feb,0,,
Aust Leaders Fund,ordinary,ALF,I,5.0,-,5.0,100,3,-,5.0,-,30 Mar,5 Apr,20 Apr,1,,
Bendigo & Adelaide Bk,reset conv pref,BENPA,I,307.16,-,307.16,100,-,-,305.47,-,5 Apr,13 Apr,1 May,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,Q3,105.5,-,331.68,100,-,-,337.98,112.39,16 Feb,22 Feb,15 Mar,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,Q3,108.0,-,340.0,100,-,-,348.0,116.0,16 Mar,22 Mar,10 Apr,0,,
BHP Billiton,ordinary,BHP,I,51.0299,-,51.0299,100,-,-,45.9359,-,27 Feb,2 Mar,22 Mar,1,,
BKI Invest,ordinary,BKI,I,3.2,-,3.2,100,3,-,3.0,-,24 Feb,1 Mar,12 Mar,0,,
Bradken,ordinary,BKN,I,19.5,-,19.5,100,3,-,18.5,-,13 Feb,17 Feb,19 Mar,1,,
BWP Trust,ordinary units,BWP,I,6.63,-,6.63,-,3,-,6.18,-,22 Dec,30 Dec,24 Feb,0,,
Carindale Prop,unit,CDP,I,-,13.9,-,-,-,-,13.9,-,22 Dec,30 Dec,29 Feb,0,,
Cedar Woods Prop,ordinary,CWP,I,-,-,-,-,3,3,11.0,-,29 Mar,4 Apr,30 Apr,0,,
CFS Retail Prop,units,CFX,I,-,6.5,-,-,4,-,6.3,-,22 Dec,30 Dec,28 Feb,0,,
Challenger Div Pro,stapled units,CDI,I,2.05,-,2.05,-,4,-,2.0,-,22 Dec,30 Dec,29 Feb,0,,
Challenger Infra,stapled units,CIF,I,-,5.0,-,-,-,-,7.0,-,22 Dec,30 Dec,29 Feb,0,,
Charter Hall Grp,stapled us prohibit.,CHC,I,9.1,-,9.1,-,4,-,8.0,-,22 Dec,30 Dec,23 Feb,0,,
Charter Hall Off REIT,unit,CQO,I,11.0,-,11.0,-,4,-,9.25,-,22 Dec,30 Dec,23 Feb,0,,
Charter Hall Ret REIT,units,CQR,I,13.0,-,13.0,-,4,-,12.0,-,22 Dec,30 Dec,17 Feb,0,,
Cochlear,ordinary,COH,I,120.0,-,120.0,60.00,-,-,105.0,-,22 Feb,28 Feb,13 Mar,1,,
Colorpak,ordinary,CKL,I,1.5,-,1.5,100,4,-,1.5,-,27 Feb,2 Mar,2 Apr,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,F,267.25,-,1137.86,100,-,-,859.46,290.4,17 Apr,23 Apr,30 Apr,0,,
C'wlth Bank  of Aust,perp.exc.(perls iv),CBAPB,F,186.12,-,809.75,100,-,-,610.69,208.38,17 Apr,23 Apr,30 Apr,0,,
C'wlth Prop Office,ordinary units,CPA,I,-,2.89,-,-,-,-,2.75,-,22 Dec,30 Dec,28 Feb,0,,
Contango Microcap,ordinary,CTN,I,3.8,-,3.8,-,3,-,3.2,-,17 Feb,23 Feb,8 Mar,1,,
Countplus,ordinary,CUP,I,3.0,-,3.0,100,-,-,-,-,16 Jan,20 Jan,15 Feb,0,,
Credit Corp Grp,ordinary,CCP,I,13.0,-,13.0,100,4,-,10.0,-,16 Mar,22 Mar,5 Apr,0,,
Cromwell Property,stapled securities,CMW,I,1.75,-,3.5,-,3,-,5.25,1.75,22 Dec,30 Dec,15 Feb,0,,
Cromwell Property,new,CMWN,I,0.875,-,1.3417,-,3,-,-,-,22 Dec,30 Dec,15 Feb,0,,
Cromwell Property,new iii,CMWNA,I,0.2473,-,0.2473,-,3,-,-,-,22 Dec,30 Dec,15 Feb,0,,
Cromwell Property,new ii,CMWNB,I,0.3044,-,0.3044,-,3,-,-,-,22 Dec,30 Dec,15 Feb,0,,
Devine,ordinary,DVN,I,2.0,-,2.0,100,4,-,1.0,-,9 Mar,16 Mar,30 Mar,1,,
DEXUS Prop Grp,stapled units,DXS,I,2.67,-,2.67,-,4,-,2.59,-,22 Dec,30 Dec,29 Feb,0,,
Djerriwarrh Invest,ordinary,DJW,I,10.0,-,10.0,100,3,-,10.0,-,27 Jan,2 Feb,17 Feb,0,,
DUET Grp,stapled us prohibit.,DUE,I,8.0,-,8.0,-,3,-,10.0,-,22 Dec,30 Dec,14 Feb,0,,
Eldorado Gold,cdi 1:1,EAU,F,7.2567,-,7.2567,-,-,-,-,4.256,25 Jan,1 Feb,15 Feb,0,,
FKP Prop Grp,stapled securities,FKP,I,-,1.4,-,-,3,-,1.4,-,22 Dec,30 Dec,30 Mar,0,,
FlexiGroup,ordinary,FXL,I,6.0,-,6.0,100,4,-,5.0,-,9 Mar,16 Mar,18 Apr,1,,
GUD Hldgs,ordinary,GUD,I,30.0,-,30.0,100,3,-,29.0,-,14 Feb,20 Feb,6 Mar,0,,
Generation Healthcare,units,GHC,I,3.34,-,3.34,-,3,-,-,-,22 Dec,30 Dec,28 Feb,0,,
Goodman Grp,stapled us prohibit.,GMG,I,-,1.8,-,-,4,-,1.5,-,22 Dec,30 Dec,28 Feb,0,,
Greencap,ordinary,GCG,I,0.25,-,0.25,100,3,-,-,-,7 Feb,10 Feb,27 Feb,1,,
Growthpoint Prop,ord/unit stapled sec,GOZ,I,-,8.7,-,-,4,-,8.4,-,22 Dec,30 Dec,29 Feb,0,,
Growthpoint Prop,stapled new,GOZN,I,-,7.5,-,-,4,-,-,-,22 Dec,30 Dec,29 Feb,0,,
Hyperion Flagship,ordinary,HIP,I,3.0,-,3.0,100,3,-,4.25,-,19 Apr,26 Apr,10 May,1,,
