Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-02-02T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,8.25,-,22 Jan,29 Jan,27 Feb,0,,
Advanced Share Reg,ordinary,ASW,I,1.85,-,1.85,100,-,-,1.85,-,1 Feb,7 Feb,8 Feb,1,,
Alcoa Inc,chess depositary int,AAI,F,2.4533,-,9.866,-,-,-,7.1485,2.4256,4 Feb,8 Feb,25 Feb,0,,
ALE Prop Grp,stapled securities,LEP,I,-,8.0,-,-,3,-,8.0,-,27 Dec,3 Jan,5 Mar,0,,
AMP Capital China,ordinary units,AGF,I,-,2.365,-,-,3,-,-,2.057,21 Dec,31 Dec,30 Apr,0,,
Aust Masters YF1,ordinary,AYD,Q3,100.0,-,100.0,100,-,-,-,-,31 Jan,6 Feb,13 Feb,0,,
Aust Masters YF2,ordinary,AYH,Q3,115.0,-,115.0,100,-,-,-,-,31 Jan,6 Feb,13 Feb,0,,
ANZ Banking Grp,pref share cps2,ANZPA,Q3,104.64,-,341.25,100,-,-,415.76,133.39,21 Feb,27 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q3,94.51,-,309.84,100,-,-,384.22,122.8,21 Feb,27 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,227.2,-,227.2,100,-,-,230.72,-,8 Feb,14 Feb,1 Mar,0,,
APA Grp,stapled securities,APA,I,-,17.0,-,-,3,-,17.0,-,21 Dec,31 Dec,13 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.6,-,-,4,-,6.5,-,21 Dec,31 Dec,28 Feb,0,,
Aspen Grp,ord/units stapled,APZ,I,0.75,-,0.75,-,4,-,3.15,1.05,21 Dec,31 Dec,25 Feb,0,,
Astro Japan Prop Grp,stapled us prohibit.,AJA,I,-,7.5,-,-,4,-,10.0,-,21 Dec,31 Dec,28 Feb,0,,
Aurora Prop,ordinary units,AUP,I,10.4,-,20.6,-,3,-,30.6,10.0,21 Dec,31 Dec,25 Feb,0,,
Aurora Sandringham,ordinary units,AOD,I,1.4,-,2.8,-,3,-,4.2,1.4,21 Dec,31 Dec,25 Feb,0,,
Australand Prop,stapled security,ALZ,F,11.0,-,21.5,-,4,-,10.5,11.0,21 Dec,31 Dec,8 Feb,0,,
Aust Foundation,ordinary,AFI,I,8.0,-,8.0,100,3,-,8.0,-,5 Feb,11 Feb,22 Feb,0,,
Aust Infrastructure Fd,units/ordinary,AIX,I,-,5.5,-,-,4,-,5.0,-,21 Dec,31 Dec,25 Feb,0,,
Aust Leaders Fund,ordinary,ALF,I,6.0,-,6.0,100,3,-,5.0,-,17 Apr,23 Apr,30 Apr,1,,
Bendigo & Adelaide Bk,reset preference,BENPB,Q3,77.63,-,256.98,100,-,-,331.68,104.87,15 Feb,21 Feb,15 Mar,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,Q3,83.0,-,264.0,100,-,-,340.0,105.0,18 Mar,22 Mar,10 Apr,0,,
Bendigo & Adelaide Bk,conv pref share,BENPD,F,282.72,-,348.21,100,-,-,-,-,22 May,28 May,13 Jun,0,,
BetaShares Aust HIC,etf units,AAA,I,16.6942,-,16.6942,-,-,-,-,-,1 Feb,7 Feb,18 Feb,1,,
BKI Invest,ordinary,BKI,I,3.75,-,3.75,100,3,-,3.2,-,12 Feb,18 Feb,28 Feb,1,,
