Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-01-14T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,8.25,-,20 Jan,27 Jan,13 Mar,1,,
Aberdeen Leaders,ordinary,ALR,Q3,2.0,-,7.5,100,3,-,7.5,2.0,3 Jan,9 Jan,27 Jan,0,,
All 200 Energy,etf units,ENY,I,21.3327,-,21.3327,87.73,3,-,5.9063,-,3 Jan,9 Jan,18 Jan,0,,
All 200 Financials,etf units,FIN,I,25.8062,-,25.8062,81.21,3,-,13.9909,-,3 Jan,9 Jan,18 Jan,0,,
All 200 Fin-x-A-REIT,etf units,FIX,I,14.2428,-,14.2428,90.74,3,-,15.2243,-,3 Jan,9 Jan,18 Jan,0,,
All 200 Industrials,etf units,IDD,I,5.2019,-,5.2019,46.72,3,-,4.9766,-,3 Jan,9 Jan,18 Jan,0,,
All 200 Resources,etf units,RSR,I,4.117,-,4.117,79.34,3,-,1.585,-,3 Jan,9 Jan,18 Jan,0,,
All 300 Metals & Mining,etf units,MAM,I,10.3252,-,10.3252,76.41,3,-,0.7167,-,3 Jan,9 Jan,18 Jan,0,,
ALE Prop Grp,stapled securities,LEP,I,-,8.0,-,-,3,-,10.0,-,22 Dec,30 Dec,5 Mar,0,,
AMCB Fund No 5,ordinary,AKY,I,295.0,-,295.0,100,-,-,-,-,21 Nov,25 Nov,16 Jan,0,,
AMP Capital China,ordinary units,AGF,F,-,1.8,-,-,3,-,-,2.593,22 Dec,30 Dec,30 Apr,0,,
ANZ Banking Grp,pref share cps2,ANZPA,Q3,133.42,-,415.76,100,-,-,412.99,141.62,22 Feb,28 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q3,122.95,-,384.22,100,-,-,381.34,131.26,22 Feb,28 Feb,15 Mar,0,,
APA Grp,stapled securities,APA,I,-,17.0,-,-,3,-,16.5,-,22 Dec,30 Dec,15 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.5,-,-,3,-,6.5,-,22 Dec,30 Dec,28 Feb,0,,
Aspen Grp,ord/units stapled,APZ,I,1.05,-,2.1,-,3,-,3.15,1.05,22 Dec,30 Dec,16 Feb,0,,
