Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-10-18T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
360 Capital Indust,ordinary units,TIX,I,-,4.8,-,-,3,-,1.125,-,26 Sep,30 Sep,24 Oct,0,,
360 Capital Grp,stapled securities,TGP,I,-,1.3125,-,-,4,-,-,1.25,26 Sep,30 Sep,24 Oct,0,,
360 Capital Office,ordinary units,TOF,I,-,4.25,-,-,-,-,-,-,26 Sep,30 Sep,24 Oct,0,,
Aberdeen Leaders,ordinary,ALR,I,1.0,-,1.0,100,3,-,4.0,1.75,9 Oct,13 Oct,31 Oct,0,,
Adelaide Brighton,ordinary,ABC,I,7.5,-,7.5,100,3,-,7.5,-,16 Sep,18 Sep,20 Oct,0,,
AIMS Prop Sec Fund,units,APW,I,-,0.1088,-,-,4,-,-,-,26 Sep,30 Sep,19 Dec,0,,
Alcoa Inc,chess depositary int,AAI,I,2.4157,-,2.4157,-,-,-,-,2.6893,5 Nov,7 Nov,25 Nov,0,,
Altium,ordinary,ALU,F,8.0,-,12.0,-,-,-,3.0,8.0,30 Sep,2 Oct,23 Oct,0,,
AMA Grp,ordinary,AMA,F,1.6,-,1.6,100,-,-,-,1.6,13 Oct,15 Oct,3 Dec,0,,
ANZ Banking Grp,pref share cps2,ANZPA,F,100.29,-,400.78,100,-,-,216.94,102.63,26 Nov,28 Nov,15 Dec,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,200.35,-,200.35,100,-,-,197.5,-,11 Feb,13 Feb,2 Mar,0,,
ANZ Banking Grp,cap note,ANZPD,I,210.82,-,210.82,100,-,-,237.75,-,18 Feb,20 Feb,2 Mar,0,,
ANZ Banking Grp,cap note 2,ANZPE,I,208.45,-,208.45,100,-,-,-,-,12 Mar,16 Mar,24 Mar,0,,
ARB Corp,ordinary,ARP,I,100.0,-,100.0,100,3,3,12.5,15.5,17 Nov,19 Nov,5 Dec,0,,
Arena REIT,ordinary units,ARF,I,2.4375,-,2.4375,-,3,-,-,0.4,26 Sep,30 Sep,14 Nov,0,,
Asia Pacific Data,ordinary stapled sec,AJD,I,-,2.25,-,-,-,-,-,1.81,26 Sep,30 Sep,30 Oct,0,,
Aurora Funds,ordinary,AFV,F,1.0,-,1.0,100,3,-,-,-,8 Oct,10 Oct,31 Oct,0,,
Aust Vintage,ordinary,AVG,F,2.2,-,2.2,100,4,-,-,2.6,29 Oct,31 Oct,19 Nov,0,,
