Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 12/12/2009|. Processed 21:27 Sunday 13/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Allied Brands Ltd,ordinary,ABQ,F,0.5,-,0.5,100,-,-,-,1,11/1/10,15/1/10,29/1/10,,,,,,,,,
AMP Capital China,ordinary units,AGF,F,-,-,-,-,3,-,-,-,23/12/09,31/12/09,30/4/10,,,,,,,,,
Anglo Pacific Grp,ordinary,AGP,I,6.8506,-,6.8506,-,3,-,8.8055,-,9/11/09,13/11/09,13/1/10,,,,,,,,,
ANZ Banking Grp,ordinary,ANZ,F,56,-,102,100,3,3,62,74,5/11/09,11/11/09,18/12/09,,,,,,,,,
ANZ Banking Grp,pref share,ANZPB,I,103.93,-,206.18,100,-,-,-,143.15,24/11/09,30/11/09,15/12/09,,,,,,,,,
Aspen Grp,ord/units stapled,APZ,I,1.05,-,2.1,-,4,-,9.79,-,23/12/09,31/12/09,18/2/10,,,,,,,,,
Aust Enhanced,units,AYF,I,12.5,-,25,35.82,3,-,52.5,17.5,23/12/09,31/12/09,22/1/10,,,,,,,,,
Aust Infrastr,units/ordinary,AIX,I,-,5,-,-,4,-,-,8.5,23/12/09,31/12/09,26/2/10,,,,,,,,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,12/4/10,16/4/10,3/5/10,,,,,,,,,
Bendigo & Adelaide,reset preference,BENPB,I,86.47,-,171.07,100,-,-,162.85,152.98,18/11/09,24/11/09,15/12/09,,,,,,,,,
Bendigo & Adelaide,step up non-cum pref,BENPC,I,98,-,184,100,-,-,490,86,16/12/09,22/12/09,11/1/10
BT Invest Mngmnt,ordinary,BTT,F,4.9,-,7.9,100,-,-,3.5,5.4,30/11/09,4/12/09,18/12/09
Bunnings Warehouse,ordinary units,BWP,I,-,6.09,-,-,3,-,-,-,23/12/09,31/12/09,26/2/10
Campbell Brothers,ordinary,CPB,I,45,-,45,50,3,-,-,60,27/11/09,3/12/09,16/12/09
Canada Land Ltd,chess depositary int,CDL,I,0.08,-,0.08,-,-,-,-,0.28,7/12/09,11/12/09,6/1/10
Challenger Kenedix,ordinary units,CKT,I,-,3,-,-,4,-,-,7.55,23/12/09,31/12/09,26/2/10
Challenger Winetr,ordinary units,CWT,I,-,3.25,1.2,-,3,-,3.564,1.2,23/12/09,31/12/09,9/2/10
Commonwealth Bank,perp.exc.(perls v),CBAPA,Q3,306.57,-,306.57,100,-,-,-,-,19/1/10,25/1/10,1/2/10
Commonwealth Bank,perp.exc.(perls iv),CBAPB,Q3,172.54,-,471.63,100,-,-,312.12,247.22,19/1/10,25/1/10,1/2/10
Count Financial,ordinary,COU,I,2,-,3,100,-,-,8,2,23/11/09,27/11/09,15/12/09
CSR Ltd,ordinary,CSR,I,2.5,-,2.5,100,4,-,6,-,4/11/09,10/11/09,23/12/09
E & A Ltd,ordinary,EAL,F,1,-,1,100,3,-,3,4.5,4/12/09,10/12/09,23/12/09
Environmental Grp,ordinary,EGL,F,0.2,-,0.2,100,3,-,-,0.3,11/1/10,15/1/10,29/1/10
Ethane Pipeline,stapled securities,EPX,I,3.39,-,6.78,-,-,-,3.08,3.1,23/12/09,31/12/09,15/1/10
Fisher & Paykel H,ordinary,FPH,I,4.2942,-,4.2942,-,3,-,-,5.2536,3/12/09,9/12/09,18/12/09
Goodman Plus Tr,step-up units,GMPPA,I,129.2275,-,257.2508,-,-,-,720.7777,124.5753,8/12/09,14/12/09,21/12/09
Graincorp Ltd,a class ordinary,GNC,F,7.27,-,7.27,100,-,-,-,-,30/11/09,4/12/09,16/12/09
Greencross Ltd,ordinary,GXL,F,2,-,2,100,-,-,-,-,4/11/09,10/11/09,18/12/09
Gunns Ltd,forests,GNSPA,I,155.62,-,299.36,100,-,-,556.15,142.15,22/12/09,30/12/09,14/1/10
HGL Ltd,ordinary,HNG,F,5,-,8,100,3,-,7,-,1/12/09,7/12/09,17/12/09
Incitec Pivot,ordinary,IPL,F,2.3,-,4.4,-,3,-,204,19.5,19/11/09,25/11/09,18/12/09
Insurance Aust,5.63% reset cnv.pref,IAGPA,I,282.27,-,282.27,100,-,-,282.27,-,24/11/09,30/11/09,15/12/09
Katana Capital,ordinary,KAT,F,0.5,-,0.5,100,3,-,2,1,26/11/09,2/12/09,17/12/09
Macq Countrywid,units,MCW,I,-,3,-,-,3,-,-,-,23/12/09,31/12/09,19/2/10
Macq Cps Tr,conv pref,MQCPA,I,559.31,-,559.31,-,-,-,-,-,14/12/09,18/12/09,31/12/09
Macq Grp Ltd,ordinary,MQG,I,86,-,86,-,3,-,145,-,9/11/09,13/11/09,16/12/09
MAP Grp,stapled us prohibit.,MAP,F,8,-,21,-,3,-,13,-,23/12/09,31/12/09,18/2/10
