Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-11-01T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
AIMS Prop Sec Fund,units,APW,I,-,0.1088,-,-,4,-,-,-,26 Sep,30 Sep,19 Dec,0,,
Alcoa Inc,chess depositary int,AAI,I,2.4157,-,2.4157,-,-,-,-,2.6893,5 Nov,7 Nov,25 Nov,0,,
AMA Grp,ordinary,AMA,F,1.6,-,1.6,100,-,-,-,1.6,13 Oct,15 Oct,3 Dec,0,,
AMCB Fund No 5,ordinary,AKY,I,99.0,-,99.0,100,-,-,105.0,95.0,31 Oct,5 Nov,20 Nov,1,,
ANZ Banking Grp,ordinary,ANZ,F,95.0,-,178.0,100,3,3,73.0,91.0,7 Nov,11 Nov,16 Dec,1,,
ANZ Banking Grp,pref share cps2,ANZPA,F,100.29,-,400.78,100,-,-,216.94,102.63,26 Nov,28 Nov,15 Dec,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,200.35,-,200.35,100,-,-,197.5,-,11 Feb,13 Feb,2 Mar,0,,
ANZ Banking Grp,cap note,ANZPD,I,210.82,-,210.82,100,-,-,237.75,-,18 Feb,20 Feb,2 Mar,0,,
ANZ Banking Grp,cap note 2,ANZPE,I,208.45,-,208.45,100,-,-,-,-,12 Mar,16 Mar,24 Mar,0,,
ARB Corp,ordinary,ARP,I,100.0,-,100.0,100,3,3,12.5,15.5,17 Nov,19 Nov,5 Dec,0,,
Arena REIT,ordinary units,ARF,I,2.4375,-,2.4375,-,3,-,-,0.4,26 Sep,30 Sep,14 Nov,0,,
Aurora Div Inc Tr,managed fund units,AOD,I,0.47,-,0.47,283,3,-,2.85,1.45,29 Oct,31 Oct,17 Nov,0,,
Aust Vintage,ordinary,AVG,F,2.2,-,2.2,100,4,-,-,2.6,29 Oct,31 Oct,19 Nov,0,,
Aust Pharmaceutical,ordinary,API,F,2.0,-,3.5,100,-,-,1.5,1.75,12 Nov,14 Nov,12 Dec,1,,
Bank of Qld,ordinary,BOQ,F,34.0,-,66.0,100,3,-,28.0,30.0,3 Nov,6 Nov,27 Nov,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,I,72.37,-,72.37,100,-,-,235.79,71.2,20 Nov,24 Nov,15 Dec,0,,
Bendigo & Adelaide Bk,conv pref share,BENPD,I,273.9,-,273.9,100,-,-,273.62,-,26 Nov,28 Nov,15 Dec,0,,
Bendigo & Adelaide Bk,conv pref share 2,BENPE,I,59.29,-,59.29,100,-,-,-,-,17 Nov,19 Nov,1 Dec,0,,
BetaShares HighIntCash,etf units,AAA,I,-,13.8103,-,-,3,-,14.4725,-,3 Nov,6 Nov,18 Nov,1,,
Brickworks,ordinary,BKW,F,28.0,-,42.0,100,-,-,13.5,-,3 Nov,6 Nov,27 Nov,0,,
BT Invest Mgt,ordinary,BTT,F,19.0,-,35.0,35.00,3,-,8.0,10.0,3 Dec,5 Dec,19 Dec,1,,
Challenger,cn cap note,CGFPA,I,179.0,-,179.0,-,-,-,-,-,13 Feb,17 Feb,25 Feb,0,,
Clover Corp,ordinary,CLV,F,0.5,-,1.0,100,-,-,0.5,1.5,29 Oct,31 Oct,20 Nov,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,I,112.51,-,112.51,100,-,-,357.47,111.34,3 Dec,5 Dec,15 Dec,0,,
C'wlth Bank  of Aust,perp.exc.perls vii,CBAPD,I,79.08,-,79.08,100,-,-,-,-,3 Dec,5 Dec,15 Dec,0,,
Countplus,ordinary,CUP,I,2.0,-,5.0,100,-,-,9.0,3.0,27 Oct,29 Oct,17 Nov,0,,
Cromwell Property,stapled securities,CMW,I,1.9375,-,1.9375,-,3,-,5.4375,1.875,26 Sep,30 Sep,12 Nov,0,,
Desane Grp Hldgs,ordinary,DGH,F,2.0,-,4.0,100,-,-,-,1.0,12 Nov,14 Nov,26 Nov,0,,
E & A,ordinary,EAL,F,2.75,-,5.5,100,3,-,2.5,2.5,12 Nov,14 Nov,28 Nov,0,,
FFI Hldgs,ordinary,FFI,F,7.5,-,17.5,100,3,-,25.0,-,31 Oct,5 Nov,14 Nov,0,,
Freedom Foods Grp,ordinary,FNP,F,1.5,-,3.0,100,3,-,-,1.0,1 Oct,3 Oct,3 Nov,0,,
Gale Pacific,ordinary,GAP,F,1.35,-,2.65,-,4,-,1.3,1.35,13 Nov,17 Nov,1 Dec,0,,
Harvey Norman,ordinary,HVN,F,8.0,-,14.0,100,-,-,4.5,4.5,30 Oct,3 Nov,1 Dec,0,,
ICSGlobal,ordinary,ICS,F,0.1,-,0.2,-,-,-,-,0.1,22 Oct,24 Oct,14 Nov,0,,
Insurance Aust Grp,conv pref shs,IAGPC,I,239.42,-,239.42,100,-,-,241.43,-,22 Oct,24 Oct,3 Nov,0,,
IPE,ordinary,IPE,I,3.0,-,3.0,100,-,-,3.0,-,13 Nov,17 Nov,4 Dec,1,,
Ironbark Capital,ordinary,IBC,I,2.0,-,2.0,100,4,-,1.25,-,15 Dec,17 Dec,30 Dec,0,,
Joyce Corp,ordinary,JYC,F,2.1,-,3.6,-,-,-,1.0,2.0,30 Oct,3 Nov,21 Nov,0,,
Katana Capital,ordinary,KAT,I,1.5,-,1.5,-,3,-,3.5,1.25,27 Oct,29 Oct,17 Nov,0,,
Kathmandu Hldgs,ordinary,KMD,F,7.1148,-,9.4353,100,-,-,2.5086,7.8788,6 Nov,10 Nov,21 Nov,0,,
Macquarie Bank,cnv cap note,MBLPA,I,236.3,-,236.3,40.00,-,-,-,-,12 Mar,16 Mar,24 Mar,1,,
Macquarie Grp,ordinary,MQG,I,130.0,-,130.0,40.00,3,-,100.0,-,12 Nov,14 Nov,16 Dec,1,,
Macquarie Grp,non-cum capital note,MQGPA,I,284.26,-,284.26,40.00,4,-,291.63,-,26 Nov,28 Nov,8 Dec,1,,
Magellan Flagship,ordinary,MFF,F,1.0,-,2.0,-,3,-,1.0,1.0,13 Oct,15 Oct,14 Nov,0,,
Managed Accts Hldgs,ordinary,MGP,I,0.2,-,0.2,-,-,-,-,-,10 Nov,12 Nov,26 Nov,0,,
McPherson's,ordinary,MCP,F,5.0,-,11.0,100,3,-,10.0,7.0,3 Oct,8 Oct,11 Nov,0,,
Metals X,ordinary,MLX,F,0.6785,-,0.6785,100,3,-,-,-,12 Dec,16 Dec,7 Jan,1,,
MGM Wireless,ordinary,MWR,F,1.1,-,1.1,-,-,-,-,1.0,18 Sep,22 Sep,10 Nov,0,,
Myer Hldgs,ordinary,MYR,F,5.5,-,14.5,100,-,-,10.0,8.0,25 Sep,29 Sep,13 Nov,0,,
NAOS Emerging Opp,ordinary,NCC,F,3.0,-,5.75,100,3,-,-,2.5,20 Nov,24 Nov,3 Dec,0,,
National Aust Bank,ordinary,NAB,F,99.0,-,198.0,100,3,3,93.0,97.0,7 Nov,11 Nov,16 Dec,1,,
National Aust Bank,pref share,NABPA,I,102.3,-,102.3,100,-,-,216.1,100.38,3 Dec,5 Dec,22 Dec,0,,
National Aust Bank,cps ii,NABPB,F,102.76,-,412.46,100,-,-,-,-,28 Nov,2 Dec,17 Dec,0,,
New Hope Corp,ordinary,NHC,F,5.5,-,11.5,100,-,-,6.0,10.0,17 Oct,21 Oct,4 Nov,0,,
NSX Iic,ordinary - national,IIC,F,1.0,-,1.0,100,-,-,-,-,13 Oct,15 Oct,5 Nov,0,,
Nufarm,ordinary,NUF,F,5.0,-,8.0,-,3,-,3.0,5.0,15 Oct,17 Oct,14 Nov,0,,
PPK Grp,ordinary,PPK,F,2.0,-,3.5,100,-,-,1.5,2.0,23 Oct,27 Oct,10 Nov,0,,
Premier Invest,ordinary,PMV,F,20.0,-,40.0,100,-,-,19.0,19.0,7 Oct,9 Oct,20 Nov,0,,
Pro-Pac Packaging,ordinary,PPG,F,1.0,-,2.0,100,4,-,1.0,1.0,9 Sep,11 Sep,4 Nov,0,,
ResMed Inc,cdi  10:1,RMD,I,2.716,-,2.716,-,-,-,2.2532,-,18 Nov,20 Nov,18 Dec,0,,
Sandon Capital Invest,ordinary,SNC,I,2.0,-,2.0,100,3,-,-,-,14 Oct,16 Oct,6 Nov,0,,
Shenhua Int'l,ordinary,SHU,F,2.5,-,2.5,-,-,-,-,2.5,7 Nov,11 Nov,29 Nov,0,,
Soul Pattinson WH,ordinary,SOL,F,29.0,-,48.0,100,-,-,18.0,-,13 Nov,17 Nov,8 Dec,0,,
SPDR Prop Fund,etf units,SLF,I,-,-,-,-,4,-,39.2171,7.8596,2 Oct,7 Oct,5 Dec,0,,
Sthn Cross Media,ordinary,SXL,F,3.0,-,7.5,100,3,-,4.5,4.5,25 Sep,29 Sep,3 Nov,0,,
Suncorp Grp,conv pref share cps2,SUNPC,I,127.2,-,127.2,100,-,-,400.38,126.12,8 Dec,10 Dec,17 Dec,0,,
Suncorp Grp,sub.note 22-nov-23,SUNPD,I,138.25,-,138.25,-,-,-,142.85,137.37,12 Nov,14 Nov,24 Nov,0,,
Suncorp Grp,conv pref cps3,SUNPE,I,105.38,-,105.38,100,-,-,-,-,1 Dec,3 Dec,17 Dec,0,,
Tamawood,ordinary,TWD,F,13.0,-,21.0,100,4,-,8.0,-,13 Nov,17 Nov,4 Dec,0,,
TFS Corp,ordinary,TFC,F,3.0,-,3.0,100,3,-,-,3.0,9 Oct,13 Oct,10 Nov,0,,
TPG Telecom,ordinary,TPM,F,4.75,-,9.25,100,4,-,3.5,4.0,10 Oct,14 Oct,18 Nov,0,,
United Overseas Aust,ordinary,UOS,I,0.5,-,0.5,-,3,-,0.5,-,15 Oct,17 Oct,4 Nov,0,,
Victor Grp Hldgs,ordinary,VIG,F,0.48,-,0.48,-,-,-,-,-,27 Nov,1 Dec,8 Dec,0,,
Vita Grp,ordinary,VTG,I,3.0,-,3.0,100,3,-,1.15,1.68,6 Nov,10 Nov,5 Dec,1,,
Waterco,ordinary,WAT,F,3.0,-,6.0,100,3,-,3.0,4.0,10 Nov,12 Nov,15 Dec,0,,
Westpac Banking,conv pref shs,WBCPC,I,-,209.42,-,-,-,-,-,-,19 Mar,23 Mar,31 Mar,0,,
Westpac Banking,conv perpetual note,WBCPD,I,-,101.66,-,-,-,-,109.74,-,26 Nov,28 Nov,8 Dec,0,,
Westpac Banking,conv perptl note ii,WBCPE,I,-,100.14,-,-,-,-,-,-,11 Dec,15 Dec,23 Dec,0,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,-,65.25,-,-,-,-,207.07,-,10 Dec,12 Dec,31 Dec,0,,
Zicom Grp,ordinary,ZGL,F,0.45,-,0.9,-,-,-,0.45,0.55,12 Nov,14 Nov,28 Nov,0,,
,
