Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-02-05T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,0.75,1.5,14 Jan,20 Jan,25 Feb,0,,
Advanced Share Reg,ordinary,ASW,I,1.85,-,1.85,100,-,-,1.75,-,8 Feb,14 Feb,17 Feb,1,,
Agricultural Land,ordinary units,AGJ,I,-,0.96,-,-,3,-,1.1,-,23 Dec,31 Dec,28 Mar,0,,
Alcoa Inc,chess depositary int,AAI,Q3,2.5592,-,8.0918,-,-,-,8.8231,2.7927,31 Jan,4 Feb,25 Feb,0,,
ALE Prop Grp,stapled securities,LEP,I,-,10.0,-,-,3,-,12.0,-,23 Dec,31 Dec,28 Feb,0,,
Alesco Corp,ordinary,ALS,I,1.5,-,1.5,100,4,-,7.0,-,14 Feb,18 Feb,4 Mar,0,,
AMP Capital China,ordinary units,AGF,F,-,3.0,-,-,3,-,-,8.477,23 Dec,31 Dec,30 Apr,0,,
ANZ Banking Grp,pref share,ANZPA,Q3,141.62,-,421.75,100,-,-,121.09,132.86,21 Feb,25 Feb,15 Mar,0,,
ANZ Banking Grp,pref share,ANZPB,Q3,131.26,-,390.33,100,-,-,322.69,122.27,21 Feb,25 Feb,15 Mar,0,,
APA Grp,stapled securities,APA,I,-,16.5,-,-,3,-,15.75,-,23 Dec,31 Dec,17 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.5,-,-,3,-,6.5,-,23 Dec,31 Dec,28 Feb,0,,
Aspen Grp,ord/units stapled,APZ,I,1.05,-,2.1,-,3,-,3.15,1.05,23 Dec,31 Dec,17 Feb,0,,
Astro Japan Prop Tr,stapled securities,AJA,I,-,2.25,-,-,4,-,3.5,-,23 Dec,31 Dec,25 Feb,0,,
Aurora Global Inc Tr,ordinary units,AIB,I,3.0,-,5.5,-,3,-,21.0,2.5,23 Dec,31 Dec,25 Feb,0,,
Aurora Prop,ordinary units,AUP,I,11.0,-,22.0,-,3,-,11.0,11.0,23 Dec,31 Dec,25 Feb,0,,
Aurora SAE,ordinary units,ABW,I,2.3,-,4.8,-,3,-,2.5,2.5,23 Dec,31 Dec,16 Feb,0,,
Aurora Sandringham,ordinary units,AOD,I,1.5,-,3.0,-,3,-,3.0,1.6,23 Dec,31 Dec,14 Feb,0,,
Australand Prop,stapled security,ALZ,F,10.5,-,20.5,-,4,-,-,3.0,23 Dec,31 Dec,8 Feb,0,,
Aust Foundation,ordinary,AFI,I,8.0,-,8.0,100,3,-,8.0,-,4 Feb,10 Feb,25 Feb,0,,
Aust Infrastructure Fd,units/ordinary,AIX,I,-,5.0,-,-,4,-,5.0,-,23 Dec,31 Dec,25 Feb,0,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,6 Apr,12 Apr,2 May,0,,
Bendigo & Adelaide,reset preference,BENPB,Q3,114.0,-,337.98,100,-,-,270.32,104.63,15 Feb,21 Feb,15 Mar,0,,
Bendigo & Adelaide,step up non-cum pref,BENPC,Q3,116.0,-,348.0,100,-,-,286.0,110.0,21 Mar,25 Mar,11 Apr,0,,
BKI Invest,ordinary,BKI,I,3.0,-,3.0,100,3,-,3.0,-,15 Feb,21 Feb,7 Mar,1,,
Bunnings W'house,ordinary units,BWP,I,-,6.18,-,-,3,-,6.1,-,23 Dec,31 Dec,25 Feb,0,,
Carindale Prop,unit,CDP,I,-,13.89,-,-,-,-,13.61,-,23 Dec,31 Dec,28 Feb,0,,
Century Aust,ordinary,CYA,I,6.2,-,6.2,100,-,-,3.5,-,6 Dec,10 Dec,9 Feb,0,,
CFS Retail Prop,units,CFX,I,-,6.3,-,-,3,-,6.2,-,23 Dec,31 Dec,24 Feb,0,,
Challenger Div Pro,stapled units,CDI,I,-,2.0,-,-,4,-,-,-,23 Dec,31 Dec,28 Feb,0,,
Challenger Infra,stapled units,CIF,I,-,7.0,-,-,-,-,7.0,-,23 Dec,31 Dec,28 Feb,0,,
Charter Hall Grp,stapled us prohibit.,CHC,I,8.0,-,8.0,-,4,-,1.6,-,23 Dec,31 Dec,28 Feb,0,,
Charter Hall Off REIT,unit,CQO,I,9.25,-,9.25,-,4,-,-,-,23 Dec,31 Dec,23 Feb,0,,
Charter Hall Ret REIT,units,CQR,I,12.0,-,12.0,-,4,-,-,-,23 Dec,31 Dec,22 Feb,0,,
Coal & Allied Ind,ordinary,CNA,F,138.0,-,588.0,100,-,-,160.0,350.0,25 Feb,3 Mar,18 Mar,0,,
Colorpak,ordinary,CKL,I,1.5,-,1.5,100,4,-,1.5,-,28 Feb,4 Mar,4 Apr,1,,
