Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-03-10T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
1300 Smiles,ordinary,ONT,I,8.6,-,8.6,100,-,-,7.5,-,30 Mar,5 Apr,12 Apr,0,,
AP Eagers,ordinary,APE,F,52.0,-,80.0,100,4,-,23.0,41.0,27 Mar,2 Apr,16 Apr,0,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,8.25,-,20 Jan,27 Jan,13 Mar,0,,
Academies A'asia,ordinary,AKG,I,2.0,-,2.0,100,-,-,2.0,-,16 Feb,22 Feb,19 Mar,0,,
Adcorp Aust,ordinary,AAU,I,1.0,-,1.0,100,-,-,1.0,-,19 Mar,23 Mar,30 Mar,0,,
Adelaide Brighton,ordinary,ABC,F,9.0,-,16.5,100,4,-,10.0,11.5,24 Feb,1 Mar,10 Apr,0,,
AGL Energy,ordinary,AGK,I,29.0,-,29.0,100,3,-,29.0,-,1 Mar,7 Mar,5 Apr,0,,
Air New Zealand,ordinary,AIZ,I,1.3205,-,1.3205,-,3,-,2.2182,-,5 Mar,9 Mar,21 Mar,0,,
Alumina,ordinary,AWC,F,2.7941,-,5.6941,100,4,-,2.2324,3.9475,21 Feb,27 Feb,15 Mar,0,,
Amalgamated Hldgs,ordinary,AHD,I,14.0,-,14.0,100,4,-,14.0,-,2 Mar,8 Mar,22 Mar,0,,
Amcom Telco,ordinary,AMM,I,1.8,-,1.8,100,-,-,0.6,-,9 Mar,16 Mar,30 Mar,0,,
Amcor,ordinary,AMC,I,18.0,-,18.0,-,3,-,17.0,-,27 Feb,2 Mar,29 Mar,0,,
AMP Capital China,ordinary units,AGF,F,2.057,-,2.057,-,3,-,-,2.593,22 Dec,30 Dec,22 Mar,0,,
AMP,ordinary,AMP,F,14.0,-,29.0,50.00,3,-,15.0,15.0,27 Feb,2 Mar,5 Apr,0,,
Anglogold Ashanti,cdi  5:1,AGG,Q3,4.9702,-,9.509,-,-,-,2.0818,2.288,5 Mar,9 Mar,16 Mar,0,,
Ansell,ordinary,ANN,I,15.0,-,15.0,-,-,-,14.0,-,16 Feb,22 Feb,14 Mar,0,,
ANZ Banking Grp,pref share cps2,ANZPA,Q3,133.42,-,415.76,100,-,-,412.99,141.62,22 Feb,28 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q3,122.95,-,384.22,100,-,-,381.34,131.26,22 Feb,28 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps3,ANZPC,F,270.86,-,501.58,-,-,-,-,-,13 Aug,17 Aug,3 Sep,0,,
APA Grp,stapled securities,APA,I,17.0,-,17.0,-,3,-,16.5,-,22 Dec,30 Dec,15 Mar,0,,
APN European Ret,units stapled sec.,AEZ,I,0.25,-,0.25,-,-,-,-,-,9 Mar,16 Mar,30 Mar,1,,
APN News & Media,ordinary,APN,F,5.0,-,8.5,30.00,3,-,5.0,7.0,2 Mar,8 Mar,30 Mar,0,,
APN Prop Grp,ordinary,APD,I,1.25,-,1.25,100,-,-,1.25,-,21 Mar,27 Mar,13 Apr,0,,
ARB Corp,ordinary,ARP,I,11.0,-,11.0,100,4,4,10.0,-,29 Mar,4 Apr,20 Apr,0,,
Ariadne Aust,ordinary,ARA,I,0.5,-,0.5,-,4,-,0.5,-,15 Mar,21 Mar,18 Apr,0,,
