Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-02-15T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,8.25,-,17 Jan,23 Jan,27 Feb,0,,
Academies A'asia,ordinary,AKG,I,2.5,-,2.5,100,-,-,2.5,-,6 Mar,13 Mar,15 Apr,1,,
AIMS Prop Sec Fund,units,APW,I,-,0.15,-,-,3,-,-,-,23 Dec,31 Dec,21 Mar,0,,
Alcoa Inc,chess depositary int,AAI,Q3,2.9223,-,5.6116,-,-,-,4.952,2.4607,3 Feb,7 Feb,25 Feb,0,,
ALE Prop Grp,stapled securities,LEP,I,8.2,-,8.2,-,3,-,8.0,-,23 Dec,31 Dec,5 Mar,0,,
AMCB Fund No 5,ordinary,AKY,Q3,74.0,-,274.0,100,-,-,89.0,-,4 Feb,10 Feb,19 Feb,0,,
AMP Capital China,ordinary units,AGF,F,-,2.478,-,-,3,-,2.345,-,23 Dec,31 Dec,30 Apr,0,,
Aust Master Fund No 4,ordinary,AYK,Q3,85.0,-,175.0,100,-,-,-,-,4 Feb,10 Feb,19 Feb,0,,
Aust Masters YF1,ordinary,AYD,Q3,90.0,-,285.0,100,-,-,-,100.0,4 Feb,10 Feb,19 Feb,0,,
Aust Master Fund No 3,ordinary,AYJ,Q3,110.0,-,225.0,100,-,-,-,-,4 Feb,10 Feb,19 Feb,0,,
Aust Masters YF2,ordinary,AYH,Q3,95.0,-,190.0,100,-,-,115.0,105.0,4 Feb,10 Feb,19 Feb,0,,
ANZ Banking Grp,pref share cps2,ANZPA,Q3,99.27,-,314.2,100,-,-,341.25,112.3,21 Feb,27 Feb,17 Mar,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q3,88.8,-,282.44,100,-,-,309.84,101.48,21 Feb,27 Feb,17 Mar,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,197.5,-,197.5,100,-,-,227.2,-,10 Feb,14 Feb,3 Mar,0,,
ANZ Banking Grp,cap note,ANZPD,I,237.75,-,237.75,100,-,-,-,-,17 Feb,21 Feb,3 Mar,0,,
APA Grp,stapled securities,APA,I,-,17.5,-,-,4,-,17.0,-,23 Dec,31 Dec,12 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.8,-,-,4,-,6.6,-,23 Dec,31 Dec,28 Feb,0,,
Argo Invest,ordinary,ARG,I,13.5,-,13.5,100,3,-,13.0,-,11 Feb,17 Feb,5 Mar,0,,
Asia Pacific Data,ordinary stapled sec,AJD,I,2.25,-,4.06,-,-,-,-,1.81,23 Dec,31 Dec,27 Feb,0,,
Aspen Grp,ord/units stapled,APZ,I,7.5,-,7.5,-,4,-,0.75,-,23 Dec,31 Dec,25 Feb,0,,
Astro Japan Prop Grp,stapled us prohibit.,AJA,I,-,10.0,-,-,4,-,7.5,-,23 Dec,31 Dec,28 Feb,0,,
ASX,ordinary,ASX,I,88.2,-,88.2,100,4,-,87.9,-,3 Mar,7 Mar,26 Mar,1,,
Australian Ind Reit,unit,ANI,I,-,3.21,-,-,-,-,-,-,23 Dec,31 Dec,28 Feb,0,,
Aust Foundation,ordinary,AFI,I,8.0,-,8.0,100,3,-,8.0,-,4 Feb,10 Feb,21 Feb,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,Q3,71.35,-,217.26,100,-,-,256.98,83.45,17 Feb,21 Feb,17 Mar,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,Q3,76.0,-,234.0,100,-,-,264.0,85.0,20 Mar,26 Mar,10 Apr,0,,
Bendigo & Adelaide Bk,conv pref share,BENPD,F,266.49,-,540.11,100,-,-,65.49,282.72,22 May,28 May,13 Jun,0,,
Bentham IMF,ordinary,IMF,I,5.0,-,5.0,100,-,-,-,10.0,17 Mar,21 Mar,4 Apr,1,,
BetaSharesHighIntCash,etf units,AAA,I,14.7075,-,14.7075,-,3,-,16.4462,-,3 Feb,7 Feb,18 Feb,0,,
BKI Invest,ordinary,BKI,I,3.45,-,3.45,100,3,-,3.75,-,11 Feb,17 Feb,27 Feb,0,,
Boral,ordinary,BLD,I,7.0,-,7.0,100,3,-,5.0,-,18 Feb,24 Feb,24 Mar,1,,
Bradken,ordinary,BKN,I,15.0,-,15.0,-,3,-,20.0,-,17 Feb,21 Feb,21 Mar,1,,
BWP Trust,ordinary units,BWP,I,6.83,-,6.83,-,3,-,7.0,-,23 Dec,31 Dec,25 Feb,0,,
Capitol Health,ordinary,CAJ,I,0.4,-,0.4,100,3,-,0.25,-,24 Mar,28 Mar,24 Apr,1,,
Carindale Prop,unit,CDP,I,-,15.1,-,-,-,-,13.9,-,23 Dec,31 Dec,28 Feb,0,,
carsales.com,ordinary,CRZ,I,14.7,-,14.7,100,-,-,12.7,-,5 Mar,12 Mar,2 Apr,1,,
Centrex Metals,ordinary,CXM,I,5.0,-,5.0,100,-,-,5.0,-,29 Jan,4 Feb,21 Feb,0,,
CFS Retail Prop,stapled securities,CFX,I,-,6.8,-,-,4,-,6.8,-,23 Dec,31 Dec,28 Feb,0,,
Challenger Div Pro,stapled units,CDI,I,9.2,-,9.2,-,4,-,8.6,-,23 Dec,31 Dec,28 Feb,0,,
Charter Hall Grp,stapled us prohibit.,CHC,I,11.0,-,11.0,-,3,-,9.8,-,23 Dec,31 Dec,25 Feb,0,,
Charter Hall Ret REIT,units,CQR,I,13.65,-,13.65,-,3,-,13.3,-,23 Dec,31 Dec,28 Feb,0,,
Cochlear,ordinary,COH,I,127.0,-,127.0,-,-,-,125.0,-,28 Feb,6 Mar,27 Mar,1,,
Collection House,ordinary,CLH,I,3.9,-,3.9,100,3,-,3.6,-,3 Mar,7 Mar,28 Mar,1,,
Colorpak,ordinary,CKL,I,1.75,-,1.75,100,-,-,1.75,-,24 Feb,28 Feb,1 Apr,0,,
C'wlth Bank  of Aust,ordinary,CBA,I,183.0,-,183.0,100,3,-,164.0,-,17 Feb,21 Feb,3 Apr,1,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,F,205.68,-,631.43,100,-,-,739.98,216.77,17 Apr,23 Apr,30 Apr,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,Q3,110.26,-,337.71,100,-,-,197.8,122.26,3 Mar,7 Mar,17 Mar,0,,
C'wlth Prop Office,ordinary units,CPA,I,-,3.5,-,-,-,-,3.2,-,23 Dec,31 Dec,28 Feb,0,,
Computershare,ordinary,CPU,I,14.0,-,14.0,20.00,3,-,14.0,-,18 Feb,24 Feb,18 Mar,1,,
Corum Grp,ordinary,COO,I,0.5,-,0.5,-,-,-,0.6,-,17 Feb,21 Feb,5 Mar,0,,
Country Road,ordinary,CTY,I,17.9,-,17.9,100,-,-,-,-,6 Feb,12 Feb,24 Feb,0,,
Credit Corp Grp,ordinary,CCP,I,20.0,-,20.0,100,4,-,20.0,-,5 Mar,12 Mar,21 Mar,0,,
CSL,ordinary,CSL,I,58.883,-,58.883,-,4,-,48.66,-,5 Mar,12 Mar,4 Apr,1,,
DEXUS Prop Grp,stapled units,DXS,I,3.07,-,3.07,-,4,-,2.89,-,23 Dec,31 Dec,28 Feb,0,,
Djerriwarrh Invest,ordinary,DJW,I,10.0,-,10.0,100,4,-,10.0,-,28 Jan,3 Feb,18 Feb,0,,
Domino's Pizza,ordinary,DMP,I,17.7,-,17.7,100,4,-,15.5,-,18 Feb,24 Feb,11 Mar,1,,
Downer EDI,ordinary,DOW,I,11.0,-,11.0,70.00,3,-,10.0,-,12 Feb,18 Feb,20 Mar,0,,
DUET Grp,stapled us prohibit.,DUE,I,8.5,-,8.5,-,3,-,8.25,-,23 Dec,31 Dec,20 Feb,0,,
Echo Entertainment,ordinary,EGP,I,4.0,-,4.0,100,3,-,4.0,-,10 Feb,14 Feb,14 Mar,0,,
Emerging Markets MF,units,EMF,I,3.0,-,3.0,-,3,-,-,-,23 Dec,31 Dec,24 Mar,0,,
ERM Power,ordinary,EPW,I,6.0,-,6.0,100,3,-,5.0,-,6 Feb,12 Feb,14 Mar,0,,
Ethane Pipeline,stapled securities,EPX,Q3,3.04,-,9.62,75.66,-,-,11.8465,3.5,25 Mar,31 Mar,15 Apr,1,,
Federation Cntres,ord/unit stapled sec,FDC,I,7.5,-,7.5,-,-,-,-,-,23 Dec,31 Dec,28 Feb,0,,
FlexiGroup,ordinary,FXL,I,8.0,-,8.0,100,4,-,7.0,-,7 Mar,14 Mar,17 Apr,0,,
GUD Hldgs,ordinary,GUD,I,18.0,-,18.0,100,4,-,36.0,-,14 Feb,20 Feb,6 Mar,0,,
Galileo Japan Tr,unit,GJT,I,-,3.5,-,-,-,-,-,-,23 Dec,31 Dec,28 Feb,0,,
GBST Hldgs,ordinary,GBT,I,4.0,-,4.0,100,-,-,3.0,-,1 Apr,7 Apr,24 Apr,1,,
Generation Healthcare,units,GHC,I,4.0,-,4.0,-,3,-,3.67,-,23 Dec,31 Dec,28 Feb,0,,
Goodman Fielder,ordinary,GFF,I,1.0,-,1.0,-,4,-,-,-,4 Mar,11 Mar,10 Apr,1,,
Goodman Grp,stapled,GMG,I,10.35,-,10.35,-,3,-,9.7,-,23 Dec,31 Dec,21 Feb,0,,
GPT Grp,stapled sec.,GPT,F,10.3,-,15.3,-,4,-,9.6,5.1,23 Dec,31 Dec,21 Mar,0,,
Greencross,ordinary,GXL,I,5.5,-,5.5,100,3,-,5.0,-,17 Feb,21 Feb,14 Mar,1,,
Growthpoint Prop,ord/unit stapled sec,GOZ,I,9.4,-,9.4,-,3,-,9.0,-,23 Dec,31 Dec,28 Feb,0,,
Growthpoint Prop,new,GOZN,I,1.1,-,1.1,-,3,-,-,-,23 Dec,31 Dec,28 Feb,0,,
Growthpoint Prop,new,GOZNA,I,2.6,-,2.6,-,3,-,-,7.6,23 Dec,31 Dec,28 Feb,0,,
HFA Hldgs,ordinary,HFA,I,3.3149,-,3.3149,100,-,-,2.963,-,26 Feb,4 Mar,27 Mar,1,,
Insurance Aust Grp,conv pref shs,IAGPC,I,229.62,-,229.62,100,-,-,282.01,247.5,15 Apr,23 Apr,1 May,0,,
Investa Office Fd,stapled securities,IOF,I,9.25,-,9.25,-,4,-,8.75,-,23 Dec,31 Dec,28 Feb,0,,
ITL,ordinary,ITD,I,0.5,-,0.5,100,-,-,0.5,-,18 Feb,24 Feb,3 Mar,1,,
James Hardie Ind,chess depositary int,JHX,I,9.0448,-,9.0448,-,-,-,4.7465,-,13 Dec,19 Dec,28 Mar,0,,
JB Hi-Fi,ordinary,JBH,I,55.0,-,55.0,100,-,-,50.0,-,10 Feb,14 Feb,28 Feb,0,,
K2 Asset Mgt,ordinary,KAM,I,6.0,-,6.0,100,-,-,1.0,-,10 Feb,14 Feb,21 Feb,0,,
KIM Diamonds Ltd,ordinary,KDL,I,2.0,-,2.0,-,-,-,-,-,13 Feb,19 Feb,3 Mar,1,,
Korvest,ordinary,KOV,I,26.0,-,26.0,100,4,-,26.0,-,20 Feb,26 Feb,12 Mar,0,,
Landmark White,ordinary,LMW,I,1.25,-,1.25,100,-,-,1.0,-,18 Mar,24 Mar,4 Apr,0,,
Magellan Flagship,ordinary,MFF,I,1.0,-,1.0,-,3,-,1.0,-,29 Apr,1 May,16 May,0,,
